Time,Tag,Flow,EIT
1625551815.6793275,,,"magnitudes: 1.6485, 0.6349, 0.4582, 0.5652, 0.4403, 0.4242, 0.3857, 0.5169, 0.3635, 0.4720, 0.3904, 0.4852, 1.3664, 1.2214, 0.7459, 0.5287, 0.4215, 0.3831, 0.5214, 0.3598, 0.4742, 0.3663, 0.4428, 1.3188, 1.9333, 1.6042, 0.7830, 0.4707, 0.4324, 0.5871, 0.4087, 0.5307, 0.4021, 0.4864, 0.7820, 1.0849, 1.8862, 1.5031, 0.5102, 0.4849, 0.6609, 0.4477, 0.5924, 0.4447, 0.5246, 0.6860, 0.6503, 0.8843, 1.9196, 0.4627, 0.4607, 0.6288, 0.4207, 0.5476, 0.4077, 0.4837, 0.5730, 0.5389, 0.4789, 1.0581, 1.5575, 1.2136, 0.9078, 0.4555, 0.5241, 0.4211, 0.4946, 0.5733, 0.4949, 0.4225, 0.6899, 1.7620, 1.9780, 1.7803, 0.5967, 0.6186, 0.4939, 0.5700, 0.5923, 0.5412, 0.4597, 0.6281, 0.8226, 1.4571, 1.7940, 1.3809, 0.6260, 0.5299, 0.6000, 0.5712, 0.5316, 0.4592, 0.5868, 0.6095, 0.6323, 1.0739, 1.9053, 0.6469, 0.5368, 0.5461, 0.4718, 0.4167, 0.3595, 0.4352, 0.4161, 0.4365, 0.4426, 0.6559, 1.7587, 0.8642, 0.6900, 0.5673, 0.4377, 0.3742, 0.4531, 0.4271, 0.4461, 0.4554, 0.6074, 1.7896, 1.9052, 1.0958, 0.7329, 0.4803, 0.4135, 0.5037, 0.4658, 0.4936, 0.5067, 0.6381, 0.9419, 1.3025, 1.4805, 1.3963, 0.4435, 0.3794, 0.4688, 0.4298, 0.4623, 0.4724, 0.5737, 0.6210, 0.4815, 1.4164, 1.5742, 0.4265, 0.3518, 0.4425, 0.4069, 0.4243, 0.4391, 0.5234, 0.4975, 0.4508, 0.5143, 1.1253, 1.0555, 0.7311, 0.6244, 0.5137, 0.4375, 0.4389, 0.5753, 0.5861, 0.4381, 0.5045, 0.9155, 1.0009, 1.9790, 1.2029, 0.6786, 0.4874, 0.4832, 0.6346, 0.6061, 0.4702, 0.4877, 0.8194, 0.6416, 0.9946, 1.4136, 1.1513, 0.5362, 0.5126, 0.6778, 0.5953, 0.4985, 0.4817, 0.7315, 0.5070, 0.6202, 1.2877, 
"
1625551815.3583663,,"12445000, -0.0333, -0.0667, 25.42, 25.91
",
1625551815.880331,,,"magnitudes: 1.6495, 0.6368, 0.4584, 0.5659, 0.4434, 0.4291, 0.3813, 0.5229, 0.3577, 0.4745, 0.3860, 0.4861, 1.3739, 1.2208, 0.7484, 0.5236, 0.4238, 0.3831, 0.5149, 0.3614, 0.4700, 0.3646, 0.4418, 1.3192, 1.9315, 1.6048, 0.7874, 0.4672, 0.4377, 0.5934, 0.4057, 0.5343, 0.4038, 0.4802, 0.7837, 1.0837, 1.8823, 1.5120, 0.5121, 0.4868, 0.6556, 0.4531, 0.5935, 0.4413, 0.5253, 0.6896, 0.6504, 0.8844, 1.9204, 0.4591, 0.4653, 0.6346, 0.4155, 0.5489, 0.4088, 0.4875, 0.5697, 0.5350, 0.4815, 1.0519, 1.5670, 1.2174, 0.9053, 0.4589, 0.5232, 0.4166, 0.4859, 0.5761, 0.4925, 0.4252, 0.6894, 1.7645, 1.9803, 1.7860, 0.5951, 0.6122, 0.4936, 0.5761, 0.5871, 0.5389, 0.4655, 0.6278, 0.8292, 1.4496, 1.7893, 1.3800, 0.6229, 0.5400, 0.6001, 0.5738, 0.5325, 0.4562, 0.5827, 0.6080, 0.6373, 1.0722, 1.9025, 0.6523, 0.5329, 0.5491, 0.4713, 0.4197, 0.3590, 0.4349, 0.4123, 0.4370, 0.4436, 0.6568, 1.7660, 0.8638, 0.6849, 0.5669, 0.4344, 0.3737, 0.4532, 0.4219, 0.4463, 0.4555, 0.6058, 1.7926, 1.9003, 1.0940, 0.7358, 0.4802, 0.4090, 0.5001, 0.4691, 0.4963, 0.5098, 0.6353, 0.9494, 1.2997, 1.4759, 1.3926, 0.4494, 0.3815, 0.4650, 0.4364, 0.4579, 0.4685, 0.5739, 0.6283, 0.4772, 1.4147, 1.5936, 0.4275, 0.3535, 0.4403, 0.4004, 0.4276, 0.4354, 0.5217, 0.4991, 0.4465, 0.5174, 1.1227, 1.0558, 0.7337, 0.6146, 0.5134, 0.4347, 0.4393, 0.5746, 0.5829, 0.4370, 0.4949, 0.9130, 1.0063, 1.9777, 1.2012, 0.6755, 0.4935, 0.4797, 0.6357, 0.6097, 0.4663, 0.4872, 0.8185, 0.6447, 0.9883, 1.4050, 1.1461, 0.5413, 0.5101, 0.6813, 0.5966, 0.4978, 0.4811, 0.7354, 0.5071, 0.6171, 1.2906, 
"
1625551815.3583663,,"12450004, 0.0000, -0.1000, 25.42, 25.90
",
1625551815.3583663,,"12455008, -0.0667, 0.0000, 25.44, 25.95
",
1625551816.0740893,,,"magnitudes: 1.6449, 0.6325, 0.4583, 0.5688, 0.4458, 0.4291, 0.3836, 0.5211, 0.3632, 0.4708, 0.3860, 0.4874, 1.3703, 1.2221, 0.7459, 0.5322, 0.4245, 0.3832, 0.5170, 0.3619, 0.4708, 0.3691, 0.4470, 1.3247, 1.9335, 1.5997, 0.7863, 0.4702, 0.4327, 0.5846, 0.4048, 0.5358, 0.4006, 0.4824, 0.7866, 1.0862, 1.8882, 1.5206, 0.5123, 0.4843, 0.6623, 0.4514, 0.5946, 0.4379, 0.5280, 0.6827, 0.6497, 0.8866, 1.9158, 0.4641, 0.4607, 0.6291, 0.4250, 0.5476, 0.4100, 0.4849, 0.5785, 0.5356, 0.4813, 1.0558, 1.5556, 1.2156, 0.9044, 0.4634, 0.5176, 0.4186, 0.4923, 0.5807, 0.4929, 0.4245, 0.6829, 1.7621, 1.9812, 1.7816, 0.5994, 0.6151, 0.4969, 0.5703, 0.5901, 0.5367, 0.4613, 0.6261, 0.8248, 1.4491, 1.7880, 1.3808, 0.6253, 0.5369, 0.6036, 0.5715, 0.5339, 0.4538, 0.5823, 0.6118, 0.6342, 1.0704, 1.9072, 0.6535, 0.5311, 0.5430, 0.4755, 0.4130, 0.3548, 0.4365, 0.4178, 0.4336, 0.4476, 0.6548, 1.7725, 0.8613, 0.6825, 0.5604, 0.4357, 0.3736, 0.4526, 0.4275, 0.4474, 0.4562, 0.6053, 1.7908, 1.9055, 1.0914, 0.7365, 0.4812, 0.4128, 0.5010, 0.4683, 0.4945, 0.5109, 0.6402, 0.9457, 1.3039, 1.4797, 1.3918, 0.4501, 0.3767, 0.4709, 0.4355, 0.4635, 0.4684, 0.5759, 0.6212, 0.4844, 1.4172, 1.5783, 0.4302, 0.3531, 0.4418, 0.4067, 0.4279, 0.4377, 0.5268, 0.4949, 0.4450, 0.5207, 1.1191, 1.0591, 0.7346, 0.6196, 0.5046, 0.4341, 0.4421, 0.5741, 0.5845, 0.4400, 0.5004, 0.9188, 1.0022, 1.9749, 1.2035, 0.6763, 0.4862, 0.4875, 0.6402, 0.6025, 0.4736, 0.4877, 0.8166, 0.6443, 0.9873, 1.4062, 1.1473, 0.5379, 0.5123, 0.6724, 0.5987, 0.4999, 0.4779, 0.7318, 0.5092, 0.6226, 1.2899, 
"
1625551815.3688004,,"12460008, -0.0167, -0.0500, 25.42, 25.92
",
1625551815.3688004,,"12465000, -0.0833, 0.0333, 25.42, 25.92
",
1625551816.2947793,,,"magnitudes: 1.6448, 0.6334, 0.4615, 0.5593, 0.4423, 0.4262, 0.3830, 0.5255, 0.3636, 0.4726, 0.3848, 0.4872, 1.3706, 1.2201, 0.7434, 0.5304, 0.4273, 0.3805, 0.5176, 0.3654, 0.4716, 0.3668, 0.4432, 1.3216, 1.9327, 1.5994, 0.7802, 0.4663, 0.4345, 0.5841, 0.4026, 0.5329, 0.4019, 0.4805, 0.7862, 1.0877, 1.8837, 1.5090, 0.5175, 0.4885, 0.6614, 0.4522, 0.5935, 0.4455, 0.5259, 0.6906, 0.6454, 0.8834, 1.9165, 0.4603, 0.4662, 0.6379, 0.4240, 0.5501, 0.4070, 0.4827, 0.5744, 0.5400, 0.4807, 1.0581, 1.5598, 1.2159, 0.9024, 0.4604, 0.5202, 0.4213, 0.4920, 0.5749, 0.4916, 0.4224, 0.6906, 1.7591, 1.9819, 1.7794, 0.5960, 0.6135, 0.4956, 0.5752, 0.5899, 0.5395, 0.4637, 0.6247, 0.8265, 1.4497, 1.7851, 1.3851, 0.6259, 0.5385, 0.5990, 0.5697, 0.5316, 0.4590, 0.5865, 0.6067, 0.6324, 1.0712, 1.9059, 0.6480, 0.5330, 0.5492, 0.4661, 0.4180, 0.3588, 0.4351, 0.4169, 0.4330, 0.4424, 0.6563, 1.7685, 0.8686, 0.6840, 0.5640, 0.4346, 0.3766, 0.4534, 0.4247, 0.4493, 0.4584, 0.6110, 1.7919, 1.9033, 1.0956, 0.7353, 0.4817, 0.4104, 0.5046, 0.4641, 0.4957, 0.5068, 0.6346, 0.9426, 1.3023, 1.4834, 1.3989, 0.4472, 0.3837, 0.4678, 0.4324, 0.4620, 0.4715, 0.5706, 0.6244, 0.4779, 1.4165, 1.5993, 0.4261, 0.3532, 0.4405, 0.4023, 0.4265, 0.4359, 0.5198, 0.5003, 0.4453, 0.5164, 1.1240, 1.0623, 0.7368, 0.6204, 0.5147, 0.4325, 0.4424, 0.5753, 0.5871, 0.4360, 0.4947, 0.9144, 0.9979, 1.9808, 1.2051, 0.6775, 0.4884, 0.4843, 0.6389, 0.6030, 0.4710, 0.4858, 0.8219, 0.6459, 0.9883, 1.4093, 1.1504, 0.5445, 0.5153, 0.6752, 0.6010, 0.4983, 0.4826, 0.7363, 0.5055, 0.6198, 1.2894, 
"
1625551815.3688004,,"12470008, -0.0667, -0.0500, 25.42, 25.90
",
1625551816.5034056,,,"magnitudes: 1.6455, 0.6388, 0.4581, 0.5672, 0.4381, 0.4233, 0.3866, 0.5216, 0.3640, 0.4751, 0.3908, 0.4800, 1.3782, 1.2259, 0.7400, 0.5263, 0.4179, 0.3855, 0.5161, 0.3669, 0.4744, 0.3690, 0.4431, 1.3206, 1.9351, 1.5996, 0.7826, 0.4698, 0.4349, 0.5851, 0.4083, 0.5370, 0.4039, 0.4823, 0.7864, 1.0871, 1.8865, 1.5097, 0.5177, 0.4846, 0.6584, 0.4515, 0.5941, 0.4406, 0.5285, 0.6825, 0.6557, 0.8857, 1.9178, 0.4662, 0.4629, 0.6315, 0.4195, 0.5500, 0.4076, 0.4851, 0.5753, 0.5377, 0.4822, 1.0523, 1.5623, 1.2123, 0.9010, 0.4597, 0.5204, 0.4190, 0.4914, 0.5772, 0.4977, 0.4214, 0.6891, 1.7597, 1.9803, 1.7848, 0.5982, 0.6169, 0.4986, 0.5739, 0.5862, 0.5402, 0.4602, 0.6250, 0.8240, 1.4557, 1.7896, 1.3770, 0.6250, 0.5337, 0.5983, 0.5727, 0.5347, 0.4576, 0.5883, 0.6076, 0.6324, 1.0751, 1.9059, 0.6532, 0.5302, 0.5509, 0.4705, 0.4180, 0.3576, 0.4328, 0.4109, 0.4357, 0.4495, 0.6579, 1.7652, 0.8653, 0.6837, 0.5615, 0.4316, 0.3774, 0.4553, 0.4241, 0.4476, 0.4591, 0.6073, 1.7944, 1.8980, 1.0985, 0.7352, 0.4845, 0.4105, 0.5051, 0.4687, 0.4940, 0.5087, 0.6358, 0.9433, 1.3006, 1.4802, 1.3978, 0.4455, 0.3827, 0.4690, 0.4330, 0.4645, 0.4704, 0.5760, 0.6224, 0.4828, 1.4152, 1.5940, 0.4250, 0.3531, 0.4427, 0.4037, 0.4276, 0.4362, 0.5241, 0.5018, 0.4453, 0.5114, 1.1254, 1.0622, 0.7342, 0.6173, 0.5109, 0.4361, 0.4384, 0.5731, 0.5866, 0.4397, 0.5014, 0.9177, 1.0032, 1.9789, 1.2038, 0.6816, 0.4852, 0.4813, 0.6377, 0.6064, 0.4704, 0.4875, 0.8161, 0.6426, 0.9931, 1.4087, 1.1525, 0.5412, 0.5103, 0.6797, 0.5969, 0.4977, 0.4780, 0.7290, 0.5084, 0.6201, 1.2913, 
"
1625551815.3688004,,"12475004, -0.0333, -0.0333, 25.41, 25.91
",
1625551815.3797536,,"12480000, -0.0167, -0.0500, 25.44, 25.91
",
1625551815.3797536,,"12485004, 0.0000, -0.0500, 25.44, 25.89
",
1625551815.3797536,,"12490008, 0.0333, -0.0500, 25.42, 25.92
",
1625551815.3797536,,"12495008, 0.0500, 0.0167, 25.44, 25.95
",
1625551815.3898575,,"12500004, -0.0333, 0.0500, 25.44, 25.95
",
1625551815.3898575,,"12505000, -0.0167, 0.0000, 25.42, 25.88
",
1625551815.3898575,,"12510008, 0.0000, -0.0667, 25.43, 25.88
",
1625551816.7022016,,,"magnitudes: 1.6464, 0.6374, 0.4603, 0.5604, 0.4448, 0.4274, 0.3824, 0.5191, 0.3625, 0.4755, 0.3884, 0.4886, 1.3706, 1.2237, 0.7417, 0.5258, 0.4224, 0.3808, 0.5218, 0.3543, 0.4706, 0.3626, 0.4395, 1.3221, 1.9326, 1.6013, 0.7866, 0.4708, 0.4354, 0.5902, 0.4076, 0.5330, 0.3970, 0.4803, 0.7854, 1.0849, 1.8826, 1.5122, 0.5120, 0.4823, 0.6612, 0.4456, 0.5921, 0.4415, 0.5264, 0.6858, 0.6488, 0.8864, 1.9169, 0.4608, 0.4637, 0.6309, 0.4225, 0.5439, 0.4128, 0.4883, 0.5729, 0.5378, 0.4784, 1.0566, 1.5651, 1.2191, 0.9021, 0.4601, 0.5224, 0.4194, 0.4936, 0.5801, 0.4920, 0.4226, 0.6869, 1.7613, 1.9766, 1.7837, 0.5997, 0.6160, 0.4961, 0.5773, 0.5944, 0.5421, 0.4632, 0.6266, 0.8243, 1.4578, 1.7901, 1.3796, 0.6277, 0.5308, 0.6004, 0.5716, 0.5336, 0.4564, 0.5858, 0.6172, 0.6338, 1.0772, 1.9036, 0.6513, 0.5281, 0.5475, 0.4710, 0.4156, 0.3593, 0.4403, 0.4180, 0.4322, 0.4433, 0.6465, 1.7693, 0.8656, 0.6830, 0.5659, 0.4380, 0.3724, 0.4518, 0.4260, 0.4478, 0.4585, 0.6091, 1.7932, 1.9023, 1.0927, 0.7405, 0.4840, 0.4114, 0.5017, 0.4675, 0.5014, 0.5014, 0.6371, 0.9415, 1.3002, 1.4796, 1.3980, 0.4495, 0.3805, 0.4695, 0.4350, 0.4605, 0.4731, 0.5743, 0.6232, 0.4794, 1.4146, 1.5891, 0.4283, 0.3526, 0.4376, 0.4055, 0.4275, 0.4323, 0.5247, 0.5000, 0.4466, 0.5144, 1.1177, 1.0596, 0.7324, 0.6237, 0.5107, 0.4343, 0.4430, 0.5660, 0.5881, 0.4410, 0.5002, 0.9134, 1.0044, 1.9773, 1.2041, 0.6767, 0.4891, 0.4826, 0.6371, 0.6038, 0.4732, 0.4864, 0.8158, 0.6457, 0.9960, 1.4025, 1.1511, 0.5396, 0.5153, 0.6754, 0.5952, 0.4993, 0.4777, 0.7362, 0.5054, 0.6199, 1.2957, 
"
1625551815.3898575,,"12515012, -0.0667, 0.0167, 25.39, 25.88
",
1625551815.4001377,,"12520000, -0.0333, -0.0167, 25.39, 25.89
",
1625551815.4001377,,"12525004, 0.0333, -0.1000, 25.42, 25.88
",
