Time,Flow1,Flow2
1614217337.9488535,,-0.38
1614217337.9508486,0.12,
1614217337.951846,,-0.23
1614217337.9542542,0.02,
1614217337.9548638,,-0.28
1614217337.9572797,0.08,
1614217337.9579802,,-0.17
1614217337.960332,0.08,
1614217337.9615095,,-0.07
1614217337.963725,0.02,
1614217337.964451,,0.00
1614217337.9666471,0.05,
1614217337.9666471,,0.05
1614217337.9698098,-0.03,
1614217337.970493,,0.03
1614217337.9728062,0.03,
1614217337.9735157,,0.03
1614217337.9758215,-0.02,
1614217337.9758215,,0.02
1614217337.9789124,0.03,
1614217337.97951,,-0.02
1614217337.9817126,0.08,
1614217337.9826555,,0.02
1614217337.9846547,0.07,
1614217337.9846547,,0.07
1614217337.987954,0.05,
1614217337.987954,,0.10
1614217337.9910667,0.07,
1614217337.9916115,,0.07
1614217337.99397,-0.05,
1614217337.99397,,0.07
1614217337.9969256,-0.08,
1614217337.9969256,,0.12
1614217338.0004208,-0.08,
1614217338.0004208,,0.12
1614217338.003036,-0.08,
1614217338.0359662,-0.15,
1614217338.0359662,-0.07,
1614217338.0359662,-0.08,
1614217338.0359662,-0.17,
1614217338.0379891,,0.17
1614217338.0379891,,0.05
1614217338.0379891,,0.10
1614217338.0379891,,0.03
1614217338.0379891,,0.00
1614217338.0379891,,0.02
1614217338.0379891,,0.00
1614217338.0379891,,0.03
1614217338.0379891,,0.03
1614217338.0379891,,0.00
1614217338.0379891,,0.10
1614217338.0379891,,0.18
1614217338.0389428,-0.03,
1614217338.0389428,-0.07,
1614217338.0389428,-0.12,
1614217338.0389428,-0.07,
1614217338.0389428,-0.08,
1614217338.0389428,-0.05,
1614217338.0389428,-0.12,
1614217338.0395596,-0.15,
1614217338.0398006,,0.17
1614217338.0424492,-0.12,
1614217338.0428233,,0.20
1614217338.045564,-0.17,
1614217338.0459013,,0.30
1614217338.048007,-0.20,
1614217338.048007,,0.30
1614217338.0516508,-0.18,
1614217338.0516508,,0.35
1614217338.0543745,-0.15,
1614217338.0543745,,0.37
1614217338.0573964,-0.17,
1614217338.0579603,,0.32
1614217338.0607216,-0.12,
1614217338.0610054,,0.33
1614217338.0637987,-0.07,
1614217338.0637987,,0.33
1614217338.0667489,-0.02,
1614217338.0667489,,0.23
1614217338.069872,0.07,
1614217338.0701287,,0.27
1614217338.0729814,0.03,
1614217338.0729814,,0.18
1614217338.0757742,0.10,
1614217338.0761273,,0.17
1614217338.079054,,0.17
1614217338.079411,0.12,
1614217338.0820405,0.18,
1614217338.0820405,,0.10
1614217338.0847976,0.18,
1614217338.0847976,,0.02
1614217338.087949,0.15,
1614217338.087949,,-0.05
1614217338.0910885,0.10,
1614217338.0910885,,-0.03
1614217338.0939615,0.17,
1614217338.0939615,,-0.07
1614217338.0969682,0.13,
1614217338.0969682,,-0.07
1614217338.1000507,0.13,
1614217338.1000507,,-0.13
1614217338.1031563,0.03,
1614217338.1031563,,-0.05
1614217338.1062412,,-0.12
1614217338.1062412,0.07,
1614217338.10925,0.05,
1614217338.10925,,-0.07
1614217338.1122193,,-0.10
1614217338.1122193,0.03,
1614217338.1154613,0.07,
1614217338.1154613,,-0.07
1614217338.1180677,,-0.10
1614217338.1180677,0.05,
1614217338.1213832,,-0.08
1614217338.1213832,0.03,
1614217338.1243253,,-0.07
1614217338.1243253,-0.02,
1614217338.1273208,,-0.12
1614217338.1273208,-0.02,
1614217338.1323323,,-0.03
1614217338.1333091,,-0.03
1614217338.136295,-0.02,
1614217338.136295,0.00,
1614217338.136295,0.00,
1614217338.136295,,-0.07
1614217338.1402855,,-0.15
1614217338.1402855,0.02,
1614217338.1422791,0.05,
1614217338.1422791,,-0.10
1614217338.1452723,,-0.08
1614217338.1462698,0.08,
1614217338.1492615,,-0.07
1614217338.1502676,0.02,
1614217338.1522534,0.05,
1614217338.1532502,,-0.10
1614217338.1542482,,-0.10
1614217338.1542482,0.00,
1614217338.1582377,,-0.12
1614217338.1591084,0.03,
1614217338.162125,,-0.12
1614217338.1640983,-0.02,
1614217338.1650963,0.00,
1614217338.1680884,0.00,
1614217338.169086,,-0.03
1614217338.169086,,-0.05
1614217338.169086,,-0.13
1614217338.169086,-0.05,
1614217338.1720774,,-0.10
1614217338.1730752,-0.03,
1614217338.1750908,,-0.12
1614217338.1750908,-0.02,
1614217338.1790583,,-0.08
1614217338.1790583,0.02,
1614217338.1810532,0.00,
1614217338.1890333,-0.03,
1614217338.191027,,-0.08
1614217338.191027,,0.02
1614217338.191027,,0.08
1614217338.191027,,0.05
1614217338.191027,-0.08,
1614217338.192024,-0.07,
1614217338.1930215,,0.17
1614217338.194019,-0.13,
1614217338.1970105,-0.17,
1614217338.1970105,,0.07
1614217338.1990054,,0.10
1614217338.2000086,-0.08,
1614217338.209009,,0.08
1614217338.209009,,0.10
1614217338.209009,,0.05
1614217338.2109737,-0.02,
1614217338.212968,,0.05
1614217338.217961,,0.03
1614217338.2199492,-0.12,
1614217338.2199492,-0.05,
1614217338.2199492,0.02,
1614217338.2199492,-0.05,
1614217338.2199492,-0.08,
1614217338.2199492,,0.07
1614217338.2199492,,0.07
1614217338.2209468,-0.12,
1614217338.2249584,-0.08,
1614217338.2279336,,0.12
1614217338.2279336,,0.05
1614217338.2279336,-0.08,
1614217338.23092,,0.10
1614217338.232915,-0.08,
1614217338.232915,,0.07
1614217338.2369041,,0.13
1614217338.237902,-0.08,
1614217338.237902,-0.13,
1614217338.2389016,-0.12,
1614217338.2389016,,0.12
1614217338.2418914,,0.20
1614217338.2448964,,0.18
1614217338.24987,,0.17
1614217338.2508676,,0.18
1614217338.2508676,-0.12,
1614217338.251865,-0.08,
1614217338.251865,-0.17,
1614217338.251865,-0.13,
1614217338.2538595,,0.17
1614217338.2548563,-0.05,
1614217338.2568512,,0.08
1614217338.2568512,-0.08,
1614217338.2628353,,0.07
1614217338.2638326,,0.15
1614217338.267822,-0.07,
1614217338.267822,,0.13
1614217338.268819,-0.02,
1614217338.268819,,0.10
1614217338.269817,0.03,
1614217338.269817,0.02,
1614217338.2718098,,0.08
1614217338.2728074,0.03,
1614217338.2748015,,0.02
1614217338.2748015,0.07,
1614217338.277794,,-0.03
1614217338.2787912,0.12,
1614217338.2807856,,-0.10
1614217338.2817833,0.15,
1614217338.2907603,,-0.12
1614217338.2907603,0.13,
1614217338.2917585,,-0.27
1614217338.2917585,,-0.35
1614217338.2927551,0.18,
1614217338.2927551,0.20,
1614217338.2927551,,-0.33
1614217338.2937553,0.20,
1614217338.295747,,-0.27
1614217338.2967446,0.17,
1614217338.29874,,-0.33
1614217338.2997365,0.12,
1614217338.3017313,,-0.32
1614217338.302729,0.18,
1614217338.3057208,,-0.38
1614217338.3057208,0.12,
1614217338.3077154,,-0.35
1614217338.3087122,0.08,
1614217338.3107076,,-0.27
1614217338.3117044,0.08,
1614217338.3136988,,-0.23
1614217338.3146966,0.12,
1614217338.31669,,-0.18
1614217338.3176882,0.08,
1614217338.3196828,,-0.17
1614217338.3206804,0.03,
1614217338.322675,,-0.10
1614217338.3236725,0.08,
1614217338.3256671,,-0.03
1614217338.3266642,-0.03,
1614217338.328659,,0.00
1614217338.3296564,-0.02,
1614217338.3316526,,0.07
1614217338.334646,0.02,
1614217338.334646,,0.10
1614217338.336638,-0.03,
1614217338.337635,,0.07
1614217338.3386452,0.02,
1614217338.3406398,,0.03
1614217338.3426247,0.07,
1614217338.343619,,0.03
1614217338.3456137,0.00,
1614217338.3466113,,0.07
1614217338.3486059,-0.05,
1614217338.3506007,,0.15
1614217338.3515978,-0.08,
1614217338.3535933,,0.02
1614217338.3545961,-0.07,
1614217338.3565848,,0.07
1614217338.357581,-0.10,
1614217338.3595755,,0.02
1614217338.3605745,-0.12,
1614217338.3625693,,0.02
1614217338.3635662,-0.03,
1614217338.3655615,,-0.02
1614217338.366561,-0.02,
1614217338.368553,,0.02
1614217338.36955,0.03,
1614217338.371547,,-0.03
1614217338.3725467,-0.02,
1614217338.3745408,,-0.05
1614217338.3755329,0.03,
1614217338.377529,,-0.03
1614217338.3785262,0.00,
1614217338.3805196,,0.00
1614217338.3815308,-0.07,
1614217338.383514,,-0.03
1614217338.38451,0.05,
1614217338.386506,,0.02
1614217338.3875024,0.00,
1614217338.3894966,,-0.05
1614217338.390494,-0.10,
1614217338.3925009,,-0.02
1614217338.393486,0.00,
1614217338.3954854,,0.08
1614217338.3964782,-0.05,
1614217338.3984728,,0.08
1614217338.39947,-0.13,
1614217338.4014654,,0.03
1614217338.4024663,-0.13,
1614217338.4044561,,0.07
1614217338.4054556,-0.15,
1614217338.4074478,,0.07
1614217338.4084463,-0.07,
1614217338.4104407,,0.10
1614217338.4114387,-0.10,
1614217338.4134328,,0.15
1614217338.4144301,-0.12,
1614217338.4164248,,0.08
1614217338.4174225,-0.08,
1614217338.4194188,,0.08
1614217338.4204144,-0.05,
1614217338.4224088,,0.10
1614217338.4234064,-0.03,
1614217338.425412,,0.03
1614217338.427398,-0.07,
1614217338.4283931,,-0.08
1614217338.4293902,0.00,
1614217338.4313848,,0.03
1614217338.4333866,0.07,
1614217338.4343762,,-0.13
1614217338.4363725,0.05,
1614217338.437369,,-0.15
1614217338.439364,0.08,
1614217338.4403615,,-0.15
1614217338.4423552,0.10,
1614217338.4433568,,-0.20
1614217338.4454658,0.12,
1614217338.446943,,-0.15
1614217338.4483619,0.05,
1614217338.449398,,-0.23
1614217338.451542,0.07,
1614217338.4530845,,-0.15
1614217338.4544668,-0.02,
1614217338.456085,,-0.10
1614217338.4572058,0.03,
1614217338.4589496,,-0.13
1614217338.4606426,0.03,
1614217338.4620872,,-0.15
1614217338.4636977,-0.02,
1614217338.4646304,,-0.10
1614217338.466572,0.02,
1614217338.467569,,-0.12
1614217338.4697564,0.05,
1614217338.471085,,-0.15
1614217338.4727771,0.03,
1614217338.4740503,,-0.12
1614217338.475047,0.02,
1614217338.4769595,,-0.10
1614217338.4788337,0.03,
1614217338.480167,,-0.12
1614217338.481576,0.02,
1614217338.4825811,,-0.05
1614217338.484466,-0.02,
1614217338.4862099,,-0.07
1614217338.487985,0.00,
1614217338.4891834,,-0.07
1614217338.490188,0.02,
1614217338.492206,,-0.07
1614217338.494001,0.02,
1614217338.4947553,,-0.05
1614217338.4969568,-0.07,
1614217338.498136,,0.00
1614217338.499985,0.00,
1614217338.5012577,,-0.07
1614217338.5030835,-0.02,
1614217338.5038111,,-0.03
1614217338.5060868,-0.07,
1614217338.5070477,,-0.05
1614217338.50909,-0.03,
1614217338.510258,,0.02
1614217338.5121882,-0.07,
1614217338.5133016,,-0.05
1614217338.5148072,0.02,
1614217338.5155046,,0.03
1614217338.517502,-0.05,
1614217338.5192869,,0.03
1614217338.5207815,-0.08,
1614217338.5213256,,-0.03
1614217338.5243385,-0.07,
1614217338.5243385,,0.05
1614217338.5273325,-0.10,
1614217338.5283337,,0.02
1614217338.5305402,-0.07,
1614217338.5313075,,0.02
1614217338.533307,-0.12,
1614217338.5343034,,0.07
1614217338.536301,-0.12,
1614217338.537304,,0.03
1614217338.5395632,-0.10,
1614217338.5403035,,0.05
1614217338.542497,-0.10,
1614217338.5432913,,0.05
1614217338.5455222,-0.13,
1614217338.5463722,,0.00
1614217338.5482485,-0.03,
1614217338.5492492,,0.10
1614217338.550716,-0.05,
1614217338.5517168,,0.02
1614217338.5537374,-0.08,
1614217338.5547082,,0.12
1614217338.557701,-0.15,
1614217338.557701,,0.70
1614217338.5604959,-1.20,
1614217338.5611506,,1.25
1614217338.562916,-0.35,
1614217338.563914,,0.85
1614217338.565937,-0.47,
1614217338.5669067,,0.87
1614217338.5696428,-0.15,
1614217338.5704489,,0.65
1614217338.5728781,0.10,
1614217338.573605,,0.70
1614217338.5759172,0.20,
1614217338.5766613,,0.60
1614217338.5789847,0.15,
1614217338.5796282,,0.62
1614217338.5818455,-0.08,
1614217338.5818455,,1.03
1614217338.5848405,0.03,
1614217338.5848405,,0.78
1614217338.5879555,0.02,
1614217338.5879555,,0.95
1614217338.5911212,0.03,
1614217338.5917256,,0.88
1614217338.5941823,0.08,
1614217338.5944927,,0.90
1614217338.5968661,0.02,
1614217338.5978658,,0.82
1614217338.6000268,0.07,
1614217338.6000268,,0.82
1614217338.6032517,0.03,
1614217338.6038764,,0.73
1614217338.6062534,0.00,
1614217338.6068187,,0.67
1614217338.60927,-0.02,
1614217338.6098135,,0.75
1614217338.6122868,-0.05,
1614217338.6128516,,0.72
1614217338.6150756,0.08,
1614217338.6150756,,0.72
1614217338.6182666,0.05,
1614217338.6188502,,0.67
1614217338.6213665,0.12,
1614217338.6219647,,0.63
1614217338.6242542,0.13,
1614217338.6242542,,0.60
1614217338.627119,0.08,
1614217338.6279576,,0.55
1614217338.6320374,0.13,
1614217338.6320374,,0.43
1614217338.6379962,0.15,
1614217338.6409879,,0.43
1614217338.6429808,,0.43
1614217338.6429808,,0.43
1614217338.6429808,,0.43
1614217338.6456459,0.10,
1614217338.6456459,0.05,
1614217338.6456459,,0.35
1614217338.649636,,0.33
1614217338.6516583,,0.25
1614217338.6536524,0.00,
1614217338.6536524,0.10,
1614217338.6536524,0.03,
1614217338.6546316,0.08,
1614217338.6546316,0.08,
1614217338.6586113,,0.22
1614217338.6586113,,0.23
1614217338.661603,,0.20
1614217338.6626139,0.08,
1614217338.6626139,0.05,
1614217338.664597,0.05,
1614217338.664597,,0.10
1614217338.6676016,,0.23
1614217338.6685853,0.02,
1614217338.6705794,0.07,
1614217338.6735713,0.02,
1614217338.6765635,0.02,
1614217338.678558,-0.08,
1614217338.6805525,,0.22
1614217338.6805525,,0.22
1614217338.6805525,,0.20
1614217338.6805525,,0.20
1614217338.6815503,-0.03,
1614217338.6825476,,0.25
1614217338.6845424,-0.03,
1614217338.6855402,,0.25
1614217338.6875339,-0.02,
1614217338.6885316,,0.30
1614217338.6905265,0.00,
1614217338.6925209,,0.32
1614217338.699834,-0.10,
1614217338.700832,,0.45
1614217338.700832,,0.45
1614217338.700832,,0.50
1614217338.70183,-0.12,
1614217338.70183,-0.13,
1614217338.702827,-0.07,
1614217338.702827,,0.43
1614217338.7057211,0.03,
1614217338.7067184,,0.50
1614217338.708742,-0.02,
1614217338.7097106,,0.47
1614217338.7196841,-0.07,
1614217338.7196841,,0.55
1614217338.7196841,,0.63
1614217338.7196841,,0.63
1614217338.7226758,-0.07,
1614217338.7226758,,0.67
1614217338.723673,-0.03,
1614217338.7296576,,0.77
1614217338.7296576,-0.05,
1614217338.7306545,,0.90
1614217338.7306545,-0.02,
1614217338.7316515,,0.90
1614217338.7346437,-0.07,
1614217338.7346437,-0.08,
1614217338.7346437,,1.02
1614217338.7376359,-0.13,
1614217338.7386332,,1.05
1614217338.7386332,-0.03,
1614217338.7396376,-0.05,
1614217338.7426224,-0.05,
1614217338.7426224,,1.12
1614217338.7466116,,1.23
1614217338.7466116,-0.10,
1614217338.7466116,,1.37
1614217338.7486067,0.02,
1614217338.752596,0.30,
1614217338.75858,0.08,
1614217338.75858,0.00,
1614217338.75858,,1.53
1614217338.7605748,,1.83
1614217338.7605748,0.00,
1614217338.7605748,,1.92
1614217338.7605748,,2.05
1614217338.7605748,,2.17
1614217338.763566,0.03,
1614217338.763566,,2.32
1614217338.766559,-0.02,
1614217338.766559,,2.28
1614217338.770548,,2.40
1614217338.770548,0.05,
1614217338.7735415,0.22,
1614217338.7765317,,2.57
1614217338.7775292,,3.02
1614217338.7805214,0.68,
1614217338.7805214,0.10,
1614217338.7805214,,3.22
1614217338.7815182,0.22,
1614217338.7815182,,3.35
1614217338.7845106,0.02,
1614217338.7845106,,3.47
1614217338.7875028,-0.12,
1614217338.7885087,,3.60
1614217338.7914925,-0.05,
1614217338.7924895,,3.72
1614217338.8004684,0.05,
1614217338.8004684,0.10,
1614217338.8014655,,3.92
1614217338.8014655,0.20,
1614217338.8014655,,4.03
1614217338.8014655,,4.25
1614217338.802463,0.10,
1614217338.803472,,4.35
1614217338.8054545,0.02,
1614217338.8064523,,4.37
1614217338.808447,-0.02,
1614217338.8094442,,4.52
1614217338.8114388,0.05,
1614217338.8124363,,4.70
1614217338.814886,0.15,
1614217338.8154693,,4.77
1614217338.8176355,0.20,
1614217338.8186328,,4.87
1614217338.821376,0.22,
1614217338.821376,,5.08
1614217338.8243465,0.15,
1614217338.8243465,,5.07
1614217338.827051,0.08,
1614217338.827051,,5.15
1614217338.830077,0.10,
1614217338.8306625,,5.22
1614217338.832676,0.00,
1614217338.833677,,5.28
1614217338.839661,-0.03,
1614217338.839661,-0.02,
1614217338.839661,,5.42
1614217338.839661,,5.50
1614217338.8425584,0.03,
1614217338.8425584,,5.57
1614217338.8454707,0.10,
1614217338.8454707,,5.55
1614217338.848306,0.07,
1614217338.848306,,5.53
1614217338.8512387,0.02,
1614217338.8512387,,5.63
1614217338.854402,0.03,
1614217338.854402,,5.58
1614217338.857337,0.02,
1614217338.8579574,,5.63
1614217338.8606315,0.08,
1614217338.8606315,,5.63
1614217338.8636584,0.05,
1614217338.8636584,,5.68
1614217338.8664768,0.08,
1614217338.8664768,,5.73
1614217338.8694992,0.08,
1614217338.8694992,,5.70
1614217338.8724892,0.08,
1614217338.8724892,,5.70
1614217338.8754497,0.07,
1614217338.8754497,,5.78
1614217338.8788378,0.05,
1614217338.8792496,,5.68
1614217338.8813004,0.03,
1614217338.8823042,,5.58
1614217338.8845994,-0.02,
1614217338.8845994,,5.57
1614217338.8879607,0.03,
1614217338.8879607,,5.52
1614217338.8907304,0.03,
1614217338.8913105,,5.60
1614217338.893927,0.02,
1614217338.893927,,5.55
1614217338.8969312,0.07,
1614217338.8969312,,5.58
1614217338.90038,0.08,
1614217338.90038,,5.55
1614217338.9028795,0.00,
1614217338.9028795,,5.52
1614217338.9061668,0.00,
1614217338.9061668,,5.52
1614217338.909194,0.03,
1614217338.909194,,5.75
1614217338.912202,0.00,
1614217338.912202,,5.75
1614217338.9154694,-0.02,
1614217338.9154694,,5.70
1614217338.9182432,0.07,
1614217338.918637,,5.68
1614217338.9213364,-0.05,
1614217338.9213364,,5.73
1614217338.924213,-0.07,
1614217338.924213,,5.77
1614217338.9273698,0.05,
1614217338.9273698,,5.80
1614217338.9303849,0.05,
1614217338.9303849,,5.73
1614217338.9335535,0.07,
1614217338.9335535,,5.77
1614217338.936374,0.08,
1614217338.9369018,,5.77
1614217338.9394326,0.07,
1614217338.9394326,,5.67
1614217338.9425173,0.02,
1614217338.9425173,,5.67
1614217338.945603,0.05,
1614217338.946086,,5.73
1614217338.9485102,0.07,
1614217338.9491343,,5.65
1614217338.9516432,0.03,
1614217338.9520965,,5.78
1614217338.9544673,0.03,
1614217338.9544673,,5.73
1614217338.9579163,0.02,
1614217338.9579163,,5.70
1614217338.960741,-0.05,
1614217338.960741,,5.60
1614217338.9638212,0.00,
1614217338.9638212,,5.82
1614217338.966348,0.03,
1614217338.967158,,5.67
1614217338.969785,-0.03,
1614217338.969785,,5.70
1614217338.9730124,-0.05,
1614217338.9730124,,5.67
1614217338.975004,0.10,
1614217338.9760013,,5.82
1614217338.977996,-0.02,
1614217338.9789932,,5.68
1614217338.9820848,-0.02,
1614217338.9820848,,5.72
1614217338.984261,0.07,
1614217338.9852622,,5.68
1614217338.9879565,0.00,
1614217338.9879565,,5.80
1614217338.9909544,0.03,
1614217338.9909544,,5.72
1614217338.9937143,0.05,
1614217338.9943447,,5.73
1614217338.9967113,0.00,
1614217338.9967113,,5.70
1614217338.999623,-0.03,
1614217339.0002663,,5.73
1614217339.0027657,0.05,
1614217339.0035193,,5.72
1614217339.0061364,0.05,
1614217339.0064666,,5.70
1614217339.009049,0.02,
1614217339.0096695,,5.68
1614217339.0120678,0.00,
1614217339.0125139,,5.63
1614217339.014722,-0.02,
1614217339.015484,,5.58
1614217339.017639,0.03,
1614217339.0187943,,5.52
1614217339.0208762,-0.03,
1614217339.0208762,,5.45
1614217339.0238776,-0.02,
1614217339.02487,,5.38
1614217339.0268662,0.03,
1614217339.0278647,,5.40
1614217339.029858,0.03,
1614217339.0308619,,5.27
1614217339.0328612,0.05,
1614217339.033845,,5.35
1614217339.0358436,0.00,
1614217339.0368376,,5.23
1614217339.0388322,0.07,
1614217339.0398293,,5.23
1614217339.0418234,0.03,
1614217339.0428205,,5.25
1614217339.0448155,0.02,
1614217339.045813,,5.20
1614217339.047808,0.00,
1614217339.048804,,5.20
1614217339.0508,-0.02,
1614217339.051797,,5.23
1614217339.0537918,-0.03,
1614217339.054789,,5.05
1614217339.0567975,-0.02,
1614217339.0577815,,5.07
1614217339.0597763,-0.02,
1614217339.0607734,,5.00
1614217339.0627675,0.02,
1614217339.0637655,,5.02
1614217339.0657597,0.10,
1614217339.0667574,,5.00
1614217339.0687637,0.02,
1614217339.0697496,,4.93
1614217339.071744,-0.02,
1614217339.0727422,,5.13
1614217339.074736,0.00,
1614217339.075733,,5.10
1614217339.077728,0.05,
1614217339.0787256,,5.00
1614217339.0807204,0.00,
1614217339.0817175,,5.00
1614217339.0847106,0.03,
1614217339.0847106,,4.98
1614217339.0877013,-0.03,
1614217339.0877013,,5.13
1614217339.0907044,-0.07,
1614217339.0907044,,5.05
1614217339.093686,0.00,
1614217339.093686,,4.98
1614217339.0966773,0.05,
1614217339.0966773,,4.97
1614217339.0996695,0.05,
1614217339.0996695,,5.05
1614217339.1026618,0.00,
1614217339.1026618,,5.00
1614217339.1056607,0.03,
1614217339.1056607,,5.00
1614217339.108646,-0.03,
1614217339.1096432,,5.03
1614217339.1116402,-0.03,
1614217339.1126354,,4.97
1614217339.1146297,0.05,
1614217339.1156316,,5.07
1614217339.1176224,0.00,
1614217339.118619,,5.02
1614217339.1206126,0.02,
1614217339.1216228,,5.20
1614217339.1236055,0.02,
1614217339.1246028,,5.10
1614217339.1265974,0.02,
1614217339.127595,,5.13
1614217339.1295893,0.08,
1614217339.1305866,,5.17
1614217339.132582,-0.02,
1614217339.133579,,5.17
1614217339.1355746,-0.08,
1614217339.1365712,,5.28
1614217339.1385655,0.02,
1614217339.139563,,5.28
1614217339.1415596,-0.03,
1614217339.142555,,5.05
1614217339.147544,0.00,
1614217339.147544,,5.23
1614217339.148541,,5.22
1614217339.1515307,0.08,
1614217339.1525276,,5.27
1614217339.1555207,0.02,
1614217339.157515,,5.23
1614217339.157515,,5.35
1614217339.1585197,-0.03,
1614217339.1585197,0.02,
1614217339.1605072,,5.25
1614217339.1634986,,5.33
1614217339.1644995,0.03,
1614217339.1644995,-0.02,
1614217339.1675029,0.07,
1614217339.1684856,,5.35
1614217339.1694834,,5.48
1614217339.1734738,,5.40
1614217339.1744707,0.03,
1614217339.1744707,-0.03,
1614217339.1774669,0.02,
1614217339.1774669,,5.47
1614217339.1784592,-0.03,
1614217339.181451,,5.45
1614217339.182448,,5.35
1614217339.182448,-0.02,
1614217339.1854405,0.07,
1614217339.1854405,,5.42
1614217339.1884332,-0.03,
1614217339.190427,-0.05,
1614217339.1934187,0.03,
1614217339.196425,,5.42
1614217339.1974084,0.05,
1614217339.1974084,,5.45
1614217339.1974084,,5.37
1614217339.1974084,,5.35
1614217339.1994033,0.02,
1614217339.2004023,,5.38
1614217339.202396,-0.02,
1614217339.2034163,,5.48
1614217339.2053866,0.02,
1614217339.2063842,,5.30
1614217339.2083786,-0.02,
1614217339.209376,,5.27
1614217339.2113714,-0.02,
1614217339.212369,,5.35
1614217339.2143638,-0.03,
1614217339.2153602,,5.27
1614217339.21935,,5.27
1614217339.2213447,-0.05,
1614217339.2223754,,5.33
1614217339.2253342,0.00,
1614217339.2273288,-0.03,
1614217339.2273288,,5.32
1614217339.2283258,,5.22
1614217339.2283258,0.00,
1614217339.2293231,0.03,
1614217339.2303202,,5.22
1614217339.2323148,-0.10,
1614217339.233313,,5.25
1614217339.235307,0.00,
1614217339.236305,,5.32
1614217339.2382991,-0.05,
1614217339.2402937,,5.27
1614217339.241291,-0.05,
1614217339.2422884,,5.23
1614217339.2492702,0.03,
1614217339.2492702,,5.33
1614217339.2492702,0.02,
1614217339.2492702,,5.27
1614217339.2542636,,5.22
1614217339.255263,0.02,
1614217339.2562516,,5.27
1614217339.2582464,,5.32
1614217339.2612383,-0.03,
1614217339.2632327,,5.35
1614217339.2642424,,5.30
1614217339.2672262,0.03,
1614217339.2672262,,5.33
1614217339.2692173,-0.03,
1614217339.2702143,,5.33
1614217339.275201,,5.40
1614217339.2762008,0.00,
1614217339.2762008,,5.23
1614217339.2762008,0.02,
1614217339.2762008,0.00,
1614217339.2762008,-0.02,
1614217339.2762008,-0.05,
1614217339.2781935,-0.02,
1614217339.2821825,,5.35
1614217339.2851748,0.07,
1614217339.2851748,,5.23
1614217339.2871692,0.03,
1614217339.2871692,,5.27
1614217339.2891705,,5.35
1614217339.2901742,0.05,
1614217339.291172,0.02,
1614217339.291172,,5.30
1614217339.293159,0.00,
1614217339.2941647,,5.35
1614217339.2961454,0.02,
1614217339.2971425,,5.33
1614217339.2991374,-0.02,
1614217339.3021412,,5.33
1614217339.3031266,-0.02,
1614217339.3031266,,5.32
1614217339.3081253,0.02,
1614217339.3091109,,5.37
1614217339.3140974,,5.35
1614217339.3150947,-0.07,
1614217339.3150947,,5.40
1614217339.3160923,,5.45
1614217339.3160923,-0.05,
1614217339.3170905,-0.03,
1614217339.3170905,0.03,
1614217339.3190844,,5.42
1614217339.3200815,0.07,
1614217339.3210788,,5.37
1614217339.3230736,0.05,
1614217339.3240705,,5.42
1614217339.3260658,0.00,
1614217339.3290575,,5.43
1614217339.3290575,0.05,
1614217339.340028,,5.30
1614217339.3420231,,5.23
1614217339.3420231,,5.25
