Time,Tag,Flow,EIT
1616711918.257351,,"180890260, -0.03, -0.10
",
1616711918.2603345,,"180893236, -0.02, -0.02
",
1616711918.263327,,"180896216, 0.00, -0.02
",
1616711918.266331,,"180899160, 0.00, -0.05
",
1616711918.2693105,,"180902108, -0.02, -0.07
",
1616711918.2723024,,"180905092, -0.02, -0.08
",
1616711918.2752948,,"180908072, -0.03, -0.07
",
1616711918.2782867,,"180911048, -0.02, -0.08
",
1616711918.2812784,,"180914020, -0.02, -0.05
",
1616711918.2842705,,"180916996, -0.02, -0.03
",
1616711918.2872627,,"180919968, 0.00, -0.03
",
1616711918.2902546,,"180922908, -0.02, -0.07
",
1616711918.293247,,"180925888, -0.05, -0.03
",
1616711918.2962399,,"180928872, -0.03, -0.03
",
1616711918.2982335,,"180931852, -0.02, -0.08
",
1616711918.301225,,"180934836, 0.00, -0.02
",
1616711918.3042293,,"180937784, 0.00, -0.08
",
1616711918.307209,,"180940724, 0.00, -0.03
",
1616711918.3102012,,"180943660, 0.02, -0.05
",
1616711918.3131933,,"180946628, 0.00, -0.07
",
1616711918.316186,,"180949576, 0.00, -0.03
",
1616711918.3191774,,"180952524, -0.02, -0.08
",
1616711918.322169,,"180955508, -0.03, -0.07
",
1616711918.3251612,,"180958488, -0.02, -0.07
",
1616711918.3281634,,"180961472, 0.00, -0.08
",
1616711918.3311455,,"180964420, -0.02, -0.05
",
1616711918.3341377,,"180967392, -0.02, -0.05
",
1616711918.3371294,,"180970364, 0.02, -0.02
",
1616711918.3401215,,"180973332, -0.02, -0.03
",
1616711918.3431132,,"180976308, -0.05, -0.03
",
1616711918.3461053,,"180979288, 0.02, -0.10
",
1616711918.3491046,,"180982268, -0.02, -0.08
",
1616711918.3520892,,"180985252, 0.02, -0.08
",
1616711918.3550818,,"180988228, -0.02, -0.05
",
1616711918.3580828,,"180991212, -0.02, -0.12
",
1616711918.3610654,,"180994204, -0.03, -0.05
",
1616711918.3640578,,"180997184, -0.02, -0.03
",
1616711918.3670611,,"181000160, -0.02, -0.05
",
1616711918.3690438,,"181003132, 0.00, -0.08
",
1616711918.3720355,,"181006072, 0.00, -0.05
",
1616711918.3750277,,"181009012, 0.02, -0.10
",
1616711918.3780196,,"181011992, -0.02, -0.07
",
1616711918.3810115,,"181014976, -0.05, -0.05
",
1616711918.3840036,,"181017960, 0.00, -0.10
",
1616711918.3870094,,"181020912, -0.02, -0.03
",
1616711918.389988,,"181023892, 0.02, -0.12
",
1616711918.3929796,,"181026880, 0.03, -0.07
",
1616711918.3959715,,"181029848, -0.03, -0.07
",
1616711918.3989637,,"181032828, -0.03, -0.03
",
1616711918.4019556,,"181035804, 0.00, -0.05
",
1616711918.4049602,,"181038748, 0.00, -0.08
",
1616711918.40794,,"181041684, 0.02, -0.08
",
1616711918.410931,,"181044664, 0.00, -0.07
",
1616711918.413924,,"181047612, -0.03, -0.08
",
1616711918.416916,,"181050592, 0.00, -0.05
",
1616711918.419908,,"181053536, 0.00, -0.12
",
1616711918.4228997,,"181056484, -0.07, -0.03
",
1616711918.4258924,,"181059456, -0.03, -0.10
",
1616711918.4288864,,"181062432, -0.02, -0.03
",
1616711918.431874,,"181065404, 0.00, -0.08
",
1616711918.4348662,,"181068352, 0.00, -0.07
",
1616711918.4378583,,"181071300, 0.00, -0.03
",
1616711918.44085,,"181074248, -0.03, -0.03
",
1616711918.4438417,,"181077228, 0.00, -0.08
",
1616711918.4468338,,"181080176, -0.02, -0.05
",
1616711918.4488292,,"181083160, -0.03, -0.05
",
1616711918.4518204,,"181086136, -0.02, -0.08
",
1616711918.4548125,,"181089108, -0.03, -0.07
",
1616711918.4578042,,"181092084, -0.03, -0.03
",
1616711918.4607964,,"181095060, -0.02, -0.07
",
1616711918.463804,,"181098032, -0.02, -0.02
",
1616711918.4667804,,"181101012, 0.00, -0.07
",
1616711918.4697726,,"181103960, 0.00, -0.12
",
1616711918.4727645,,"181106920, 0.00, -0.08
",
1616711918.475757,,"181109864, -0.02, -0.05
",
1616711918.4787483,,"181112848, 0.02, -0.03
",
1616711918.4817402,,"181115820, -0.03, -0.03
",
1616711918.4847326,,"181118796, -0.02, -0.03
",
1616711918.4877248,,"181121772, -0.03, -0.03
",
1616711918.4907167,,"181124744, -0.02, -0.10
",
1616711918.4937403,,"181127724, -0.02, -0.12
",
1616711918.4967337,,"181130712, 0.00, -0.02
",
1616711918.4997234,,"181133660, 0.00, -0.13
",
1616711918.5027158,,"181136616, -0.03, -0.07
",
1616711918.505714,,"181139600, 0.02, -0.08
",
1616711918.5087042,,"181142576, 0.00, -0.08
",
1616711918.5116925,,"181145516, -0.02, -0.12
",
1616711918.5147176,,"181148496, 0.03, -0.10
",
1616711918.5176451,,"181151476, -0.03, -0.07
",
1616711918.5206406,,"181154448, 0.00, -0.07
",
1616711918.5236285,,"181157396, -0.02, -0.08
",
1616711918.5266204,,"181160380, -0.03, -0.07
",
1616711918.529613,,"181163360, -0.03, -0.08
",
1616711918.5316074,,"181166344, 0.02, -0.03
",
1616711918.5346,,"181169324, 0.02, -0.07
",
1616711918.5376148,,"181172300, -0.02, -0.05
",
1616711918.5406263,,"181175272, 0.00, -0.10
",
1616711918.5435984,,"181178220, 0.02, -0.12
",
1616711918.546598,,"181181204, -0.02, -0.08
",
1616711918.549582,,"181184176, 0.00, -0.07
",
1616711918.5525832,,"181187112, 0.00, -0.13
",
1616711918.5555632,,"181190068, -0.02, -0.07
",
1616711918.5585632,,"181193052, -0.02, -0.05
",
1616711918.5615551,,"181196032, 0.03, -0.05
",
1616711918.5645201,,"181199012, -0.03, -0.03
",
1616711918.5675428,,"181201996, 0.00, -0.02
",
1616711918.570503,,"181204936, -0.02, -0.03
",
1616711918.5735245,,"181207912, 0.02, -0.03
",
1616711918.576515,,"181210880, 0.02, -0.07
",
1616711918.5795074,,"181213852, 0.03, -0.05
",
1616711918.5824995,,"181216820, -0.03, -0.02
",
1616711918.5854914,,"181219800, 0.00, -0.08
",
1616711918.5884836,,"181222748, 0.02, -0.10
",
1616711918.591478,,"181225728, -0.05, -0.12
",
1616711918.594469,,"181228716, -0.02, -0.05
",
1616711918.5974605,,"181231700, -0.02, 0.00
",
1616711918.600452,,"181234636, 0.03, -0.07
",
1616711918.6034446,,"181237608, -0.02, -0.05
",
1616711918.6064074,,"181240580, 0.02, -0.03
",
1616711918.608402,,"181243548, 0.02, 0.00
",
1616711918.6113935,,"181246480, 0.00, -0.07
",
1616711918.6143856,,"181249428, -0.02, -0.05
",
1616711918.617378,,"181252408, -0.03, -0.05
",
1616711918.6203701,,"181255388, -0.03, -0.03
",
1616711918.6233623,,"181258372, -0.02, -0.03
",
1616711918.6263537,,"181261352, -0.05, -0.05
",
1616711918.6293461,,"181264328, -0.02, -0.02
",
1616711918.6323383,,"181267300, -0.02, -0.12
",
1616711918.635338,,"181270280, 0.00, -0.07
",
1616711918.6383219,,"181273220, 0.00, -0.05
",
1616711918.6413138,,"181276168, 0.00, -0.07
",
1616711918.644306,,"181279112, 0.02, -0.07
",
1616711918.6472979,,"181282092, -0.02, -0.02
",
1616711918.65029,,"181285072, 0.00, -0.08
",
1616711918.6532817,,"181288020, -0.03, -0.08
",
1616711918.6562738,,"181290992, -0.02, -0.05
",
1616711918.6592658,,"181293976, 0.00, -0.10
",
1616711918.6622577,,"181296920, -0.03, -0.03
",
1616711918.6652732,,"181299900, -0.03, -0.07
",
1616711918.6682642,,"181302884, -0.02, -0.03
",
1616711918.6712344,,"181305864, -0.02, -0.08
",
1616711918.6742263,,"181308848, 0.03, -0.07
",
1616711918.677218,,"181311824, -0.03, -0.07
",
1616711918.6802187,,"181314808, 0.00, -0.07
",
1616711918.6822395,,"181317756, 0.02, -0.08
",
1616711918.6852267,,"181320736, 0.00, -0.05
",
1616711918.6882162,,"181323672, -0.02, -0.10
",
1616711918.6912029,,"181326652, 0.00, -0.05
",
1616711918.6941962,,"181329592, -0.03, -0.07
",
1616711918.6971653,,"181332576, -0.02, -0.05
",
1616711918.7001784,,"181335560, 0.02, -0.02
",
1616711918.7031705,,"181338536, 0.00, -0.02
",
1616711918.7061627,,"181341484, 0.00, -0.05
",
1616711918.7091556,,"181344432, 0.03, -0.07
",
1616711918.7121463,,"181347408, 0.00, -0.03
",
1616711918.7151165,,"181350348, -0.02, -0.05
",
1616711918.7181087,,"181353324, 0.03, -0.02
",
1616711918.7211003,,"181356300, -0.02, -0.08
",
1616711918.7240925,,"181359272, 0.00, -0.03
",
1616711918.727084,,"181362212, -0.02, -0.10
",
1616711918.7300758,,"181365204, -0.02, -0.03
",
1616711918.7330682,,"181368184, 0.00, -0.07
",
1616711918.7360604,,"181371132, 0.00, -0.07
",
1616711918.739052,,"181374080, 0.00, -0.05
",
1616711918.742044,,"181377020, -0.02, -0.03
",
1616711918.7450361,,"181380000, 0.00, -0.03
",
1616711918.748044,,"181382944, -0.02, -0.10
",
1616711918.7510202,,"181385928, 0.02, -0.05
",
1616711918.7530153,,"181388904, 0.00, -0.05
",
1616711918.756007,,"181391848, -0.02, -0.10
",
1616711918.7589989,,"181394840, -0.02, -0.07
",
1616711918.7619915,,"181397820, -0.03, -0.05
",
1616711918.7649832,,"181400804, -0.02, -0.05
",
1616711918.767975,,"181403788, -0.05, -0.02
",
1616711918.770967,,"181406768, 0.03, -0.08
",
1616711918.7739592,,"181409740, -0.02, -0.10
",
1616711918.7769513,,"181412720, 0.03, -0.07
",
1616711918.7799435,,"181415692, -0.02, -0.07
",
1616711918.7829354,,"181418664, -0.02, -0.10
",
1616711918.7859268,,"181421652, 0.00, -0.12
",
1616711918.7889192,,"181424608, 0.00, -0.02
",
1616711918.7919114,,"181427552, 0.02, -0.07
",
1616711918.7949035,,"181430528, 0.02, -0.02
",
1616711918.797896,,"181433508, 0.00, -0.08
",
1616711918.800887,,"181436456, 0.00, -0.03
",
1616711918.8038785,,"181439396, 0.02, -0.03
",
1616711918.806871,,"181442372, -0.02, -0.12
",
1616711918.809863,,"181445352, -0.02, -0.07
",
1616711918.812855,,"181448324, -0.03, -0.10
",
1616711918.815847,,"181451304, 0.00, -0.05
",
1616711918.8188388,,"181454252, 0.00, -0.05
",
1616711918.8218307,,"181457196, 0.00, -0.03
",
1616711918.8248231,,"181460144, 0.00, -0.03
",
1616711918.8278148,,"181463092, 0.02, -0.05
",
1616711918.82981,,"181466060, -0.02, -0.07
",
1616711918.8328018,,"181469036, -0.02, -0.03
",
1616711918.835794,,"181472016, 0.00, -0.08
",
1616711918.8387864,,"181474952, 0.00, -0.08
",
1616711918.8417773,,"181477900, -0.02, -0.08
",
1616711918.8447695,,"181480884, 0.00, -0.08
",
1616711918.8477614,,"181483828, -0.02, -0.07
",
1616711918.8507533,,"181486812, 0.00, -0.05
",
1616711918.853746,,"181489760, -0.02, -0.05
",
1616711918.8567379,,"181492736, -0.02, -0.08
",
1616711918.8597293,,"181495716, -0.02, -0.08
",
1616711918.8627217,,"181498696, 0.00, -0.05
",
1616711918.8657138,,"181501632, 0.02, -0.07
",
1616711918.8687055,,"181504612, -0.02, -0.03
",
