Time,Tag,Flow
1618887806.678338,,"64045000, 0.0000, 0.0167, 25.41, 25.38
"
1618887806.678338,,"64050000, -0.0167, 0.0000, 25.40, 25.38
"
1618887806.6883528,,"64055008, 0.0000, 0.0000, 25.41, 25.38
"
1618887806.6883528,,"64060008, 0.1000, -0.0667, 25.41, 25.37
"
1618887806.698339,,"64065000, 0.0333, 0.0000, 25.38, 25.38
"
1618887806.698339,,"64070000, 0.0333, -0.0333, 25.40, 25.35
"
1618887806.7083392,,"64075008, 0.0167, -0.0167, 25.42, 25.35
"
1618887806.7083392,,"64080004, 0.0000, 0.0167, 25.42, 25.35
"
1618887806.7183397,,"64085004, 0.0000, 0.0000, 25.43, 25.35
"
1618887806.7183397,,"64090000, -0.0667, -0.0833, 25.38, 25.35
"
1618887806.7283456,,"64095000, -0.0500, 0.0167, 25.42, 25.39
"
1618887806.7283456,,"64100008, -0.0333, 0.0000, 25.42, 25.37
"
1618887806.738341,,"64105004, -0.0500, -0.0333, 25.43, 25.38
"
1618887806.738341,,"64110004, 0.0333, -0.0667, 25.41, 25.38
"
1618887806.74834,,"64115008, -0.0667, -0.0833, 25.41, 25.36
"
1618887806.74834,,"64120000, -0.0167, 0.0000, 25.40, 25.38
"
1618887806.758353,,"64125000, 0.0167, -0.0167, 25.38, 25.38
"
1618887806.7683399,,"64130000, -0.0167, -0.0667, 25.40, 25.38
"
1618887806.7683399,,"64135000, -0.0667, 0.0000, 25.40, 25.36
"
1618887806.7683399,,"64140008, 0.0167, 0.0000, 25.39, 25.37
"
1618887806.7783399,,"64145000, -0.0500, -0.0500, 25.40, 25.37
"
1618887806.7783399,,"64150008, -0.0167, -0.0500, 25.39, 25.36
"
1618887806.7883403,,"64155000, -0.0333, -0.0167, 25.39, 25.34
"
1618887806.7883403,,"64160000, 0.0167, 0.0000, 25.39, 25.34
"
1618887806.7983406,,"64165004, 0.0000, -0.0500, 25.42, 25.35
"
1618887806.7983406,,"64170008, 0.0333, -0.0333, 25.42, 25.38
"
1618887806.8083405,,"64175000, 0.0333, -0.0500, 25.45, 25.38
"
1618887806.8083405,,"64180000, -0.0500, -0.0667, 25.40, 25.37
"
1618887806.8183444,,"64185000, 0.0167, 0.0000, 25.37, 25.36
"
1618887806.8183444,,"64190000, 0.0167, 0.0167, 25.37, 25.36
"
1618887806.8283415,,"64195000, -0.0333, 0.0000, 25.43, 25.36
"
1618887806.8283415,,"64200004, -0.0667, 0.0167, 25.41, 25.34
"
1618887806.8383412,,"64205000, 0.0000, -0.0667, 25.40, 25.35
"
1618887806.8383412,,"64210004, 0.0000, 0.0000, 25.40, 25.35
"
1618887806.8483412,,"64215000, -0.0167, -0.0333, 25.37, 25.35
"
1618887806.8483412,,"64220008, 0.0167, -0.0833, 25.42, 25.38
"
1618887806.8583415,,"64225008, 0.0000, 0.0000, 25.42, 25.35
"
1618887806.8583415,,"64230004, 0.0333, 0.0500, 25.37, 25.35
"
1618887806.868341,,"64235004, 0.0167, 0.0167, 25.40, 25.38
"
1618887806.868341,,"64240004, 0.0000, 0.0333, 25.40, 25.32
"
1618887806.8783429,,"64245000, 0.0167, 0.0000, 25.40, 25.32
"
1618887806.8783429,,"64250000, 0.0667, -0.0333, 25.39, 25.38
"
1618887806.888343,,"64255000, 0.0167, -0.0167, 25.42, 25.35
"
1618887806.888343,,"64260008, -0.0167, 0.0167, 25.43, 25.38
"
1618887806.898343,,"64265008, 0.0500, -0.0833, 25.43, 25.38
"
1618887806.898343,,"64270008, -0.0167, -0.0167, 25.36, 25.36
"
1618887806.9083421,,"64275000, -0.0500, -0.0667, 25.37, 25.40
"
1618887806.9083421,,"64280008, 0.0333, -0.0333, 25.37, 25.40
"
1618887806.9183426,,"64285004, -0.0833, -0.0167, 25.43, 25.34
"
1618887806.9183426,,"64290004, 0.0167, -0.0167, 25.42, 25.32
"
1618887806.9283433,,"64295008, -0.0167, -0.0500, 25.41, 25.36
"
1618887806.9283433,,"64300004, -0.0167, -0.0167, 25.41, 25.36
"
1618887806.9383523,,"64305000, -0.0167, -0.0167, 25.38, 25.36
"
1618887806.9383523,,"64310004, 0.0333, -0.0500, 25.44, 25.33
"
1618887806.9483442,,"64315004, 0.0167, 0.0333, 25.37, 25.33
"
1618887806.9483442,,"64320004, -0.0500, -0.1000, 25.37, 25.36
"
1618887806.9583433,,"64325008, -0.0167, -0.0500, 25.39, 25.38
"
1618887806.9583433,,"64330008, -0.0833, -0.0667, 25.42, 25.36
"
1618887806.9683428,,"64335000, 0.0000, -0.0167, 25.42, 25.36
"
1618887806.9683428,,"64340008, 0.0833, 0.0000, 25.38, 25.34
"
1618887806.9783435,,"64345008, -0.0500, -0.0333, 25.42, 25.34
"
1618887806.9783435,,"64350008, 0.0333, -0.0167, 25.41, 25.34
"
1618887806.988343,,"64355000, 0.0167, 0.0000, 25.41, 25.36
"
1618887806.988343,,"64360004, 0.0167, 0.0000, 25.41, 25.38
"
1618887806.998343,,"64365004, 0.0500, 0.0333, 25.44, 25.35
"
1618887806.998343,,"64370000, -0.0167, -0.0333, 25.42, 25.35
"
1618887807.0083442,,"64375004, 0.0167, 0.0000, 25.42, 25.35
"
1618887807.0083442,,"64380008, 0.0000, -0.0833, 25.37, 25.40
"
1618887807.0183432,,"64385000, -0.0667, -0.0333, 25.40, 25.40
"
1618887807.0183432,,"64390004, 0.0000, 0.0000, 25.40, 25.36
"
1618887807.0283585,,"64395008, -0.0333, -0.0500, 25.39, 25.35
"
1618887807.0283585,,"64400000, -0.0500, -0.0333, 25.43, 25.35
"
1618887807.0383446,,"64405000, 0.0500, -0.0500, 25.41, 25.39
"
1618887807.0383446,,"64410004, 0.0167, -0.0667, 25.41, 25.40
"
1618887807.0483446,,"64415000, 0.0167, 0.0000, 25.43, 25.37
"
1618887807.0483446,,"64420012, 0.0000, -0.0167, 25.42, 25.37
"
1618887807.0583436,,"64425000, -0.0333, -0.0667, 25.42, 25.34
"
1618887807.0583436,,"64430008, -0.0167, 0.0333, 25.42, 25.33
"
1618887807.0683448,,"64435000, -0.0333, 0.0000, 25.42, 25.33
"
1618887807.0683448,,"64440004, 0.0167, -0.1000, 25.43, 25.34
"
1618887807.0783453,,"64445008, -0.0333, -0.0500, 25.43, 25.37
"
1618887807.0783453,,"64450000, 0.0333, 0.0333, 25.44, 25.32
"
1618887807.0883448,,"64455000, 0.0333, 0.0000, 25.39, 25.32
"
1618887807.0883448,,"64460004, 0.0000, 0.0667, 25.42, 25.34
"
1618887807.0983455,,"64465004, 0.0167, 0.0000, 25.42, 25.34
"
1618887807.0983455,,"64470008, 0.0667, 0.0333, 25.39, 25.34
"
1618887807.1083455,,"64475004, 0.0000, 0.0500, 25.42, 25.36
"
1618887807.1117074,,"64480004, 0.0000, -0.0167, 25.40, 25.36
"
1618887807.1197853,,"64485004, 0.0167, -0.0333, 25.40, 25.36
"
1618887807.1197853,,"64490004, -0.0167, 0.0000, 25.38, 25.36
"
1618887807.1297436,,"64495008, 0.0667, -0.0500, 25.42, 25.36
"
1618887807.1297436,,"64500000, -0.0500, -0.0333, 25.42, 25.34
"
1618887807.1397436,,"64505004, -0.0167, 0.0500, 25.39, 25.34
"
1618887807.1397436,,"64510008, 0.0000, -0.0500, 25.39, 25.39
"
1618887807.1497488,,"64515008, 0.0167, -0.0167, 25.42, 25.38
"
1618887807.1497488,,"64520008, -0.0333, -0.0500, 25.42, 25.35
"
1618887807.1597674,,"64525000, -0.0167, -0.0167, 25.41, 25.35
"
1618887807.1597674,,"64530004, 0.0167, 0.0000, 25.40, 25.40
"
1618887807.1697676,,"64535008, 0.0500, -0.0167, 25.41, 25.37
"
1618887807.1697676,,"64540000, -0.0333, -0.0500, 25.41, 25.37
"
1618887807.1797473,,"64545004, -0.0667, -0.0500, 25.40, 25.33
"
1618887807.1797473,,"64550008, -0.0167, 0.0167, 25.39, 25.35
"
1618887807.189745,,"64555004, 0.0000, 0.0000, 25.39, 25.38
"
1618887807.189745,,"64560000, 0.0167, -0.0667, 25.43, 25.38
"
1618887807.1997445,,"64565000, 0.0333, -0.0167, 25.40, 25.38
"
1618887807.1997445,,"64570008, 0.0000, -0.0500, 25.43, 25.33
"
1618887807.209744,,"64575004, 0.0333, 0.0167, 25.43, 25.33
"
1618887807.209744,,"64580000, 0.0333, -0.0167, 25.39, 25.35
"
1618887807.219744,,"64585004, 0.0333, 0.0167, 25.40, 25.38
"
1618887807.219744,,"64590004, 0.0500, 0.0000, 25.39, 25.38
"
1618887807.229779,,"64595008, -0.0667, -0.0667, 25.39, 25.36
"
1618887807.229779,,"64600000, 0.0500, -0.0167, 25.40, 25.39
"
1618887807.2397447,,"64605008, 0.0167, -0.0167, 25.39, 25.36
"
1618887807.2397447,,"64610008, -0.0333, -0.0667, 25.39, 25.36
"
1618887807.249746,,"64615000, 0.0167, -0.0167, 25.41, 25.36
"
1618887807.249746,,"64620004, 0.0333, -0.0500, 25.43, 25.36
"
1618887807.2597451,,"64625008, 0.0500, 0.0000, 25.40, 25.36
"
1618887807.2597451,,"64630004, 0.0167, -0.1333, 25.40, 25.34
"
1618887807.2697449,,"64635000, 0.0000, 0.0167, 25.41, 25.39
"
1618887807.2697449,,"64640004, -0.0167, 0.0500, 25.40, 25.39
"
1618887807.2797446,,"64645008, -0.0333, -0.0167, 25.40, 25.39
"
1618887807.2797446,,"64650004, -0.0167, -0.0833, 25.42, 25.36
"
1618887807.2897458,,"64655008, 0.0667, 0.0167, 25.38, 25.38
"
1618887807.2897458,,"64660004, -0.0333, 0.0500, 25.47, 25.38
"
1618887807.2997463,,"64665000, -0.0333, -0.0167, 25.47, 25.38
"
1618887807.2997463,,"64670004, -0.0500, 0.0000, 25.42, 25.38
"
1618887807.3097456,,"64675008, 0.0167, -0.0500, 25.39, 25.38
"
1618887807.3097456,,"64680000, 0.0333, 0.0167, 25.43, 25.38
"
1618887807.319747,,"64685008, -0.0500, -0.0500, 25.43, 25.36
"
1618887807.319747,,"64690004, -0.0333, 0.0167, 25.39, 25.35
"
1618887807.3297684,,"64695004, 0.0000, -0.0500, 25.36, 25.35
"
1618887807.3297684,,"64700000, 0.0167, 0.0000, 25.36, 25.39
"
1618887807.3397472,,"64705004, 0.0667, -0.0500, 25.39, 25.35
"
1618887807.3397472,,"64710004, -0.0500, -0.0167, 25.40, 25.37
"
1618887807.349748,,"64715004, 0.0333, -0.0833, 25.40, 25.37
"
1618887807.349748,,"64720004, 0.0167, -0.0500, 25.40, 25.38
"
1618887807.359746,,"64725008, 0.0167, 0.0167, 25.42, 25.37
"
1618887807.359746,,"64730008, -0.0167, 0.0167, 25.37, 25.37
"
1618887807.369748,,"64735004, 0.0000, -0.0333, 25.39, 25.35
"
1618887807.369748,,"64740004, -0.0500, -0.0667, 25.39, 25.34
"
1618887807.3797503,,"64745004, -0.0167, -0.0667, 25.40, 25.39
"
1618887807.3797503,,"64750000, 0.0000, -0.1000, 25.37, 25.39
"
1618887807.38975,,"64755000, -0.0500, -0.0167, 25.37, 25.36
"
1618887807.38975,,"64760004, -0.0333, -0.0500, 25.41, 25.38
"
1618887807.38975,,"64765000, -0.0333, -0.0667, 25.34, 25.38
"
1618887807.3997471,,"64770004, -0.0167, -0.1000, 25.42, 25.36
"
1618887807.3997471,,"64775000, 0.0000, 0.0000, 25.42, 25.36
"
1618887807.4097574,,"64780000, -0.0500, -0.0167, 25.41, 25.36
"
1618887807.4097574,,"64785004, -0.0167, -0.0667, 25.43, 25.34
"
1618887807.4197567,,"64790004, -0.0333, 0.0167, 25.42, 25.38
"
1618887807.4197567,,"64795004, 0.0500, -0.0667, 25.42, 25.36
"
1618887807.4297621,,"64800008, 0.0000, 0.0000, 25.41, 25.36
"
1618887807.4297621,,"64805008, -0.0500, -0.0167, 25.41, 25.37
"
1618887807.4397502,,"64810000, 0.0000, -0.0500, 25.41, 25.36
"
1618887807.4397502,,"64815000, -0.0333, -0.0833, 25.37, 25.36
"
1618887807.4497592,,"64820004, 0.0333, -0.0167, 25.43, 25.32
"
1618887807.4497592,,"64825004, -0.0167, 0.0000, 25.44, 25.33
"
1618887807.4597576,,"64830008, -0.0500, 0.0000, 25.44, 25.36
"
1618887807.4597576,,"64835000, 0.0500, 0.0333, 25.38, 25.36
"
1618887807.4697478,,"64840000, 0.0167, -0.0667, 25.39, 25.36
"
1618887807.4697478,,"64845000, 0.0333, 0.0167, 25.42, 25.34
"
1618887807.4797473,,"64850008, 0.0167, -0.0333, 25.42, 25.34
"
1618887807.4797473,,"64855000, 0.0000, 0.0167, 25.39, 25.36
"
1618887807.489748,,"64860004, -0.0500, -0.0667, 25.42, 25.37
"
1618887807.489748,,"64865008, 0.0333, -0.0500, 25.42, 25.39
"
1618887807.4997494,,"64870000, -0.0500, -0.1000, 25.43, 25.39
"
1618887807.4997494,,"64875008, 0.0167, -0.0167, 25.39, 25.39
"
1618887807.5097492,,"64880008, -0.0333, -0.0333, 25.40, 25.37
"
1618887807.5097492,,"64885008, 0.0333, -0.0167, 25.40, 25.37
"
1618887807.5209577,,"64890008, -0.0167, -0.0500, 25.40, 25.34
"
1618887807.5209577,,"64895008, 0.0000, 0.0333, 25.42, 25.33
"
1618887807.5299623,,"64900000, 0.0167, -0.0167, 25.41, 25.36
"
1618887807.5299623,,"64905004, 0.0167, -0.0167, 25.41, 25.36
"
1618887807.5399663,,"64910004, 0.0167, -0.0667, 25.43, 25.35
"
1618887807.5399663,,"64915008, 0.0167, -0.0333, 25.39, 25.40
"
1618887807.549967,,"64920008, 0.0167, -0.0500, 25.39, 25.40
"
1618887807.549967,,"64925004, 0.0500, -0.0167, 25.42, 25.38
"
1618887807.5599673,,"64930004, -0.0333, -0.0167, 25.42, 25.38
"
1618887807.5599673,,"64935008, 0.0000, -0.0333, 25.42, 25.35
"
1618887807.569966,,"64940004, -0.0167, 0.0167, 25.42, 25.35
"
1618887807.569966,,"64945004, 0.0333, -0.0500, 25.42, 25.36
"
1618887807.5799665,,"64950008, 0.0167, -0.0667, 25.43, 25.38
"
1618887807.5799665,,"64955008, 0.0167, -0.0667, 25.40, 25.38
"
1618887807.5899687,,"64960004, -0.0333, 0.0500, 25.40, 25.38
"
1618887807.5899687,,"64965008, 0.0000, -0.0333, 25.40, 25.35
"
1618887807.5999675,,"64970000, 0.0167, 0.0000, 25.43, 25.35
"
1618887807.5999675,,"64975004, 0.0500, -0.0333, 25.43, 25.36
"
1618887807.6099665,,"64980008, -0.0167, -0.0167, 25.42, 25.34
"
1618887807.6099665,,"64985004, 0.0000, -0.0333, 25.39, 25.34
"
1618887807.619967,,"64990000, 0.0167, 0.0167, 25.40, 25.34
"
1618887807.619967,,"64995004, 0.0000, -0.0333, 25.40, 25.39
"
1618887807.6299744,,"65000008, 0.0167, -0.1000, 25.41, 25.39
"
1618887807.6299744,,"65005004, 0.0167, -0.0167, 25.42, 25.39
"
1618887807.6399672,,"65010004, -0.0167, 0.0167, 25.42, 25.38
"
1618887807.6399672,,"65015004, -0.0167, -0.0833, 25.42, 25.37
"
1618887807.6499674,,"65020000, -0.0667, -0.0500, 25.39, 25.37
"
1618887807.6499674,,"65025000, -0.0500, -0.0333, 25.40, 25.37
"
1618887807.6615562,,"65030000, -0.0167, -0.0167, 25.40, 25.35
"
1618887807.6615562,,"65035000, -0.0667, 0.0000, 25.43, 25.37
"
1618887807.6715596,,"65040004, -0.0167, -0.0500, 25.43, 25.37
"
1618887807.6715596,,"65045004, 0.0000, -0.0500, 25.41, 25.38
"
1618887807.68156,,"65050000, 0.0500, 0.0000, 25.41, 25.34
"
1618887807.68156,,"65055004, -0.0833, 0.0500, 25.39, 25.39
"
1618887807.6915593,,"65060016, 0.0333, 0.0000, 25.40, 25.39
"
1618887807.6915593,,"65065004, 0.0333, -0.0667, 25.41, 25.38
"
1618887807.7015593,,"65070008, 0.0333, -0.0333, 25.41, 25.37
"
1618887807.7015593,,"65075004, -0.0167, -0.0667, 25.38, 25.37
"
1618887807.7115598,,"65080008, 0.0167, 0.0167, 25.37, 25.37
"
1618887807.7115598,,"65085004, -0.0167, 0.0000, 25.37, 25.37
"
1618887807.7215605,,"65090000, 0.0000, 0.0000, 25.39, 25.38
"
1618887807.7215605,,"65095004, 0.0000, -0.0167, 25.40, 25.38
"
1618887807.7300665,,"65100008, 0.0000, 0.0500, 25.40, 25.40
"
1618887807.7300665,,"65105004, 0.0333, 0.0000, 25.40, 25.38
"
1618887807.740073,,"65110000, 0.0167, -0.0333, 25.42, 25.38
"
1618887807.740073,,"65115004, 0.0333, 0.0333, 25.42, 25.36
"
1618887807.7500708,,"65120004, -0.0333, -0.0667, 25.40, 25.36
"
1618887807.7500708,,"65125000, 0.0333, 0.0333, 25.40, 25.39
"
1618887807.7600708,,"65130004, 0.0167, 0.0167, 25.39, 25.39
"
1618887807.7600708,,"65135000, -0.0667, -0.0667, 25.40, 25.39
"
1618887807.7700708,,"65140000, -0.0500, -0.0333, 25.40, 25.40
"
1618887807.7700708,,"65145004, 0.0500, -0.0667, 25.39, 25.40
"
1618887807.780078,,"65150004, -0.0500, -0.0333, 25.38, 25.35
"
1618887807.780078,,"65155008, 0.0167, 0.0333, 25.39, 25.36
"
1618887807.7900727,,"65160008, 0.0667, -0.0333, 25.39, 25.36
"
1618887807.7900727,,"65165000, -0.0667, -0.0167, 25.41, 25.36
"
1618887807.8000715,,"65170004, 0.0167, -0.0667, 25.40, 25.38
"
1618887807.8000715,,"65175000, -0.0333, -0.0667, 25.42, 25.39
"
1618887807.8100727,,"65180004, 0.0167, -0.0667, 25.42, 25.39
"
1618887807.8100727,,"65185004, 0.0500, -0.0333, 25.40, 25.36
"
1618887807.8200746,,"65190008, 0.0500, 0.0167, 25.43, 25.39
"
1618887807.8200746,,"65195004, -0.0167, -0.0667, 25.43, 25.39
"
1618887807.8300722,,"65200000, 0.0333, -0.0333, 25.41, 25.39
"
1618887807.8300722,,"65205004, 0.0333, -0.0667, 25.39, 25.35
"
1618887807.8400714,,"65210008, 0.0167, -0.0500, 25.42, 25.38
"
1618887807.8400714,,"65215008, 0.0333, -0.0333, 25.42, 25.38
"
1618887807.8500726,,"65220000, -0.0167, -0.0333, 25.41, 25.35
"
1618887807.8500726,,"65225008, 0.0333, -0.0500, 25.43, 25.41
"
1618887807.8600726,,"65230000, -0.0500, 0.0500, 25.39, 25.41
"
1618887807.8600726,,"65235004, 0.0000, -0.0167, 25.39, 25.35
"
1618887807.8711088,,"65240004, -0.0500, -0.0333, 25.44, 25.38
"
1618887807.8711088,,"65245000, 0.0000, 0.0333, 25.40, 25.35
"
1618887807.8811133,,"65250008, -0.0333, -0.0500, 25.40, 25.35
"
1618887807.8811133,,"65255008, 0.0333, -0.0500, 25.39, 25.37
"
1618887807.891112,,"65260000, -0.0500, -0.0500, 25.42, 25.36
"
1618887807.891112,,"65265000, -0.0333, -0.0667, 25.44, 25.36
"
1618887807.9011123,,"65270004, -0.0333, 0.0167, 25.44, 25.36
"
1618887807.9011123,,"65275008, 0.0167, -0.0667, 25.38, 25.41
"
1618887807.9111123,,"65280000, -0.0167, 0.0000, 25.42, 25.38
"
1618887807.9111123,,"65285004, -0.0500, -0.0500, 25.40, 25.38
"
1618887807.9211125,,"65290000, 0.0333, -0.0333, 25.40, 25.38
"
1618887807.9211125,,"65295008, 0.0167, -0.0667, 25.42, 25.34
"
1618887807.9301188,,"65300000, -0.0667, -0.0167, 25.42, 25.34
"
1618887807.9301188,,"65305000, 0.0167, -0.0167, 25.42, 25.35
"
1618887807.9401224,,"65310004, 0.0000, -0.0167, 25.43, 25.36
"
1618887807.9401224,,"65315004, -0.0833, -0.0167, 25.38, 25.36
"
1618887807.9501228,,"65320000, -0.0333, -0.0167, 25.40, 25.36
"
1618887807.9501228,,"65325000, 0.0000, -0.0167, 25.40, 25.36
"
1618887807.9601226,,"65330000, -0.0167, -0.0500, 25.43, 25.36
"
1618887807.9601226,,"65335008, 0.0000, -0.0167, 25.41, 25.36
"
1618887807.9701226,,"65340008, 0.0167, 0.0000, 25.43, 25.36
"
1618887807.9701226,,"65345000, -0.0167, 0.0000, 25.43, 25.34
"
1618887807.9801228,,"65350004, 0.0000, 0.0500, 25.43, 25.34
"
1618887807.9801228,,"65355008, 0.0000, -0.0500, 25.41, 25.37
"
1618887807.990123,,"65360008, -0.0167, -0.0833, 25.41, 25.39
"
1618887807.990123,,"65365000, 0.0167, 0.0167, 25.41, 25.37
"
1618887808.0001588,,"65370000, -0.0333, -0.0333, 25.42, 25.37
"
1618887808.0001588,,"65375000, 0.0000, -0.0167, 25.42, 25.38
"
1618887808.0101244,,"65380008, -0.0333, -0.0333, 25.42, 25.39
"
1618887808.0101244,,"65385000, -0.0333, -0.0167, 25.39, 25.39
"
1618887808.020124,,"65390000, -0.0333, -0.0167, 25.42, 25.37
"
1618887808.020124,,"65395008, 0.0167, -0.0167, 25.43, 25.38
"
1618887808.0301242,,"65400000, 0.0167, 0.0167, 25.43, 25.34
"
1618887808.0301242,,"65405000, -0.0333, -0.0167, 25.42, 25.34
"
1618887808.040124,,"65410008, 0.0167, -0.0500, 25.39, 25.37
"
1618887808.040124,,"65415000, -0.0167, 0.0000, 25.39, 25.35
"
1618887808.0501244,,"65420004, 0.0000, -0.0667, 25.40, 25.35
"
1618887808.0501244,,"65425008, 0.0500, -0.0833, 25.43, 25.33
"
1618887808.0601246,,"65430000, -0.0167, -0.0167, 25.38, 25.34
"
1618887808.0601246,,"65435008, -0.0333, -0.0333, 25.38, 25.36
"
1618887808.0701246,,"65440000, 0.0000, -0.0833, 25.39, 25.36
"
1618887808.0701246,,"65445000, 0.0833, 0.0167, 25.40, 25.35
"
1618887808.0801244,,"65450004, -0.0167, -0.0167, 25.40, 25.37
"
1618887808.0801244,,"65455008, 0.0000, 0.0000, 25.41, 25.37
"
1618887808.0901265,,"65460004, -0.0333, -0.0667, 25.42, 25.37
"
1618887808.0901265,,"65465008, 0.0333, -0.0333, 25.41, 25.36
"
1618887808.1001477,,"65470000, -0.0167, -0.0167, 25.41, 25.38
"
1618887808.1001477,,"65475008, -0.0500, -0.0500, 25.44, 25.38
"
1618887808.110126,,"65480000, 0.0000, 0.0000, 25.42, 25.36
"
1618887808.110126,,"65485008, -0.0167, 0.0000, 25.38, 25.36
"
1618887808.1201265,,"65490004, -0.0333, 0.0000, 25.38, 25.36
"
1618887808.1201265,,"65495000, -0.0333, -0.1000, 25.41, 25.35
"
1618887808.1301272,,"65500004, 0.0000, 0.0000, 25.44, 25.37
"
1618887808.1301272,,"65505000, 0.0000, -0.0333, 25.44, 25.39
"
1618887808.1401267,,"65510000, 0.0000, -0.0667, 25.37, 25.39
"
1618887808.1401267,,"65515008, 0.0500, -0.0667, 25.41, 25.35
"
1618887808.1501267,,"65520000, -0.0167, -0.0333, 25.39, 25.38
"
1618887808.1501267,,"65525004, 0.0500, -0.0333, 25.39, 25.38
"
1618887808.1601267,,"65530000, 0.0167, -0.0167, 25.43, 25.42
"
1618887808.1601267,,"65535004, 0.0333, -0.0333, 25.41, 25.36
"
1618887808.1701274,,"65540004, -0.0500, 0.0167, 25.42, 25.36
"
1618887808.1701274,,"65545000, -0.0167, -0.0500, 25.42, 25.36
"
1618887808.180127,,"65550008, 0.0500, -0.0167, 25.42, 25.34
"
1618887808.180127,,"65555000, 0.0000, -0.1167, 25.39, 25.35
"
1618887808.1901278,,"65560004, 0.0000, -0.0333, 25.39, 25.35
"
1618887808.1901278,,"65565008, -0.0500, 0.0000, 25.40, 25.40
"
1618887808.2001278,,"65570000, 0.0833, -0.0333, 25.43, 25.35
"
1618887808.2001278,,"65575004, 0.1167, 0.0000, 25.38, 25.35
"
1618887808.2101274,,"65580004, 0.0500, -0.0500, 25.38, 25.35
"
1618887808.2101274,,"65585004, 0.0167, 0.0667, 25.37, 25.38
"
1618887808.220128,,"65590008, 0.0833, 0.1000, 25.42, 25.36
"
1618887808.220128,,"65595008, 0.1333, 0.0667, 25.39, 25.36
"
1618887808.2301278,,"65600000, 0.0667, 0.0333, 25.39, 25.36
"
1618887808.2324188,,"65605004, 0.0833, 0.1000, 25.39, 25.34
"
1618887808.2404773,,"65610000, 0.1333, 0.0833, 25.37, 25.34
"
1618887808.2424958,,"65615008, 0.1167, 0.0500, 25.37, 25.35
"
1618887808.2505748,,"65620004, 0.1333, 0.2000, 25.43, 25.34
"
1618887808.2526164,,"65625000, 0.2333, 0.3333, 25.41, 25.35
"
1618887808.2606914,,"65630004, 0.3500, 0.5500, 25.40, 25.35
"
1618887808.2627714,,"65635000, 0.6500, 1.1167, 25.40, 25.36
"
