Time,Flow1,Flow2
1614203717.1412055,-0.02,
1614203717.1412055,-0.10,
1614203717.1509616,-0.05,
1614203717.1509616,-0.02,
1614203717.1509616,0.00,
1614203717.1611607,0.02,
1614203717.1611607,-0.12,
1614203717.1611607,0.02,
1614203717.1711872,-0.03,
1614203717.1711872,-0.02,
1614203717.1711872,0.02,
1614203717.1809623,-0.03,
1614203717.1809623,-0.03,
1614203717.1809623,-0.08,
1614203717.1809623,-0.05,
1614203717.1910973,-0.02,
1614203717.1910973,-0.07,
1614203717.1910973,0.02,
1614203717.2010858,-0.05,
1614203717.2010858,-0.05,
1614203717.2010858,-0.05,
1614203717.210975,0.02,
1614203717.210975,-0.05,
1614203717.210975,-0.03,
1614203717.210975,0.00,
1614203717.2210772,-0.02,
1614203717.2210772,-0.07,
1614203717.2210772,0.02,
1614203717.2309625,-0.10,
1614203717.2309625,-0.03,
1614203717.240961,-0.07,
1614203717.2509632,0.05,
1614203717.2509632,0.00,
1614203717.2509632,-0.03,
1614203717.2509632,0.00,
1614203717.2509632,-0.05,
1614203717.2609622,-0.07,
1614203717.2609622,-0.03,
1614203717.2609622,-0.05,
1614203717.2609622,0.00,
1614203717.2609622,-0.03,
1614203717.2709608,-0.05,
1614203717.2709608,-0.10,
1614203717.2709608,-0.08,
1614203717.2709608,0.02,
1614203717.2809627,0.00,
1614203717.2809627,-0.07,
1614203717.2809627,-0.05,
1614203717.2909627,0.02,
1614203717.2909627,0.00,
1614203717.2909627,-0.03,
1614203717.3011415,-0.07,
1614203717.3011415,-0.10,
1614203717.3011415,0.00,
1614203717.3011415,0.00,
1614203717.3109612,0.02,
1614203717.3109612,0.03,
1614203717.3109612,-0.02,
1614203717.3209918,-0.08,
1614203717.3209918,-0.07,
1614203717.3209918,-0.07,
1614203717.3315463,0.00,
1614203717.3325853,-0.05,
1614203717.3325853,0.02,
1614203717.3325853,0.03,
1614203717.342589,0.03,
1614203717.342589,-0.05,
1614203717.342589,-0.03,
1614203717.3525894,-0.05,
1614203717.3525894,0.02,
1614203717.3525894,-0.02,
1614203717.3525894,-0.02,
1614203717.3626842,-0.07,
1614203717.3626842,-0.05,
1614203717.3626842,-0.03,
1614203717.372679,-0.03,
1614203717.372679,0.00,
1614203717.372679,-0.02,
1614203717.3812768,0.00,
1614203717.3812768,0.02,
1614203717.3812768,-0.08,
1614203717.3913672,-0.05,
1614203717.3913672,-0.02,
1614203717.3913672,-0.03,
1614203717.3913672,-0.02,
1614203717.4012802,0.05,
1614203717.4012802,-0.03,
1614203717.4012802,-0.03,
1614203717.4112802,0.00,
1614203717.4112802,0.03,
1614203717.4112802,0.00,
1614203717.421281,-0.02,
1614203717.421281,0.00,
1614203717.421281,-0.05,
1614203717.421281,0.02,
1614203717.4312804,-0.02,
1614203717.4312804,0.02,
1614203717.4312804,0.00,
1614203717.4412804,-0.10,
1614203717.4412804,-0.03,
1614203717.4412804,0.02,
1614203717.4512804,-0.03,
1614203717.4512804,0.03,
1614203717.4512804,0.05,
1614203717.4512804,-0.03,
1614203717.461281,-0.03,
1614203717.461281,-0.07,
1614203717.461281,0.00,
1614203717.4712808,0.02,
1614203717.4712808,-0.07,
1614203717.4712808,-0.13,
1614203717.4812803,0.02,
1614203717.4812803,0.02,
1614203717.4812803,-0.05,
1614203717.4912803,-0.03,
1614203717.4912803,-0.02,
1614203717.4912803,-0.03,
1614203717.4912803,-0.02,
1614203717.5012805,-0.05,
1614203717.5012805,0.00,
1614203717.5012805,0.03,
1614203717.5112803,-0.02,
1614203717.5112803,0.05,
1614203717.5112803,-0.03,
1614203717.5212817,0.00,
1614203717.5212817,-0.05,
1614203717.5212817,-0.05,
1614203717.5212817,0.03,
1614203717.531281,0.00,
1614203717.531281,-0.02,
1614203717.531281,-0.08,
1614203717.542335,-0.05,
1614203717.542335,-0.05,
1614203717.542335,-0.05,
1614203717.542335,0.00,
1614203717.5523376,-0.03,
1614203717.5523376,-0.02,
1614203717.5523376,0.00,
1614203717.562338,-0.07,
1614203717.562338,-0.08,
1614203717.562338,-0.02,
1614203717.5723677,-0.08,
1614203717.5723677,-0.02,
1614203717.5723677,-0.05,
1614203717.5813768,-0.05,
1614203717.5813768,-0.03,
1614203717.5813768,-0.08,
1614203717.5813768,-0.02,
1614203717.5914032,-0.03,
1614203717.5914032,-0.03,
1614203717.5914032,-0.07,
1614203717.6015503,0.08,
1614203717.6015503,0.02,
1614203717.6015503,-0.02,
1614203717.6116512,-0.12,
1614203717.6116512,-0.05,
1614203717.6116512,-0.05,
1614203717.621382,-0.08,
1614203717.621382,-0.03,
1614203717.621382,-0.03,
1614203717.621382,-0.03,
1614203717.6315799,-0.02,
1614203717.6315799,-0.02,
1614203717.6315799,-0.05,
1614203717.641611,-0.05,
1614203717.641611,-0.03,
1614203717.641611,-0.02,
1614203717.6513824,-0.02,
1614203717.6513824,-0.02,
1614203717.6513824,0.00,
1614203717.6513824,-0.08,
1614203717.6615415,-0.02,
1614203717.6615415,-0.02,
1614203717.6615415,-0.03,
1614203717.671564,-0.03,
1614203717.671564,0.05,
1614203717.671564,-0.03,
1614203717.6814175,-0.07,
1614203717.6814175,0.07,
1614203717.6814175,0.05,
1614203717.6814175,0.00,
1614203717.6915095,-0.03,
1614203717.6915095,-0.05,
1614203717.6915095,-0.03,
1614203717.7015116,-0.02,
1614203717.7015116,0.05,
1614203717.7015116,-0.02,
1614203717.7114217,-0.05,
1614203717.7114217,0.02,
1614203717.7114217,-0.08,
1614203717.7114217,-0.03,
1614203717.721387,0.00,
1614203717.7313962,-0.03,
1614203717.7313962,-0.05,
1614203717.7313962,-0.05,
1614203717.7313962,-0.02,
1614203717.741382,-0.03,
1614203717.741382,-0.05,
1614203717.7513828,-0.02,
1614203717.7513828,0.02,
1614203717.7513828,0.02,
1614203717.7513828,0.00,
1614203717.761383,-0.07,
1614203717.761383,0.02,
1614203717.761383,-0.02,
1614203717.761383,0.03,
1614203717.761383,-0.08,
1614203717.771383,0.03,
1614203717.771383,-0.03,
1614203717.771383,-0.03,
1614203717.7813828,0.05,
1614203717.7813828,-0.02,
1614203717.7813828,-0.03,
1614203717.7813828,0.00,
1614203717.791382,-0.05,
1614203717.791382,0.03,
1614203717.791382,-0.02,
1614203717.801383,-0.03,
1614203717.801383,-0.03,
1614203717.801383,-0.02,
1614203717.8113825,-0.02,
1614203717.8113825,0.00,
1614203717.8113825,-0.03,
1614203717.8113825,0.02,
1614203717.8213902,0.03,
1614203717.8213902,-0.07,
1614203717.8213902,-0.05,
1614203717.8314834,-0.05,
1614203717.8314834,-0.03,
1614203717.8314834,0.02,
1614203717.8413963,0.00,
1614203717.8413963,-0.05,
1614203717.8413963,0.00,
1614203717.8413963,-0.07,
1614203717.8515377,-0.02,
1614203717.8515377,0.00,
1614203717.8515377,-0.02,
1614203717.8616047,-0.03,
1614203717.8616047,0.00,
1614203717.8616047,-0.02,
1614203717.8714006,0.00,
1614203717.8714006,-0.07,
1614203717.8714006,0.00,
1614203717.8714006,0.03,
1614203717.881524,-0.03,
1614203717.881524,-0.05,
1614203717.881524,0.00,
1614203717.891579,-0.07,
1614203717.891579,-0.03,
1614203717.891579,-0.03,
1614203717.9014103,0.02,
1614203717.9014103,-0.02,
1614203717.9014103,-0.07,
1614203717.9014103,0.00,
1614203717.9115174,-0.03,
1614203717.9115174,0.00,
1614203717.9115174,0.02,
1614203717.9215698,-0.03,
1614203717.9215698,-0.03,
1614203717.9215698,-0.02,
1614203717.9314194,-0.05,
1614203717.9314194,-0.02,
1614203717.9314194,-0.02,
1614203717.9314194,-0.05,
1614203717.941401,-0.05,
1614203717.941401,-0.03,
1614203717.941401,-0.02,
1614203717.9513876,-0.02,
1614203717.9513876,-0.02,
1614203717.9513876,-0.02,
1614203717.9615233,0.03,
1614203717.9615233,-0.02,
1614203717.9615233,-0.05,
1614203717.9615233,0.00,
1614203717.9714062,-0.02,
1614203717.9714062,0.00,
1614203717.9714062,-0.02,
1614203717.981554,-0.02,
1614203717.981554,-0.08,
1614203717.981554,-0.03,
1614203717.991581,-0.02,
1614203717.991581,0.08,
1614203717.991581,0.02,
1614203717.991581,-0.05,
1614203718.001427,0.00,
1614203718.001427,-0.05,
1614203718.001427,-0.05,
1614203718.011548,0.00,
1614203718.011548,-0.03,
1614203718.011548,0.00,
1614203718.0215979,-0.05,
1614203718.0215979,-0.03,
1614203718.0215979,-0.02,
1614203718.0215979,0.02,
1614203718.0314202,0.03,
1614203718.0314202,0.00,
1614203718.0314202,0.00,
1614203718.0415485,0.02,
1614203718.0415485,-0.02,
1614203718.0415485,-0.05,
1614203718.051427,0.00,
1614203718.051427,-0.05,
1614203718.051427,0.00,
1614203718.051427,-0.03,
1614203718.0613835,0.02,
1614203718.0613835,-0.03,
1614203718.0613835,0.00,
1614203718.071386,-0.02,
1614203718.071386,-0.05,
1614203718.071386,0.00,
1614203718.0813837,0.00,
1614203718.0813837,-0.02,
1614203718.0813837,-0.08,
1614203718.0813837,-0.08,
1614203718.0913856,0.02,
1614203718.0913856,0.00,
1614203718.0913856,0.08,
1614203718.101384,-0.07,
1614203718.101384,0.00,
1614203718.101384,-0.05,
1614203718.111398,0.00,
1614203718.111398,-0.05,
1614203718.111398,0.00,
1614203718.111398,-0.05,
1614203718.121384,-0.10,
1614203718.121384,-0.02,
1614203718.121384,-0.02,
1614203718.1313837,0.00,
1614203718.1313837,0.02,
1614203718.1313837,-0.02,
1614203718.1413836,0.00,
1614203718.1413836,-0.07,
1614203718.1413836,-0.13,
1614203718.1413836,-0.05,
1614203718.1513844,-0.02,
1614203718.1513844,-0.05,
1614203718.1513844,0.00,
1614203718.1613836,-0.08,
1614203718.1613836,0.00,
1614203718.1613836,-0.05,
1614203718.1713972,0.00,
1614203718.1713972,-0.07,
1614203718.1713972,0.03,
1614203718.1813855,0.00,
1614203718.1813855,0.02,
1614203718.1813855,-0.08,
1614203718.1813855,-0.05,
1614203718.1913843,0.03,
1614203718.1913843,0.00,
1614203718.1913843,-0.02,
1614203718.2013843,-0.03,
1614203718.2013843,-0.03,
1614203718.2013843,-0.02,
1614203718.211384,-0.05,
1614203718.211384,-0.05,
1614203718.211384,-0.02,
1614203718.211384,-0.03,
1614203718.2225509,0.03,
1614203718.2225509,-0.02,
1614203718.2225509,-0.03,
1614203718.2325544,0.02,
1614203718.2425559,-0.02,
1614203718.2425559,0.02,
1614203718.2425559,0.02,
1614203718.2525818,0.00,
1614203718.2525818,0.00,
1614203718.2525818,-0.03,
1614203718.2525818,-0.02,
1614203718.2525818,0.00,
1614203718.262556,0.00,
1614203718.262556,0.02,
1614203718.262556,-0.02,
1614203718.262556,-0.03,
1614203718.262556,-0.02,
1614203718.272556,-0.03,
1614203718.272556,0.02,
1614203718.272556,0.05,
1614203718.2825553,-0.03,
1614203718.291563,0.05,
1614203718.291563,0.08,
1614203718.291563,0.13,
1614203718.291563,0.13,
1614203718.291563,0.22,
1614203718.3015676,0.28,
1614203718.3015676,0.40,
1614203718.3015676,0.55,
1614203718.3115668,0.73,
1614203718.3115668,1.05,
1614203718.3115668,1.73,
1614203718.3115668,3.45,
1614203718.3216763,9.30,
1614203718.3216763,14.82,
1614203718.3216763,14.00,
1614203718.3316753,15.17,
1614203718.3316753,17.03,
1614203718.3316753,16.15,
1614203718.3416624,15.97,
1614203718.3416624,16.28,
1614203718.3416624,14.92,
1614203718.3515751,14.57,
1614203718.3515751,14.55,
1614203718.3515751,13.87,
1614203718.3515751,13.38,
1614203718.3617418,13.80,
1614203718.3617418,13.95,
1614203718.3617418,14.25,
1614203718.371757,14.55,
1614203718.371757,15.20,
1614203718.371757,15.82,
1614203718.3815675,16.17,
1614203718.3815675,16.78,
1614203718.3815675,17.50,
1614203718.3915782,18.10,
1614203718.3915782,18.20,
1614203718.3915782,18.33,
1614203718.3915782,17.95,
1614203718.4015687,17.72,
1614203718.4015687,17.43,
1614203718.4015687,17.38,
1614203718.411642,17.35,
1614203718.411642,17.30,
1614203718.411642,16.83,
1614203718.4216316,16.37,
1614203718.4216316,15.80,
1614203718.4216316,15.37,
1614203718.4316242,15.03,
1614203718.4326806,14.68,
1614203718.4326806,14.80,
1614203718.4326806,15.13,
1614203718.4427195,15.23,
1614203718.4427195,15.17,
1614203718.4427195,15.62,
1614203718.452857,15.88,
1614203718.452857,15.75,
1614203718.452857,15.30,
1614203718.4627159,15.28,
1614203718.4627159,15.37,
1614203718.4627159,15.38,
1614203718.4627159,15.55,
1614203718.4726954,15.50,
1614203718.4726954,15.75,
1614203718.4726954,15.32,
1614203718.4828565,15.12,
1614203718.4828565,15.10,
1614203718.4828565,15.42,
1614203718.4920254,15.35,
1614203718.4920254,15.02,
1614203718.4920254,15.12,
1614203718.5021567,14.97,
1614203718.5021567,15.02,
1614203718.5021567,15.07,
1614203718.5120678,14.85,
1614203718.5120678,15.00,
1614203718.5120678,14.90,
1614203718.5120678,15.12,
1614203718.5237913,14.70,
1614203718.5237913,14.72,
1614203718.5237913,14.37,
1614203718.5338154,14.00,
1614203718.5338154,13.92,
1614203718.5338154,13.53,
1614203718.5338154,13.55,
1614203718.5438306,13.47,
1614203718.5438306,13.40,
1614203718.5438306,12.85,
1614203718.5539322,12.72,
1614203718.5539322,12.57,
1614203718.5637903,11.97,
1614203718.5637903,11.33,
1614203718.5637903,10.95,
1614203718.5637903,10.50,
1614203718.5737932,10.20,
1614203718.5737932,10.05,
1614203718.5737932,10.05,
1614203718.5737932,9.90,
1614203718.5839584,10.03,
1614203718.5839584,9.92,
1614203718.592069,9.98,
1614203718.592069,9.98,
1614203718.592069,10.00,
1614203718.592069,10.02,
1614203718.6022103,9.98,
1614203718.6022103,9.95,
1614203718.6022103,9.93,
1614203718.6121802,10.02,
1614203718.6121802,9.95,
1614203718.6121802,9.87,
1614203718.6221092,10.02,
1614203718.6221092,10.22,
1614203718.6221092,10.05,
1614203718.6320775,10.47,
1614203718.6320775,10.68,
1614203718.6320775,10.88,
1614203718.6320775,10.98,
1614203718.6420748,11.27,
1614203718.6420748,11.92,
1614203718.6420748,12.17,
1614203718.652114,12.68,
1614203718.652114,12.90,
1614203718.66211,13.07,
1614203718.66211,13.05,
1614203718.66211,13.12,
1614203718.66211,13.28,
1614203718.6720777,13.45,
1614203718.6720777,13.53,
1614203718.6720777,13.15,
1614203718.6720777,13.30,
1614203718.682088,13.03,
1614203718.682088,12.50,
1614203718.682088,12.57,
1614203718.6921678,12.08,
1614203718.6921678,11.72,
1614203718.6921678,11.53,
1614203718.7020786,11.20,
1614203718.7020786,10.80,
1614203718.7020786,10.28,
1614203718.7122447,9.97,
1614203718.7122447,9.92,
1614203718.7122447,9.73,
1614203718.7122447,9.58,
1614203718.7220745,9.57,
1614203718.7220745,9.60,
1614203718.7220745,9.87,
1614203718.7322633,10.13,
1614203718.7322633,10.12,
1614203718.7322633,10.30,
1614203718.7422726,10.22,
1614203718.7520752,10.15,
1614203718.7520752,10.53,
1614203718.7520752,10.92,
