Time,Tag,Flow1,EIT
1615261817.49861,,"-0.03
",
1615261817.5016024,,"-0.02
",
1615261817.5045943,,"-0.03
",
1615261817.507586,,"-0.05
",
1615261817.5105784,,"-0.03
",
1615261817.51357,,"0.02
",
1615261817.5165622,,"-0.03
",
1615261817.5195556,,"0.00
",
1615261817.5225472,,"-0.03
",
1615261817.5255394,,"0.00
",
1615261817.5285318,,"-0.07
",
1615261817.5315225,,"0.02
",
1615261817.5345159,,"-0.03
",
1615261817.5375075,,"-0.03
",
1615261817.5404994,,"-0.03
",
1615261817.5434914,,"-0.10
",
1615261817.5464838,,"-0.02
",
1615261817.5494764,,"-0.05
",
1615261817.552468,,"-0.03
",
1615261817.5554602,,"-0.03
",
1615261817.558452,,"0.00
",
1615261817.561446,,"-0.03
",
1615261817.5644364,,"-0.05
",
1615261817.5674288,,"-0.03
",
1615261817.5704207,,"0.00
",
1615261817.5734127,,"-0.05
",
1615261817.5764053,,"-0.05
",
1615261817.5793984,,"-0.03
",
1615261817.5823894,,"-0.08
",
1615261817.5853806,,"-0.05
",
1615261817.5883737,,"-0.03
",
1615261817.5913649,,"0.02
",
1615261817.594358,,"-0.05
",
1615261817.5973506,,"0.00
",
1615261817.600342,,"-0.05
",
1615261817.603334,,"-0.02
",
1615261817.606326,,"-0.05
",
1615261817.6093185,,"0.02
",
1615261817.6123104,,"-0.03
",
1615261817.6153018,,"-0.08
",
1615261817.6182945,,"-0.02
",
1615261817.6222835,,"-0.02
",
1615261817.6252754,,"-0.05
",
1615261817.6282685,,"-0.02
",
1615261817.63126,,"-0.03
",
1615261817.6342528,,"-0.07
",
1615261817.6372454,,"-0.02
",
1615261817.6402366,,"-0.02
",
1615261817.643229,,"-0.02
",
1615261817.6462214,,"-0.05
",
1615261817.6492128,,"0.03
",
1615261817.6522052,,"-0.03
",
1615261817.6551974,,"-0.03
",
1615261817.6581898,,"0.02
",
1615261817.661182,,"0.03
",
1615261817.6641736,,"0.00
",
1615261817.6671662,,"-0.03
",
1615261817.6701577,,"-0.03
",
1615261817.6731505,,"0.02
",
1615261817.6761425,,"-0.05
",
1615261817.6791341,,"-0.07
",
1615261817.682126,,"-0.03
",
1615261817.685118,,"0.00
",
1615261817.6881099,,"0.02
",
1615261817.6911023,,"0.07
",
1615261817.6940954,,"0.00
",
1615261817.697086,,"-0.05
",
1615261817.7000785,,"-0.03
",
1615261817.7030725,,"-0.07
",
1615261817.706065,,"-0.05
",
1615261817.7090552,,"-0.05
",
1615261817.7120469,,"-0.02
",
1615261817.7150395,,"-0.03
",
1615261817.7180326,,"-0.05
",
1615261817.7210248,,"-0.03
",
1615261817.724015,,"0.03
",
1615261817.7270074,,"-0.03
",
1615261817.7299993,,"0.03
",
1615261817.7329917,,"0.00
",
1615261817.735984,,"-0.07
",
1615261817.7389784,,"-0.10
",
1615261817.7419689,,"-0.05
",
1615261817.7449615,,"-0.08
",
1615261817.7479525,,"-0.02
",
1615261817.7509456,,"-0.03
",
1615261817.7539384,,"-0.02
",
1615261817.7569299,,"-0.05
",
1615261817.7599208,,"-0.08
",
1615261817.762913,,"-0.05
",
1615261817.7659059,,"-0.02
",
1615261817.7688982,,"0.00
",
1615261817.7718902,,"-0.10
",
1615261817.7748818,,"0.00
",
1615261817.777874,,"-0.05
",
1615261817.7808661,,"0.00
",
1615261817.7838585,,"-0.08
",
1615261817.786851,,"-0.05
",
1615261817.7898428,,"-0.02
",
1615261817.7928343,,"-0.02
",
1615261817.7958274,,"0.00
",
1615261817.7988195,,"-0.03
",
1615261817.8018115,,"-0.03
",
1615261817.804803,,"-0.03
",
1615261817.8077946,,"0.00
",
1615261817.8107865,,"-0.05
",
1615261817.8137789,,"-0.05
",
1615261817.8167708,,"-0.07
",
1615261817.8197641,,"-0.05
",
1615261817.8227556,,"-0.05
",
1615261817.825753,,"-0.03
",
1615261817.82874,,"-0.02
",
1615261817.8317325,,"-0.05
",
1615261817.8347235,,"-0.02
",
1615261817.8377159,,"-0.03
",
1615261817.8407083,,"0.00
",
1615261817.8437002,,"-0.02
",
1615261817.8466923,,"-0.05
",
1615261817.8496842,,"0.02
",
1615261817.8526766,,"-0.05
",
1615261817.8556683,,"0.02
",
1615261817.858661,,"-0.03
",
1615261817.8626509,,"-0.02
",
1615261817.865643,,"-0.07
",
1615261817.8676374,,"0.00
",
1615261817.8716273,,"-0.02
",
1615261817.8746188,,"-0.02
",
1615261817.8776119,,"-0.05
",
1615261817.8806038,,"-0.05
",
1615261817.8835948,,"-0.05
",
1615261817.8865876,,"-0.05
",
1615261817.8895795,,"-0.03
",
1615261817.8925717,,"0.00
",
1615261817.895564,,"0.02
",
1615261817.898559,,"0.00
",
1615261817.9015486,,"-0.02
",
1615261817.9045417,,"0.05
",
1615261817.9075332,,"0.00
",
1615261817.9105248,,"0.00
",
1615261817.9135299,,"-0.02
",
1615261817.9165082,,"-0.07
",
1615261817.9195015,,"-0.03
",
1615261817.9224932,,"-0.03
",
1615261817.9254851,,"-0.02
",
1615261817.9284766,,"0.00
",
1615261817.9314692,,"-0.08
",
1615261817.934461,,"-0.02
",
1615261817.937455,,"-0.05
",
1615261817.9404454,,"0.00
",
1615261817.9434378,,"0.00
",
1615261817.9464297,,"-0.05
",
1615261817.9494221,,"-0.03
",
1615261817.9524148,,"-0.02
",
1615261817.9554057,,"-0.07
",
1615261817.9583979,,"-0.02
",
1615261817.9613898,,"-0.07
",
1615261817.9643817,,"0.03
",
1615261817.967374,,"-0.02
",
1615261817.970367,,"-0.03
",
1615261817.9733603,,"-0.02
",
1615261817.9763515,,"-0.07
",
1615261817.979344,,"-0.02
",
1615261817.982335,,"-0.03
",
1615261817.985328,,"0.00
",
1615261817.9883187,,"0.00
",
1615261817.9913108,,"-0.03
",
1615261817.9943078,,"-0.03
",
1615261817.9972954,,"-0.05
",
1615261818.000287,,"0.00
",
1615261818.0032797,,"-0.05
",
1615261818.006272,,"-0.08
",
1615261818.0092645,,"-0.10
",
1615261818.012257,,"-0.02
",
1615261818.0152485,,"-0.08
",
1615261818.0182412,,"-0.05
",
1615261818.021233,,"0.03
",
1615261818.024225,,"-0.05
",
1615261818.0272164,,"-0.03
",
1615261818.0302088,,"-0.03
",
1615261818.0332012,,"0.00
",
1615261818.0361934,,"-0.03
",
1615261818.0391855,,"-0.02
",
1615261818.0421767,,"-0.07
",
1615261818.0451698,,"0.00
",
1615261818.0481615,,"-0.03
",
1615261818.051154,,"-0.12
",
1615261818.0541463,,"-0.05
",
1615261818.0571394,,"-0.03
",
1615261818.0601306,,"-0.02
",
1615261818.0631227,,"-0.10
",
1615261818.0661151,,"-0.07
",
1615261818.0691073,,"-0.02
",
1615261818.072099,,"-0.08
",
1615261818.0750914,,"-0.07
",
1615261818.0780828,,"-0.02
",
1615261818.081075,,"-0.02
",
1615261818.0840676,,"-0.07
",
1615261818.0870602,,"-0.02
",
1615261818.090052,,"-0.07
",
1615261818.0930443,,"-0.02
",
1615261818.0960362,,"-0.03
",
1615261818.0990272,,"-0.12
",
1615261818.10202,,"-0.07
",
1615261818.1060214,,"-0.03
",
1615261818.1090012,,"-0.07
",
1615261818.1119928,,"-0.03
",
1615261818.1149857,,"-0.05
",
1615261818.1179776,,"-0.07
",
1615261818.1209698,,"0.00
",
1615261818.1239617,,"-0.03
",
1615261818.1269538,,"-0.02
",
1615261818.129946,,"-0.02
",
1615261818.1329377,,"-0.02
",
1615261818.13593,,"-0.02
",
1615261818.138923,,"0.00
",
1615261818.1419146,,"-0.03
",
1615261818.1449075,,"-0.02
",
1615261818.1478987,,"-0.03
",
1615261818.1508906,,"0.02
",
1615261818.153883,,"0.03
",
1615261818.1568778,,"-0.03
",
1615261818.1598673,,"-0.03
",
1615261818.1628597,,"-0.05
",
1615261818.1658514,,"-0.03
",
1615261818.1688433,,"-0.03
",
1615261818.1718357,,"0.05
",
1615261818.1748283,,"-0.03
",
1615261818.1778202,,"-0.02
",
1615261818.1808124,,"-0.05
",
1615261818.183805,,"0.00
",
1615261818.1867964,,"-0.03
",
1615261818.1897883,,"-0.03
",
1615261818.19278,,"-0.03
",
1615261818.1957755,,"-0.03
",
1615261818.198765,,"-0.05
",
1615261818.2017567,,"-0.07
",
1615261818.2047496,,"-0.05
",
1615261818.2077427,,"0.05
",
1615261818.2107346,,"-0.03
",
1615261818.2137265,,"-0.08
",
1615261818.2167296,,"-0.07
",
1615261818.21971,,"-0.08
",
1615261818.2227037,,"-0.02
",
1615261818.2256937,,"-0.03
",
1615261818.2286873,,"-0.03
",
1615261818.2316797,,"-0.05
",
1615261818.2346706,,"-0.05
",
1615261818.2376623,,"-0.02
",
1615261818.240655,,"-0.07
",
1615261818.2436466,,"0.00
",
1615261818.2466404,,"0.00
",
1615261818.2496326,,"-0.07
",
1615261818.252625,,"0.03
",
1615261818.2556176,,"-0.02
",
1615261818.2586067,,"0.02
",
1615261818.2615988,,"0.00
",
1615261818.2645912,,"0.00
",
1615261818.267583,,"0.00
",
1615261818.2705755,,"-0.05
",
1615261818.273568,,"-0.05
",
1615261818.2765613,,"-0.07
",
1615261818.2795522,,"-0.05
",
1615261818.2825437,,"-0.05
",
1615261818.285536,,"0.02
",
1615261818.288528,,"0.03
",
1615261818.2915204,,"-0.05
",
1615261818.2945123,,"-0.07
",
1615261818.2975044,,"-0.05
",
1615261818.3004968,,"-0.08
",
1615261818.303489,,"0.02
",
1615261818.3064804,,"-0.08
",
1615261818.3094738,,"-0.03
",
1615261818.312466,,"0.00
",
1615261818.3154578,,"-0.02
",
1615261818.31845,,"0.02
",
1615261818.3214428,,"0.00
",
1615261818.3244333,,"-0.03
",
1615261818.3274267,,"-0.02
",
1615261818.3304186,,"-0.02
",
1615261818.3334105,,"-0.07
",
1615261818.3364027,,"-0.08
",
1615261818.3399022,,"-0.08
",
1615261818.3428946,,"-0.02
",
1615261818.3458872,,"-0.07
",
1615261818.348879,,"-0.03
",
1615261818.3518713,,"-0.03
",
1615261818.3548636,,"-0.02
",
1615261818.3578563,,"-0.07
",
1615261818.3608484,,"0.02
",
1615261818.3638406,,"-0.12
",
1615261818.366832,,"-0.02
",
1615261818.3698244,,"-0.03
",
1615261818.372815,,"-0.03
",
1615261818.3758078,,"-0.03
",
1615261818.3788002,,"-0.03
",
1615261818.381792,,"0.00
",
1615261818.3847847,,"-0.02
",
1615261818.3877754,,"-0.10
",
1615261818.3907676,,"-0.08
",
1615261818.3937604,,"-0.08
",
1615261818.3967524,,"-0.05
",
1615261818.3997445,,"0.03
",
1615261818.4027362,,"-0.07
",
1615261818.4057283,,"-0.02
",
1615261818.4087205,,"0.02
",
1615261818.411712,,"0.02
",
1615261818.4147043,,"-0.03
",
1615261818.4176967,,"-0.03
",
1615261818.4206896,,"0.02
",
1615261818.423681,,"-0.05
",
1615261818.4266732,,"-0.10
",
1615261818.4296653,,"-0.03
",
1615261818.4326577,,"-0.02
",
1615261818.4356499,,"0.05
",
1615261818.4386425,,"-0.02
",
1615261818.4416344,,"-0.05
",
1615261818.4446266,,"-0.03
",
1615261818.447619,,"0.00
",
1615261818.4506106,,"-0.03
",
1615261818.453603,,"-0.08
",
1615261818.4565954,,"0.02
",
1615261818.4595876,,"-0.03
",
1615261818.4635763,,"-0.02
",
1615261818.4665687,,"-0.05
",
1615261818.4695609,,"-0.02
",
1615261818.4725525,,"-0.03
",
1615261818.4755447,,"-0.07
",
1615261818.4785368,,"-0.03
",
1615261818.4815285,,"-0.05
",
1615261818.4845212,,"-0.03
",
1615261818.4875135,,"-0.10
",
1615261818.490506,,"-0.05
",
1615261818.4934978,,"0.00
",
1615261818.4964898,,"0.00
",
1615261818.499482,,"0.00
",
1615261818.5024757,,"-0.05
",
1615261818.5054662,,"-0.05
",
1615261818.5084577,,"-0.05
",
1615261818.5114508,,"-0.05
",
1615261818.5144422,,"0.00
",
1615261818.5174344,,"-0.08
",
1615261818.520427,,"-0.03
",
1615261818.523418,,"-0.08
",
1615261818.5264106,,"-0.02
",
1615261818.529403,,"-0.05
",
1615261818.5323956,,"-0.02
",
1615261818.535388,,"-0.03
",
1615261818.538379,,"-0.03
",
1615261818.5413718,,"-0.05
",
1615261818.5443795,,"-0.03
",
1615261818.5473566,,"-0.03
",
1615261818.5503483,,"0.00
",
1615261818.5533402,,"0.02
",
1615261818.5563319,,"-0.05
",
1615261818.5593235,,"-0.03
",
1615261818.5623155,,"-0.03
",
1615261818.5653079,,"-0.03
",
1615261818.5683,,"-0.08
",
1615261818.5713615,,"-0.02
",
1615261818.5742846,,"-0.07
",
1615261818.5772765,,"-0.08
",
1615261818.5802684,,"-0.08
",
1615261818.5832608,,"-0.05
",
1615261818.5862534,,"-0.03
",
1615261818.5892456,,"0.03
",
1615261818.5922365,,"-0.05
",
1615261818.5952294,,"-0.05
",
1615261818.5982213,,"-0.05
",
1615261818.601214,,"0.02
",
1615261818.6042054,,"-0.02
",
1615261818.6071982,,"0.03
",
1615261818.61019,,"-0.02
",
1615261818.613182,,"-0.05
",
1615261818.6161747,,"-0.05
",
1615261818.6191666,,"0.02
",
1615261818.6221588,,"0.05
",
1615261818.6251514,,"-0.07
",
1615261818.6281433,,"-0.07
",
1615261818.6311355,,"-0.10
",
1615261818.634128,,"-0.13
",
1615261818.63712,,"0.00
",
1615261818.6401117,,"-0.07
",
1615261818.6431038,,"-0.05
",
1615261818.6460965,,"0.00
",
1615261818.649088,,"-0.03
",
1615261818.6520803,,"0.02
",
1615261818.655072,,"-0.05
",
1615261818.658064,,"0.00
",
1615261818.6610565,,"-0.03
",
1615261818.6640487,,"-0.03
",
1615261818.6670406,,"-0.02
",
1615261818.6700327,,"-0.07
",
1615261818.6730251,,"-0.03
",
1615261818.6760163,,"-0.03
",
1615261818.6790085,,"-0.02
",
1615261818.6820006,,"-0.05
",
1615261818.684993,,"-0.05
",
1615261818.6879857,,"-0.02
",
1615261818.6909766,,"-0.05
",
1615261818.6939695,,"-0.02
",
1615261818.6969604,,"-0.02
",
1615261818.7009509,,"-0.07
",
1615261818.7039425,,"-0.07
",
1615261818.7069345,,"-0.02
",
1615261818.7099268,,"0.02
",
1615261818.7129188,,"-0.02
",
1615261818.7159114,,"-0.02
",
1615261818.718913,,"-0.02
",
1615261818.7218952,,"-0.05
",
1615261818.7248878,,"-0.05
",
1615261818.7278795,,"-0.08
",
1615261818.7308724,,"-0.03
",
1615261818.7338636,,"-0.08
",
1615261818.7368557,,"0.00
",
1615261818.7398486,,"-0.05
",
1615261818.742841,,"0.02
",
1615261818.7458322,,"-0.03
",
1615261818.7488244,,"-0.07
",
1615261818.7518167,,"0.00
",
1615261818.7548087,,"-0.07
",
1615261818.7578,,"-0.07
",
1615261818.7607925,,"0.00
",
1615261818.7637851,,"-0.03
",
1615261818.7667775,,"0.02
",
1615261818.7697694,,"-0.12
",
1615261818.7727616,,"-0.05
",
1615261818.7757545,,"0.03
",
1615261818.7787466,,"-0.02
",
1615261818.781738,,"-0.02
",
1615261818.7847302,,"-0.02
",
1615261818.7877226,,"-0.07
",
1615261818.7907143,,"-0.05
",
1615261818.7937064,,"-0.10
",
1615261818.7966986,,"-0.05
",
1615261818.7996905,,"-0.10
",
1615261818.8026829,,"-0.05
",
1615261818.8056755,,"-0.05
",
1615261818.8086672,,"0.00
",
1615261818.811659,,"-0.05
",
1615261818.8146517,,"-0.03
",
1615261818.817643,,"-0.02
",
1615261818.8206356,,"-0.05
",
1615261818.8236268,,"0.00
",
1615261818.826619,,"0.00
",
1615261818.8296113,,"-0.02
",
1615261818.832603,,"-0.02
",
1615261818.8355956,,"-0.03
",
1615261818.8385882,,"0.02
",
1615261818.84158,,"0.00
",
1615261818.8445728,,"0.05
",
1615261818.8475637,,"-0.02
",
1615261818.8505566,,"-0.08
",
1615261818.8535495,,"-0.02
",
1615261818.856542,,"-0.02
",
1615261818.8595338,,"-0.05
",
1615261818.8625255,,"0.00
",
1615261818.8655176,,"0.00
",
1615261818.86851,,"-0.02
",
1615261818.8715017,,"-0.03
",
1615261818.8744936,,"0.00
",
1615261818.8774858,,"-0.05
",
1615261818.8804781,,"-0.05
",
1615261818.8834698,,"-0.02
",
1615261818.8864617,,"-0.08
",
1615261818.8894536,,"0.00
",
1615261818.8924472,,"0.00
",
1615261818.8954382,,"-0.05
",
1615261818.8984308,,"-0.03
",
1615261818.9014225,,"-0.07
",
1615261818.9044144,,"-0.07
",
1615261818.9074068,,"0.00
",
1615261818.910399,,"-0.02
",
1615261818.9133923,,"-0.03
",
1615261818.9163835,,"-0.05
",
1615261818.9193769,,"-0.10
",
1615261818.9223678,,"-0.05
",
1615261818.9253602,,"0.03
",
1615261818.9283526,,"-0.05
",
1615261818.9313436,,"-0.05
",
1615261818.9343374,,"-0.03
",
1615261818.937328,,"-0.03
",
1615261818.9403205,,"-0.08
",
1615261818.9433117,,"-0.02
",
1615261818.946304,,"-0.05
",
1615261818.9492984,,"0.00
",
1615261818.9522889,,"-0.02
",
1615261818.9552813,,"-0.02
",
1615261818.9582736,,"-0.10
",
1615261818.9622643,,"-0.12
",
1615261818.9652538,,"-0.02
",
1615261818.968248,,"-0.07
",
1615261818.9712377,,"-0.07
",
1615261818.9742298,,"-0.05
",
1615261818.977222,,"-0.05
",
1615261818.980214,,"-0.13
",
1615261818.983206,,"-0.08
",
1615261818.9861991,,"-0.02
",
1615261818.989192,,"-0.02
",
1615261818.992184,,"-0.08
",
1615261818.9951882,,"-0.05
",
1615261818.9981685,,"-0.07
",
1615261819.0011597,,"-0.02
",
1615261819.0041544,,"-0.05
",
1615261819.0071435,,"0.03
",
1615261819.0101366,,"-0.03
",
1615261819.0131285,,"-0.02
",
1615261819.0161192,,"-0.03
",
1615261819.0191119,,"0.02
",
1615261819.0221043,,"-0.02
",
1615261819.025096,,"0.03
",
1615261819.0280879,,"-0.02
",
1615261819.0310802,,"-0.05
",
1615261819.0340729,,"0.03
",
1615261819.037064,,"-0.02
",
1615261819.040057,,"-0.05
",
1615261819.0430498,,"0.02
",
1615261819.0460405,,"0.02
",
1615261819.0490336,,"-0.05
",
1615261819.052026,,"-0.08
",
1615261819.0550175,,"-0.05
",
1615261819.0580096,,"-0.05
",
1615261819.061002,,"-0.03
",
1615261819.0639944,,"-0.03
",
1615261819.066986,,"-0.02
",
1615261819.069979,,"-0.05
",
1615261819.0729704,,"0.02
",
1615261819.0759635,,"-0.03
",
1615261819.0789552,,"-0.03
",
1615261819.0819473,,"-0.05
",
1615261819.0849395,,"0.02
",
1615261819.0879314,,"-0.07
",
1615261819.0909238,,"-0.03
",
1615261819.0939164,,"0.03
",
1615261819.0969076,,"0.02
",
1615261819.099901,,"-0.10
",
1615261819.102892,,"-0.03
",
1615261819.105884,,"-0.03
",
1615261819.1088762,,"-0.07
",
1615261819.1118681,,"-0.03
",
1615261819.1148608,,"-0.05
",
1615261819.117852,,"-0.03
",
1615261819.1208444,,"-0.07
",
1615261819.1238358,,"-0.07
",
1615261819.1268277,,"-0.03
",
1615261819.1298203,,"-0.07
",
1615261819.1328125,,"-0.07
",
1615261819.1358047,,"0.02
",
1615261819.1387975,,"0.00
",
1615261819.1427863,,"-0.02
",
1615261819.1457787,,"-0.02
",
1615261819.1487706,,"0.00
",
1615261819.151763,,"-0.03
",
1615261819.1547549,,"-0.03
",
1615261819.157747,,"-0.05
",
1615261819.1607394,,"-0.05
",
1615261819.1637404,,"-0.03
",
1615261819.1667235,,"-0.03
",
1615261819.1697152,,"-0.03
",
1615261819.1727202,,"-0.05
",
1615261819.1757002,,"-0.07
",
1615261819.1786916,,"-0.02
",
1615261819.181684,,"-0.02
",
1615261819.1846762,,"0.02
",
1615261819.1876674,,"0.02
",
1615261819.19066,,"0.00
",
1615261819.1936522,,"-0.08
",
1615261819.196645,,"-0.05
",
