Time,Flow1,Flow2
1614205965.3594072,,0.10
1614205965.3610616,0.17,
1614205965.3624334,,-0.10
1614205965.3638284,0.30,
1614205965.36562,,-0.15
1614205965.3672643,0.27,
1614205965.3681571,,-0.22
1614205965.3702388,0.33,
1614205965.371247,,-0.38
1614205965.3732502,0.28,
1614205965.3742735,,-0.30
1614205965.3762977,0.22,
1614205965.3776808,,-0.37
1614205965.3793614,0.17,
1614205965.3808928,,-0.27
1614205965.3823345,0.15,
1614205965.383758,,-0.27
1614205965.3847587,0.18,
1614205965.3866875,,-0.38
1614205965.3885396,0.15,
1614205965.3897572,,-0.33
1614205965.3912463,0.18,
1614205965.3923447,,-0.30
1614205965.394241,0.10,
1614205965.3957925,,-0.22
1614205965.3976605,0.08,
1614205965.3988354,,-0.13
1614205965.400662,0.02,
1614205965.4014428,,-0.05
1614205965.4036348,-0.02,
1614205965.404635,,-0.02
1614205965.406416,0.00,
1614205965.407499,,-0.02
1614205965.4098089,-0.10,
1614205965.4109154,,0.12
1614205965.4125605,-0.08,
1614205965.413746,,0.07
1614205965.415856,-0.08,
1614205965.4166455,,0.07
1614205965.4187663,-0.13,
1614205965.4199727,,0.15
1614205965.421113,-0.25,
1614205965.4221182,,0.10
1614205965.4247732,-0.22,
1614205965.4257536,,0.18
1614205965.4278133,-0.25,
1614205965.4288354,,0.17
1614205965.4306574,-0.30,
1614205965.4318085,,0.23
1614205965.4336598,-0.32,
1614205965.4347105,,0.28
1614205965.4370322,-0.38,
1614205965.4380357,,0.25
1614205965.439956,-0.37,
1614205965.4411318,,0.27
1614205965.4431312,-0.35,
1614205965.4439569,,0.32
1614205965.4461906,-0.33,
1614205965.4473512,,0.32
1614205965.4492247,-0.37,
1614205965.4502213,,0.40
1614205965.4522822,-0.20,
1614205965.4530396,,0.32
1614205965.455176,-0.12,
1614205965.4562712,,0.43
1614205965.4581738,-0.17,
1614205965.4593186,,0.48
1614205965.4612424,0.03,
1614205965.4622455,,0.43
1614205965.4639835,0.08,
1614205965.4653518,,0.45
1614205965.4673593,0.18,
1614205965.4680905,,0.40
1614205965.4760754,,0.35
1614205965.4760754,,0.28
1614205965.4760754,0.22,
1614205965.4760754,0.10,
1614205965.477075,0.15,
1614205965.477075,,0.18
1614205965.4796076,0.10,
1614205965.480338,,0.13
1614205965.4823465,0.17,
1614205965.4833813,,0.12
1614205965.4853835,0.15,
1614205965.486378,,0.03
1614205965.4884884,0.17,
1614205965.489329,,-0.07
1614205965.491425,0.23,
1614205965.4926274,,-0.08
1614205965.4947739,0.20,
1614205965.495754,,-0.12
1614205965.4980662,0.17,
1614205965.4988115,,-0.22
1614205965.5008168,0.20,
1614205965.5018222,,-0.25
1614205965.5036707,0.17,
1614205965.5047011,,-0.28
1614205965.5069237,0.20,
1614205965.5069237,,-0.25
1614205965.5102382,0.15,
1614205965.5102382,,-0.32
1614205965.513206,0.17,
1614205965.513771,,-0.32
1614205965.515929,0.25,
1614205965.516918,,-0.42
1614205965.518911,0.28,
1614205965.5197523,,-0.58
1614205965.5224302,0.33,
1614205965.5224302,,-0.62
1614205965.5252733,0.45,
1614205965.5260284,,-0.60
1614205965.5283415,0.47,
1614205965.5283415,,-0.40
1614205965.5313132,0.47,
1614205965.5313132,,-0.45
1614205965.5340674,0.57,
1614205965.5347729,,-0.23
1614205965.5374856,0.62,
1614205965.5374856,,-0.15
1614205965.540571,0.75,
1614205965.540571,,-0.12
1614205965.5435586,0.88,
1614205965.5435586,,0.05
1614205965.5465572,0.93,
1614205965.5485842,,0.12
1614205965.5555325,,0.15
1614205965.5565317,0.95,
1614205965.5585217,0.93,
1614205965.5585217,0.95,
1614205965.5585217,,0.23
1614205965.559518,,0.20
1614205965.559518,,0.15
1614205965.559518,0.83,
1614205965.5625114,,0.17
1614205965.5655031,0.70,
1614205965.5664995,0.60,
1614205965.567498,,0.28
1614205965.567498,,0.37
1614205965.567498,0.22,
1614205965.5714872,-0.15,
1614205965.5734818,,0.43
1614205965.5744789,-0.43,
1614205965.5774713,,0.58
1614205965.5774713,,0.73
1614205965.5774713,-0.77,
1614205965.5804636,-1.17,
1614205965.5804636,,0.93
1614205965.5834556,,1.02
1614205965.5874445,,1.10
1614205965.5874445,-1.33,
1614205965.5874445,-1.45,
1614205965.5894394,-1.32,
1614205965.5894394,,1.53
1614205965.5914338,-0.95,
1614205965.5924313,,2.23
1614205965.5944257,-0.15,
1614205965.5964205,,3.18
1614205965.5984159,0.37,
1614205965.6024046,0.57,
1614205965.6024046,,3.82
1614205965.6043994,,4.30
1614205965.6043994,,4.68
1614205965.6043994,0.42,
1614205965.6063938,0.23,
1614205965.6073916,,4.72
1614205965.6094725,0.13,
1614205965.6094725,,4.75
1614205965.6094725,,4.57
1614205965.6094725,0.22,
1614205965.617977,0.13,
1614205965.617977,,4.28
1614205965.617977,,3.80
1614205965.617977,0.05,
1614205965.617977,0.20,
1614205965.617977,,3.48
1614205965.617977,0.23,
1614205965.617977,,3.22
1614205965.628017,0.25,
1614205965.628017,,2.80
1614205965.628017,0.17,
1614205965.628017,,2.62
1614205965.628017,0.17,
1614205965.628017,,2.30
1614205965.628017,0.18,
1614205965.63798,,2.28
1614205965.63798,0.12,
1614205965.63798,,2.08
1614205965.63798,-0.02,
1614205965.63798,,2.22
1614205965.63798,-0.07,
1614205965.63798,,2.33
1614205965.648084,-0.07,
1614205965.648084,,2.67
1614205965.648084,-0.13,
1614205965.648084,,2.98
1614205965.648084,-0.15,
1614205965.648084,,3.53
1614205965.658084,-0.15,
1614205965.658084,,3.88
1614205965.658084,-0.12,
1614205965.658084,,4.30
1614205965.658084,-0.15,
1614205965.658084,,4.90
1614205965.6679952,-0.13,
1614205965.6679952,,5.73
1614205965.6679952,-0.03,
1614205965.6679952,,6.30
1614205965.6679952,0.05,
1614205965.6679952,,6.83
1614205965.6679952,0.15,
1614205965.6679952,,7.35
1614205965.67798,0.17,
1614205965.67798,,7.98
1614205965.67798,0.30,
1614205965.67798,,8.55
1614205965.67798,0.32,
1614205965.67798,,8.45
1614205965.6880767,0.38,
1614205965.6880767,,8.57
1614205965.6880767,0.50,
1614205965.6880767,,8.85
1614205965.6880767,0.45,
1614205965.6880767,,8.83
1614205965.6980681,0.48,
1614205965.6980681,,9.12
1614205965.6980681,0.52,
1614205965.6980681,,9.43
1614205965.6980681,0.48,
1614205965.6980681,,9.18
1614205965.6980681,0.52,
1614205965.7079816,,7.15
1614205965.7079816,0.52,
1614205965.7079816,,6.20
1614205965.7079816,0.52,
1614205965.7079816,,7.22
1614205965.7079816,0.42,
1614205965.7079816,,7.00
1614205965.7180378,0.33,
1614205965.7180378,,7.80
1614205965.7180378,0.33,
1614205965.7180378,,8.65
1614205965.7180378,0.23,
1614205965.7180378,,9.40
1614205965.7280269,0.20,
1614205965.7280269,,10.02
1614205965.7280269,0.22,
1614205965.7280269,,11.45
1614205965.7280269,0.22,
1614205965.7280269,,12.68
1614205965.737981,0.25,
1614205965.737981,,13.78
1614205965.737981,0.28,
1614205965.737981,,15.70
1614205965.737981,0.42,
1614205965.737981,,17.88
1614205965.737981,0.53,
1614205965.737981,,20.47
1614205965.7480056,0.72,
1614205965.7480056,,21.53
1614205965.7480056,0.82,
1614205965.7480056,,23.25
1614205965.7480056,0.95,
1614205965.7480056,,23.15
1614205965.7580273,0.98,
1614205965.7580273,,24.95
1614205965.7580273,,26.45
1614205965.7580273,,27.82
1614205965.7691243,1.20,
1614205965.7691243,,29.55
1614205965.7691243,1.30,
1614205965.7691243,1.40,
1614205965.7691243,1.52,
1614205965.7691243,,29.40
1614205965.7691243,,31.62
1614205965.7691243,1.58,
1614205965.779126,1.68,
1614205965.779126,,30.90
1614205965.779126,1.93,
1614205965.779126,1.80,
1614205965.779126,,32.93
1614205965.779126,,35.33
1614205965.779126,,35.15
1614205965.7891269,1.95,
1614205965.7891269,1.95,
1614205965.7891269,,34.63
1614205965.7891269,2.07,
1614205965.7891269,,37.90
1614205965.7891269,,36.45
1614205965.7891269,2.23,
1614205965.7991269,2.42,
1614205965.7991269,,37.73
1614205965.7991269,2.42,
1614205965.7991269,,37.00
1614205965.7991269,2.45,
1614205965.7991269,,36.78
1614205965.8091276,2.12,
1614205965.8091276,,35.97
1614205965.8091276,2.15,
1614205965.8091276,,36.13
1614205965.8091276,2.18,
1614205965.8091276,,34.73
1614205965.8091276,2.27,
1614205965.818134,,34.12
1614205965.818134,2.40,
1614205965.818134,,34.30
1614205965.818134,2.38,
1614205965.818134,,35.28
1614205965.818134,2.27,
1614205965.8281374,,35.47
1614205965.8281374,2.12,
1614205965.8281374,,34.92
1614205965.8281374,2.02,
1614205965.8281374,,33.35
1614205965.8281374,2.05,
1614205965.8281374,,33.10
1614205965.8381364,2.17,
1614205965.8381364,,33.08
1614205965.8381364,2.13,
1614205965.8381364,,34.52
1614205965.8381364,2.17,
1614205965.8381364,,33.08
1614205965.8381364,2.07,
1614205965.8482435,,32.82
1614205965.8482435,2.05,
1614205965.8482435,,32.43
1614205965.8482435,1.97,
1614205965.8482435,,30.02
1614205965.8482435,2.02,
1614205965.8582435,,30.68
1614205965.8582435,2.02,
1614205965.8582435,,30.18
1614205965.8582435,1.92,
1614205965.8582435,,29.75
1614205965.8582435,1.93,
1614205965.86815,,30.58
1614205965.86815,2.07,
1614205965.86815,,30.08
1614205965.86815,1.92,
1614205965.86815,,29.88
1614205965.86815,1.95,
1614205965.86815,,29.62
1614205965.86815,1.95,
1614205965.8781383,,29.72
1614205965.8781383,1.90,
1614205965.8781383,,30.92
1614205965.8781383,1.83,
1614205965.8781383,,31.18
1614205965.8781383,1.77,
1614205965.8882194,,30.28
1614205965.8882194,1.73,
1614205965.8882194,,30.50
1614205965.8882194,1.68,
1614205965.8882194,,31.08
1614205965.8882194,1.75,
1614205965.8982058,,31.95
1614205965.8982058,1.85,
1614205965.8982058,2.00,
1614205965.8982058,,30.38
1614205965.8982058,2.22,
1614205965.8982058,,30.83
1614205965.9081495,2.20,
1614205965.9081495,,29.22
1614205965.9081495,2.10,
1614205965.9081495,,27.43
1614205965.9081495,1.98,
1614205965.9081495,,26.87
1614205965.9081495,1.87,
1614205965.9081495,,25.00
1614205965.9181917,1.75,
1614205965.9181917,,22.80
1614205965.9181917,1.92,
1614205965.9181917,,21.80
1614205965.9181917,1.97,
1614205965.9181917,,19.68
1614205965.9281466,1.62,
1614205965.9281466,,17.63
1614205965.9281466,1.42,
1614205965.9281466,,17.43
1614205965.9281466,1.02,
1614205965.9281466,,16.43
1614205965.9383335,1.17,
1614205965.9383335,,15.00
1614205965.9383335,0.90,
1614205965.9383335,,13.93
1614205965.9383335,0.78,
1614205965.9383335,,13.02
1614205965.9481387,0.67,
1614205965.9481387,,12.57
1614205965.9481387,0.65,
1614205965.9481387,,11.90
1614205965.9481387,0.68,
1614205965.9481387,,11.23
1614205965.9481387,0.73,
1614205965.9481387,,11.20
1614205965.9581718,0.73,
1614205965.9581718,,10.55
1614205965.9581718,0.65,
1614205965.9581718,,9.97
1614205965.9581718,0.83,
1614205965.9581718,,9.75
1614205965.9681954,0.93,
1614205965.9681954,,9.73
1614205965.9681954,0.95,
1614205965.9681954,,9.25
1614205965.9681954,0.92,
1614205965.9681954,,8.75
1614205965.9781396,0.88,
1614205965.9781396,,8.20
1614205965.9781396,,7.07
1614205965.9781396,0.82,
1614205965.9781396,0.85,
1614205965.9781396,,6.25
1614205965.9781396,0.87,
1614205965.9881718,,6.05
1614205965.9881718,0.80,
1614205965.9881718,,5.27
1614205965.9881718,0.80,
1614205965.9881718,,3.97
1614205965.9881718,0.73,
1614205965.9881718,,3.03
1614205965.9981637,0.58,
1614205965.9981637,,2.42
1614205965.9981637,0.53,
1614205965.9981637,,1.77
1614205965.9981637,0.38,
1614205965.9981637,,1.32
1614205966.008242,0.35,
1614205966.008242,,0.92
1614205966.008242,0.30,
1614205966.008242,,0.63
1614205966.008242,0.25,
1614205966.008242,,0.57
1614205966.008242,0.17,
1614205966.018137,,0.45
1614205966.018137,0.00,
1614205966.018137,,0.52
1614205966.018137,-0.12,
1614205966.018137,,0.65
1614205966.018137,-0.13,
1614205966.018137,,0.65
1614205966.0281386,-0.23,
1614205966.0281386,,0.77
1614205966.0281386,-0.33,
1614205966.0281386,,0.95
1614205966.0281386,-0.35,
1614205966.0281386,,1.38
1614205966.0382416,-0.28,
1614205966.0382416,,1.72
1614205966.0382416,-0.20,
1614205966.0382416,,2.15
1614205966.0382416,-0.17,
1614205966.0382416,,2.50
1614205966.0481474,-0.07,
1614205966.0481474,,2.70
1614205966.0481474,,2.67
1614205966.0481474,-0.02,
1614205966.0481474,,2.77
1614205966.058138,-0.07,
1614205966.058138,,2.88
1614205966.058138,0.13,
1614205966.058138,,2.62
1614205966.058138,0.20,
1614205966.058138,,2.38
1614205966.058138,0.20,
1614205966.058138,,2.05
1614205966.0681376,0.23,
1614205966.0681376,,1.70
1614205966.0681376,,1.40
1614205966.0681376,,1.20
1614205966.0681376,0.32,
1614205966.0681376,0.20,
1614205966.0681376,0.22,
1614205966.078138,0.27,
1614205966.078138,,0.93
1614205966.078138,,0.58
1614205966.078138,0.32,
1614205966.078138,0.32,
1614205966.078138,,0.33
1614205966.078138,0.32,
1614205966.0881383,,0.13
1614205966.0881383,0.27,
1614205966.0881383,,-0.20
1614205966.098139,0.37,
1614205966.098139,,-0.40
1614205966.098139,0.43,
1614205966.098139,0.48,
1614205966.098139,,-0.57
1614205966.098139,,-0.70
1614205966.098139,0.47,
1614205966.098139,,-0.93
1614205966.098139,0.55,
1614205966.098139,,-0.98
1614205966.1081383,0.57,
1614205966.1081383,,-0.98
1614205966.1081383,0.65,
1614205966.1081383,,-0.92
1614205966.1081383,1.10,
1614205966.1081383,,-1.15
1614205966.1181374,1.15,
1614205966.1181374,,-0.50
1614205966.1181374,1.28,
1614205966.1181374,,0.05
1614205966.1181374,,0.37
1614205966.1181374,1.30,
1614205966.1281385,1.25,
1614205966.1281385,1.18,
1614205966.1281385,,0.47
1614205966.1281385,,0.53
1614205966.1281385,,0.33
1614205966.1281385,1.02,
1614205966.1281385,0.97,
1614205966.1281385,,0.27
1614205966.1382494,0.97,
1614205966.1382494,,0.15
1614205966.1382494,,0.08
1614205966.1382494,0.97,
1614205966.1382494,,0.07
1614205966.1382494,0.82,
1614205966.1482487,,0.03
1614205966.1482487,0.67,
1614205966.1482487,,0.15
1614205966.1482487,0.43,
1614205966.1482487,,0.27
1614205966.1482487,0.25,
1614205966.1482487,,0.27
1614205966.1581402,0.05,
1614205966.1581402,,0.40
1614205966.1581402,-0.20,
1614205966.1581402,,0.43
1614205966.1581402,-0.42,
1614205966.1581402,,0.42
1614205966.1581402,-0.57,
1614205966.1681743,,0.52
1614205966.1681743,-0.73,
1614205966.1681743,,0.55
1614205966.1681743,-0.92,
1614205966.1681743,,0.57
1614205966.1681743,-0.97,
1614205966.1781402,,0.77
1614205966.1781402,-1.12,
1614205966.1781402,,0.97
1614205966.1781402,-0.98,
1614205966.1781402,,1.10
1614205966.1781402,-0.75,
1614205966.1881382,,1.37
1614205966.1881382,-0.45,
1614205966.1881382,,1.65
1614205966.1881382,0.07,
1614205966.1881382,,1.85
1614205966.1881382,0.33,
1614205966.1881382,,1.93
1614205966.1881382,0.37,
1614205966.198181,,1.93
1614205966.198181,0.33,
1614205966.198181,,1.97
1614205966.198181,0.20,
1614205966.198181,,1.92
1614205966.198181,0.20,
1614205966.208209,,1.88
1614205966.208209,0.17,
1614205966.208209,,1.78
1614205966.208209,0.15,
1614205966.208209,,1.62
1614205966.208209,0.07,
1614205966.2181802,,1.58
1614205966.2181802,0.03,
1614205966.2181802,,1.47
1614205966.2181802,0.07,
1614205966.2181802,,1.40
1614205966.2181802,0.08,
1614205966.2181802,,1.37
1614205966.2281406,0.03,
1614205966.2281406,,1.30
1614205966.2281406,0.05,
1614205966.2281406,,1.28
1614205966.2281406,0.02,
1614205966.2281406,,1.33
1614205966.2281406,-0.05,
1614205966.2382095,,1.40
1614205966.2382095,-0.08,
1614205966.2382095,,1.45
1614205966.2382095,-0.02,
1614205966.2382095,,1.53
1614205966.2382095,-0.12,
1614205966.2482114,,1.65
1614205966.2482114,-0.03,
1614205966.2482114,,1.70
1614205966.2482114,-0.03,
1614205966.2482114,,1.77
1614205966.2482114,-0.03,
1614205966.2581415,,1.88
1614205966.2581415,-0.07,
1614205966.2581415,-0.02,
1614205966.2581415,-0.08,
1614205966.2581415,-0.08,
1614205966.2681427,,1.92
1614205966.2681427,,2.17
1614205966.2681427,,2.33
1614205966.2681427,-0.03,
1614205966.2681427,,2.47
1614205966.2681427,,2.70
1614205966.2681427,-0.10,
1614205966.2681427,-0.07,
1614205966.2781665,,2.97
1614205966.2781665,-0.15,
1614205966.2781665,,3.43
1614205966.2781665,,3.95
1614205966.2781665,,4.62
1614205966.2881515,-0.12,
1614205966.2881515,-0.08,
1614205966.2881515,-0.13,
1614205966.2881515,,5.12
1614205966.2881515,-0.02,
1614205966.2881515,0.03,
1614205966.2881515,,5.88
1614205966.2881515,,6.57
1614205966.2981389,,7.40
1614205966.2981389,0.07,
1614205966.2981389,0.12,
1614205966.2981389,,8.08
1614205966.2981389,0.23,
1614205966.2981389,,8.67
1614205966.2981389,,9.48
1614205966.2981389,0.28,
1614205966.30814,,9.78
1614205966.30814,0.28,
1614205966.3181393,0.43,
1614205966.3181393,0.52,
1614205966.3181393,,10.03
1614205966.3181393,,10.47
1614205966.3181393,,10.72
1614205966.3181393,0.55,
1614205966.3181393,0.65,
1614205966.3181393,,10.75
1614205966.3181393,0.65,
1614205966.3181393,,10.22
1614205966.328144,,9.83
1614205966.328144,0.72,
1614205966.328144,0.70,
1614205966.328144,,10.67
1614205966.328144,0.65,
1614205966.328144,,11.35
1614205966.328144,0.67,
1614205966.328144,,11.62
1614205966.338167,0.57,
1614205966.338167,,11.22
1614205966.338167,0.67,
1614205966.338167,,11.47
1614205966.338167,0.65,
1614205966.338167,,11.55
1614205966.349257,0.57,
1614205966.3498948,,11.02
1614205966.3520093,0.67,
1614205966.3530178,,10.92
1614205966.3553233,0.67,
1614205966.3560586,,10.15
1614205966.3584158,0.65,
1614205966.35917,,9.72
1614205966.3612707,0.63,
1614205966.3612707,,9.38
1614205966.363596,0.68,
1614205966.3645952,,9.08
1614205966.367608,0.67,
1614205966.3679392,,8.82
1614205966.370646,0.70,
1614205966.3712053,,8.23
1614205966.3737009,0.57,
1614205966.3737009,,7.60
1614205966.3768163,0.57,
1614205966.3771946,,7.65
1614205966.379308,0.47,
1614205966.379308,,7.03
1614205966.382846,0.40,
1614205966.3833177,,6.62
1614205966.385921,0.35,
1614205966.3862188,,6.68
1614205966.3889568,0.32,
1614205966.3893793,,6.65
1614205966.3916354,0.18,
1614205966.3924265,,6.73
1614205966.3946595,0.30,
1614205966.3946595,,7.07
1614205966.3980882,0.32,
1614205966.3984509,,7.58
1614205966.4010222,0.27,
1614205966.401265,,7.97
1614205966.4037771,0.28,
1614205966.4037771,,7.62
1614205966.4071622,0.28,
1614205966.4074898,,8.30
1614205966.4095209,0.33,
1614205966.4105077,,8.75
1614205966.413279,0.38,
1614205966.413664,,9.03
1614205966.4162395,0.32,
1614205966.4167833,,9.43
1614205966.4192786,0.35,
1614205966.4197102,,9.57
1614205966.4223862,0.37,
1614205966.4227667,,9.68
1614205966.4248326,0.45,
1614205966.4258327,,9.88
1614205966.4284208,0.47,
1614205966.4287493,,10.38
1614205966.4312565,0.50,
1614205966.432259,,11.03
1614205966.4342334,0.53,
1614205966.4347787,,10.67
1614205966.4373667,0.58,
1614205966.4383698,,11.32
1614205966.4405503,0.62,
1614205966.4415872,,12.32
1614205966.4437103,0.62,
1614205966.4437103,,13.15
1614205966.4469552,0.62,
1614205966.4469552,,14.25
1614205966.4498231,0.60,
1614205966.4498231,,14.15
1614205966.4530404,0.73,
1614205966.4536502,,14.43
1614205966.4556677,0.67,
1614205966.4567575,,15.07
1614205966.458983,0.73,
1614205966.4597976,,15.85
1614205966.461663,0.80,
1614205966.462541,,17.32
1614205966.4648418,0.78,
1614205966.4657075,,17.08
1614205966.46785,0.85,
1614205966.4691086,,17.83
1614205966.4707067,0.93,
1614205966.471719,,19.07
1614205966.4738648,1.03,
1614205966.4749088,,21.15
1614205966.477201,1.02,
1614205966.478064,,22.65
1614205966.4802222,1.13,
1614205966.4811509,,23.65
