Time,Tag,Flow
1618530054.8962486,,"31272244, -0.03, 0.00, 24.84, 25.06
"
1618530054.8992407,,"31275224, -0.03, -0.02, 24.84, 25.06
"
1618530054.9022326,,"31278244, -0.05, -0.02, 24.84, 25.04
"
1618530054.905224,,"31281264, -0.02, -0.02, 24.84, 25.04
"
1618530054.9082165,,"31284280, -0.07, 0.00, 24.84, 25.04
"
1618530054.911209,,"31287256, -0.02, -0.02, 24.84, 25.03
"
1618530054.914201,,"31290272, -0.05, 0.03, 24.81, 25.03
"
1618530054.917193,,"31293288, -0.07, 0.02, 24.81, 25.03
"
1618530054.920187,,"31296308, -0.05, -0.02, 24.81, 25.04
"
1618530054.9231784,,"31299324, -0.05, -0.03, 24.83, 25.04
"
1618530054.9261703,,"31302344, -0.05, 0.03, 24.83, 25.08
"
1618530054.929163,,"31305356, -0.03, -0.02, 24.83, 25.08
"
1618530054.9321525,,"31308376, -0.03, 0.00, 24.83, 25.08
"
1618530054.9351447,,"31311356, -0.05, -0.02, 24.83, 25.01
"
1618530054.9381378,,"31314380, -0.05, -0.02, 24.83, 25.01
"
1618530054.9411297,,"31317400, -0.03, 0.02, 24.85, 25.04
"
1618530054.944122,,"31320412, -0.03, 0.00, 24.85, 25.04
"
1618530054.9471138,,"31323396, -0.07, 0.02, 24.85, 25.04
"
1618530054.9501052,,"31326416, -0.05, 0.03, 24.84, 25.05
"
1618530054.953097,,"31329428, -0.02, -0.02, 24.84, 25.05
"
1618530054.9560902,,"31332448, -0.05, -0.05, 24.84, 25.05
"
1618530054.959082,,"31335468, -0.03, -0.02, 24.84, 25.04
"
1618530054.962074,,"31338476, -0.05, 0.00, 24.84, 25.04
"
1618530054.9650724,,"31341456, -0.05, -0.02, 24.84, 25.03
"
1618530054.9680595,,"31344476, -0.03, -0.03, 24.83, 25.03
"
1618530054.9710512,,"31347496, -0.03, 0.02, 24.83, 25.03
"
1618530054.9740431,,"31350512, -0.05, 0.00, 24.83, 25.06
"
1618530054.977034,,"31353496, -0.05, 0.03, 24.82, 25.06
"
1618530054.980028,,"31356512, -0.03, 0.00, 24.82, 25.06
"
1618530054.9830198,,"31359496, 0.00, -0.02, 24.82, 25.06
"
1618530054.9860156,,"31362472, -0.07, 0.02, 24.83, 25.06
"
1618530054.9890037,,"31365488, -0.03, -0.03, 24.83, 25.06
"
1618530054.9919944,,"31368504, -0.03, -0.05, 24.83, 25.05
"
1618530054.994986,,"31371524, -0.03, 0.00, 24.86, 25.05
"
1618530054.9979796,,"31374508, -0.03, -0.02, 24.86, 25.04
"
1618530055.0009718,,"31377528, -0.03, 0.00, 24.86, 25.04
"
1618530055.0039635,,"31380512, -0.07, -0.02, 24.82, 25.04
"
1618530055.006956,,"31383520, -0.03, 0.00, 24.82, 25.03
"
1618530055.009948,,"31386508, -0.05, -0.02, 24.82, 25.03
"
1618530055.0129397,,"31389524, -0.03, -0.02, 24.83, 25.03
"
1618530055.0159323,,"31392544, -0.02, -0.02, 24.83, 25.05
"
1618530055.0175219,,"31395564, -0.05, -0.02, 24.83, 25.05
"
1618530055.0175219,,"31398580, -0.05, -0.02, 24.82, 25.06
"
1618530055.0175219,,"31401600, -0.02, -0.02, 24.82, 25.06
"
1618530055.0275369,,"31404616, -0.05, -0.02, 24.82, 25.06
"
1618530055.0275369,,"31407636, -0.07, -0.03, 24.84, 24.99
"
1618530055.0275369,,"31410660, -0.05, 0.03, 24.84, 24.99
"
1618530055.0375273,,"31413676, -0.03, -0.05, 24.84, 25.07
"
1618530055.0375273,,"31416696, -0.05, -0.02, 24.83, 25.07
"
1618530055.0375273,,"31419716, 0.00, 0.02, 24.83, 25.07
"
1618530055.0375273,,"31422684, -0.05, -0.03, 24.83, 25.03
"
1618530055.0475228,,"31425708, -0.05, -0.03, 24.84, 25.03
"
1618530055.0475228,,"31428732, -0.03, 0.02, 24.84, 25.03
"
1618530055.0475228,,"31431744, -0.03, -0.02, 24.84, 25.05
"
1618530055.0575242,,"31434764, -0.05, -0.03, 24.81, 25.05
"
1618530055.0575242,,"31437776, -0.08, 0.00, 24.81, 25.03
"
1618530055.0575242,,"31440760, -0.07, -0.03, 24.81, 25.03
"
1618530055.0675392,,"31443784, -0.05, -0.03, 24.84, 25.03
"
1618530055.0675392,,"31446804, -0.03, -0.02, 24.84, 25.05
"
1618530055.0675392,,"31449820, -0.02, -0.02, 24.84, 25.05
"
1618530055.0675392,,"31452836, -0.03, -0.03, 24.81, 25.05
"
1618530055.0775256,,"31455856, -0.03, 0.00, 24.81, 25.04
"
1618530055.0775256,,"31458844, -0.03, -0.02, 24.81, 25.04
"
1618530055.0775256,,"31461864, -0.08, 0.00, 24.81, 25.04
"
1618530055.0875232,,"31464844, -0.03, -0.03, 24.81, 25.04
"
1618530055.0875232,,"31467864, -0.05, 0.00, 24.81, 25.04
"
1618530055.0875232,,"31470848, -0.03, 0.00, 24.83, 25.05
"
1618530055.0875232,,"31473832, -0.03, -0.02, 24.83, 25.05
"
1618530055.097526,,"31476856, -0.05, 0.00, 24.83, 25.05
"
1618530055.097526,,"31479836, -0.03, -0.02, 24.81, 25.06
"
1618530055.1050372,,"31482848, -0.05, 0.00, 24.81, 25.06
"
1618530055.1050372,,"31485832, -0.03, -0.03, 24.81, 25.04
"
1618530055.1050372,,"31488852, 0.00, 0.02, 24.84, 25.04
"
1618530055.115195,,"31491820, -0.02, 0.02, 24.84, 25.04
"
1618530055.116277,,"31494832, -0.02, -0.03, 24.84, 25.00
"
1618530055.116277,,"31497848, -0.07, -0.02, 24.84, 25.00
"
1618530055.116277,,"31500864, -0.02, -0.02, 24.84, 25.05
"
1618530055.1262784,,"31503876, -0.03, 0.00, 24.84, 25.05
"
1618530055.1262784,,"31506860, -0.02, 0.00, 24.80, 25.05
"
1618530055.1262784,,"31509840, -0.05, -0.02, 24.80, 25.06
"
1618530055.1362789,,"31512856, -0.02, 0.03, 24.80, 25.06
"
1618530055.1362789,,"31515868, -0.05, 0.02, 24.81, 25.04
"
1618530055.1362789,,"31518884, -0.03, 0.02, 24.81, 25.04
"
1618530055.1362789,,"31521900, -0.03, 0.02, 24.81, 25.04
"
1618530055.146278,,"31524912, -0.07, 0.00, 24.81, 25.06
"
1618530055.146278,,"31527888, -0.05, 0.00, 24.81, 25.06
"
1618530055.146278,,"31530876, 0.00, 0.02, 24.81, 25.06
"
1618530055.1562798,,"31533844, -0.07, 0.00, 24.84, 25.09
"
1618530055.1562798,,"31536828, -0.03, -0.02, 24.84, 25.09
"
1618530055.1562798,,"31539844, -0.03, 0.00, 24.84, 25.09
"
1618530055.16628,,"31542824, -0.05, -0.05, 24.86, 25.05
"
1618530055.16628,,"31545840, -0.05, -0.03, 24.86, 25.05
"
1618530055.16628,,"31548856, -0.03, -0.03, 24.86, 25.06
"
1618530055.16628,,"31551876, -0.03, -0.03, 24.84, 25.06
"
1618530055.1762798,,"31554892, -0.03, -0.03, 24.84, 25.06
"
1618530055.1762798,,"31557912, 0.00, -0.05, 24.84, 25.05
"
1618530055.1762798,,"31560888, -0.03, -0.03, 24.81, 25.05
"
1618530055.186279,,"31563908, -0.02, -0.05, 24.81, 25.05
"
1618530055.186279,,"31566928, -0.05, -0.02, 24.81, 25.03
"
1618530055.186279,,"31569948, -0.03, 0.02, 24.82, 25.03
"
1618530055.186279,,"31572956, -0.02, 0.00, 24.82, 25.05
"
1618530055.1962788,,"31575940, 0.00, 0.02, 24.82, 25.05
"
1618530055.1962788,,"31578908, -0.02, -0.03, 24.84, 25.05
"
1618530055.1962788,,"31581928, -0.05, -0.05, 24.84, 25.04
"
1618530055.2073548,,"31584944, 0.02, -0.02, 24.84, 25.04
"
1618530055.2073548,,"31587948, -0.05, -0.02, 24.82, 25.04
"
1618530055.2073548,,"31590964, -0.07, 0.00, 24.82, 25.04
"
1618530055.215371,,"31593948, -0.02, -0.02, 24.82, 25.04
"
1618530055.217433,,"31596968, -0.07, -0.02, 24.82, 25.05
"
1618530055.217433,,"31599984, -0.05, 0.00, 24.82, 25.05
"
1618530055.2254522,,"31602968, -0.02, -0.02, 24.82, 25.05
"
1618530055.2274952,,"31605988, 0.00, -0.05, 24.85, 25.04
"
1618530055.2274952,,"31608960, 0.00, 0.03, 24.85, 25.04
"
1618530055.2274952,,"31611932, -0.02, -0.05, 24.85, 25.04
"
1618530055.2375607,,"31614940, -0.02, 0.00, 24.85, 25.03
"
1618530055.2375607,,"31617928, -0.05, 0.02, 24.85, 25.03
"
1618530055.2375607,,"31620940, -0.03, 0.00, 24.85, 25.03
"
1618530055.2456083,,"31623924, -0.05, -0.02, 24.82, 25.07
"
1618530055.2477417,,"31626944, -0.03, -0.07, 24.82, 25.07
"
1618530055.2477417,,"31629960, -0.05, 0.00, 24.82, 25.02
"
1618530055.2558515,,"31632944, -0.05, 0.00, 24.84, 25.02
"
1618530055.2579546,,"31635928, -0.07, -0.02, 24.84, 25.02
"
1618530055.2579546,,"31638948, -0.03, 0.02, 24.84, 25.04
"
1618530055.2579546,,"31641960, -0.03, -0.02, 24.82, 25.04
"
1618530055.2659872,,"31644976, -0.05, -0.03, 24.82, 25.04
"
1618530055.2659872,,"31647996, -0.07, -0.03, 24.82, 25.05
"
1618530055.2659872,,"31651020, -0.05, -0.02, 24.82, 25.05
"
1618530055.27598,,"31654040, -0.03, 0.00, 24.82, 25.06
"
1618530055.2780008,,"31657024, -0.05, -0.02, 24.82, 25.06
"
1618530055.2780008,,"31660044, -0.03, -0.02, 24.83, 25.06
"
1618530055.2860467,,"31663056, -0.03, -0.03, 24.83, 25.02
"
1618530055.2880697,,"31666076, -0.02, -0.03, 24.83, 25.02
"
1618530055.2880697,,"31669096, -0.03, 0.00, 24.84, 25.02
"
1618530055.2880697,,"31672080, -0.02, -0.03, 24.84, 25.00
"
1618530055.2961156,,"31675096, -0.05, -0.02, 24.84, 25.00
"
1618530055.2981305,,"31678112, -0.07, 0.02, 24.84, 25.07
"
1618530055.2981305,,"31681124, -0.03, -0.02, 24.84, 25.07
"
1618530055.3061662,,"31684140, -0.03, 0.00, 24.84, 25.07
"
1618530055.3081875,,"31687124, -0.03, -0.05, 24.81, 25.06
"
1618530055.3081875,,"31690144, -0.03, -0.02, 24.81, 25.06
"
1618530055.3081875,,"31693164, -0.05, -0.07, 24.81, 25.06
"
1618530055.3182535,,"31696184, -0.02, -0.02, 24.82, 25.05
"
1618530055.3182535,,"31699200, -0.05, -0.03, 24.82, 25.05
"
1618530055.3182535,,"31702224, -0.03, 0.02, 24.82, 25.06
"
1618530055.326293,,"31705240, -0.07, -0.02, 24.82, 25.06
"
1618530055.3283155,,"31708260, -0.07, -0.02, 24.82, 25.06
"
1618530055.3283155,,"31711280, -0.02, -0.02, 24.82, 25.04
"
1618530055.3366277,,"31714288, -0.05, 0.00, 24.82, 25.04
"
1618530055.3386478,,"31717272, -0.03, -0.03, 24.82, 25.03
"
1618530055.3386478,,"31720296, -0.02, -0.02, 24.82, 25.03
"
1618530055.3386478,,"31723312, -0.05, -0.02, 24.86, 25.03
"
1618530055.3487418,,"31726332, -0.02, -0.02, 24.86, 25.02
"
1618530055.3487418,,"31729352, -0.07, 0.02, 24.86, 25.02
"
1618530055.3487418,,"31732364, -0.03, 0.00, 24.83, 25.02
"
1618530055.356787,,"31735352, -0.05, 0.02, 24.83, 25.04
"
1618530055.3588068,,"31738364, -0.02, 0.00, 24.83, 25.04
"
1618530055.3588068,,"31741348, -0.02, -0.05, 24.84, 25.04
"
1618530055.3668466,,"31744368, -0.05, 0.00, 24.84, 25.04
"
1618530055.3688903,,"31747348, -0.03, 0.03, 24.84, 25.04
"
1618530055.3688903,,"31750352, -0.03, 0.00, 24.81, 25.04
"
1618530055.3688903,,"31753340, -0.02, -0.02, 24.81, 25.04
"
1618530055.378977,,"31756356, -0.03, -0.02, 24.81, 25.04
"
1618530055.378977,,"31759376, -0.03, -0.02, 24.84, 25.06
"
1618530055.378977,,"31762384, -0.03, -0.02, 24.84, 25.06
"
1618530055.3870482,,"31765404, -0.03, 0.05, 24.84, 25.07
"
1618530055.3890638,,"31768416, -0.03, -0.02, 24.85, 25.07
"
1618530055.3890638,,"31771432, -0.05, 0.00, 24.85, 25.07
"
1618530055.3890638,,"31774416, -0.03, -0.02, 24.85, 25.03
"
1618530055.3991575,,"31777432, -0.02, 0.02, 24.84, 25.03
"
1618530055.3991575,,"31780444, -0.07, 0.00, 24.84, 25.03
"
1618530055.3991575,,"31783428, -0.03, -0.03, 24.84, 25.03
"
1618530055.4072237,,"31786448, -0.05, -0.02, 24.85, 25.03
"
1618530055.4092526,,"31789468, -0.05, -0.03, 24.85, 25.03
"
1618530055.4092526,,"31792484, -0.02, 0.00, 24.85, 25.03
"
1618530055.417305,,"31795468, 0.02, -0.02, 24.78, 25.03
"
1618530055.4193323,,"31798460, -0.02, 0.02, 24.78, 25.09
"
1618530055.4193323,,"31801472, -0.03, 0.00, 24.78, 25.09
"
1618530055.4193323,,"31804456, -0.07, -0.02, 24.83, 25.09
"
1618530055.4293718,,"31807464, -0.03, 0.00, 24.83, 25.07
"
1618530055.4293718,,"31810448, -0.05, 0.00, 24.83, 25.07
"
1618530055.4293718,,"31813428, -0.03, -0.03, 24.86, 25.07
"
1618530055.437432,,"31816448, -0.05, -0.02, 24.86, 25.04
"
1618530055.4394498,,"31819464, -0.03, -0.07, 24.86, 25.04
"
1618530055.4394498,,"31822484, -0.02, 0.00, 24.83, 25.03
"
1618530055.4474902,,"31825468, -0.05, 0.00, 24.83, 25.03
"
1618530055.4495103,,"31828452, -0.02, 0.03, 24.83, 25.03
"
1618530055.4495103,,"31831468, -0.03, -0.02, 24.81, 25.04
"
1618530055.4495103,,"31834484, -0.05, -0.03, 24.81, 25.04
"
1618530055.457553,,"31837504, -0.07, 0.00, 24.81, 25.04
"
1618530055.457553,,"31840492, 0.00, -0.03, 24.83, 25.01
"
1618530055.457553,,"31843468, -0.05, -0.03, 24.83, 25.01
"
1618530055.467525,,"31846488, -0.02, 0.02, 24.83, 25.02
"
1618530055.467525,,"31849500, -0.02, 0.00, 24.84, 25.02
"
1618530055.467525,,"31852472, -0.02, 0.03, 24.84, 25.02
"
1618530055.477561,,"31855488, -0.05, -0.02, 24.84, 25.02
"
1618530055.477561,,"31858504, -0.03, 0.00, 24.80, 25.02
"
1618530055.477561,,"31861488, -0.02, 0.00, 24.80, 25.02
"
1618530055.477561,,"31864468, -0.02, -0.02, 24.80, 25.04
"
1618530055.4875453,,"31867484, -0.08, -0.02, 24.85, 25.04
"
1618530055.4875453,,"31870504, -0.03, -0.03, 24.85, 25.04
"
1618530055.4875453,,"31873524, 0.00, -0.07, 24.85, 25.02
"
1618530055.4975483,,"31876500, -0.05, 0.00, 24.83, 25.02
"
1618530055.4975483,,"31879484, -0.05, 0.00, 24.83, 25.05
"
1618530055.4975483,,"31882464, -0.08, -0.03, 24.83, 25.05
"
1618530055.507557,,"31885488, -0.05, 0.02, 24.82, 25.05
"
1618530055.507557,,"31888500, -0.05, -0.02, 24.82, 25.04
"
1618530055.507557,,"31891520, -0.03, -0.05, 24.82, 25.04
"
1618530055.507557,,"31894540, -0.03, 0.02, 24.84, 25.04
"
1618530055.5175347,,"31897544, -0.05, 0.00, 24.84, 25.05
"
1618530055.5175347,,"31900528, 0.00, -0.03, 24.84, 25.05
"
1618530055.5175347,,"31903504, -0.03, -0.03, 24.86, 25.06
"
1618530055.527546,,"31906524, -0.03, 0.00, 24.86, 25.06
"
1618530055.527546,,"31909508, -0.03, -0.02, 24.86, 25.06
"
1618530055.527546,,"31912524, -0.03, 0.00, 24.85, 25.02
"
1618530055.5375261,,"31915508, -0.05, -0.02, 24.85, 25.02
"
1618530055.5375261,,"31918528, -0.02, 0.00, 24.85, 25.02
"
1618530055.5375261,,"31921512, -0.03, -0.02, 24.85, 25.06
"
1618530055.5375261,,"31924532, -0.03, 0.00, 24.85, 25.06
"
1618530055.5486035,,"31927516, -0.03, 0.02, 24.85, 25.06
"
1618530055.5486035,,"31930532, -0.05, -0.02, 24.83, 25.06
"
1618530055.5486035,,"31933552, 0.00, -0.02, 24.83, 25.06
"
1618530055.5486035,,"31936528, -0.05, -0.02, 24.83, 24.98
"
1618530055.5586078,,"31939544, -0.05, 0.00, 24.82, 24.98
"
1618530055.5586078,,"31942532, -0.08, -0.02, 24.82, 24.98
"
1618530055.5586078,,"31945556, -0.02, -0.02, 24.82, 25.05
"
1618530055.567624,,"31948572, -0.02, 0.02, 24.82, 25.05
"
1618530055.567624,,"31951588, -0.05, -0.03, 24.82, 25.02
"
1618530055.567624,,"31954608, -0.02, 0.00, 24.82, 25.02
"
1618530055.5776289,,"31957592, -0.07, -0.02, 24.79, 25.02
"
1618530055.5776289,,"31960612, -0.05, -0.02, 24.79, 25.05
"
1618530055.5776289,,"31963628, -0.02, -0.05, 24.79, 25.05
"
1618530055.5876296,,"31966644, -0.02, 0.00, 24.84, 25.05
"
1618530055.5876296,,"31969628, 0.00, -0.07, 24.84, 25.03
"
1618530055.5876296,,"31972600, -0.03, -0.02, 24.84, 25.03
"
1618530055.5876296,,"31975624, -0.02, -0.02, 24.83, 25.03
"
1618530055.597629,,"31978648, -0.07, 0.02, 24.83, 25.04
"
1618530055.597629,,"31981664, -0.03, -0.02, 24.83, 25.04
"
1618530055.597629,,"31984680, -0.05, 0.00, 24.80, 25.06
"
1618530055.6076326,,"31987656, -0.02, 0.00, 24.80, 25.06
"
1618530055.6076326,,"31990636, 0.00, 0.00, 24.80, 25.06
"
1618530055.6076326,,"31993576, 0.00, -0.03, 24.82, 25.08
"
1618530055.6176314,,"31996552, -0.03, -0.02, 24.82, 25.08
"
1618530055.6176314,,"31999568, -0.05, -0.02, 24.82, 25.08
"
1618530055.6176314,,"32002588, -0.05, 0.00, 24.84, 25.04
"
1618530055.6176314,,"32005568, -0.05, 0.00, 24.84, 25.04
"
1618530055.6276307,,"32008548, 0.00, 0.02, 24.84, 25.02
"
1618530055.6276307,,"32011516, -0.07, -0.02, 24.80, 25.02
"
1618530055.6276307,,"32014536, -0.03, -0.02, 24.80, 25.02
"
1618530055.6376314,,"32017552, -0.07, -0.02, 24.80, 25.02
"
1618530055.6376314,,"32020572, -0.07, 0.02, 24.83, 25.02
"
1618530055.6376314,,"32023584, -0.03, -0.03, 24.83, 25.07
"
1618530055.6476312,,"32026592, -0.05, 0.03, 24.83, 25.07
"
1618530055.6476312,,"32029604, -0.03, 0.02, 24.83, 25.07
"
1618530055.6476312,,"32032616, -0.05, -0.02, 24.83, 25.05
"
1618530055.6476312,,"32035632, -0.03, 0.00, 24.83, 25.05
"
1618530055.657631,,"32038612, -0.03, 0.00, 24.86, 25.04
"
1618530055.657631,,"32041592, -0.02, -0.03, 24.86, 25.04
"
1618530055.657631,,"32044612, -0.03, -0.02, 24.86, 25.04
"
1618530055.6676407,,"32047628, -0.02, -0.02, 24.86, 25.02
"
1618530055.6676407,,"32050644, -0.05, 0.00, 24.86, 25.02
"
1618530055.6676407,,"32053624, -0.03, -0.03, 24.86, 25.02
"
1618530055.6776435,,"32056644, -0.07, -0.03, 24.83, 25.04
"
1618530055.6776435,,"32059660, -0.05, -0.02, 24.83, 25.04
"
1618530055.6776435,,"32062668, -0.03, 0.02, 24.83, 25.07
"
1618530055.6776435,,"32065680, -0.03, -0.05, 24.81, 25.07
"
1618530055.687633,,"32068704, -0.02, 0.00, 24.81, 25.07
"
1618530055.687633,,"32071676, -0.03, 0.02, 24.81, 25.01
"
1618530055.687633,,"32074692, -0.03, -0.02, 24.86, 25.01
"
1618530055.6976311,,"32077712, -0.02, 0.00, 24.86, 25.01
"
1618530055.6976311,,"32080692, -0.05, -0.02, 24.86, 25.04
"
1618530055.6976311,,"32083708, -0.05, 0.02, 24.82, 25.04
"
1618530055.707632,,"32086724, 0.00, 0.00, 24.82, 25.07
"
1618530055.707632,,"32089660, -0.02, -0.02, 24.82, 25.07
"
1618530055.707632,,"32092676, -0.05, -0.03, 24.85, 25.07
"
1618530055.707632,,"32095696, 0.00, -0.05, 24.85, 25.04
"
1618530055.717632,,"32098668, 0.00, -0.02, 24.85, 25.04
"
1618530055.717632,,"32101640, -0.03, 0.00, 24.81, 25.04
"
1618530055.717632,,"32104628, -0.02, 0.02, 24.81, 25.03
"
1618530055.7276318,,"32107644, -0.05, -0.02, 24.81, 25.03
"
1618530055.7276318,,"32110664, -0.03, -0.03, 24.86, 25.03
"
1618530055.7276318,,"32113684, -0.05, -0.03, 24.86, 25.08
"
1618530055.7376323,,"32116688, -0.03, 0.02, 24.86, 25.08
"
1618530055.7376323,,"32119700, -0.02, -0.03, 24.84, 25.06
"
1618530055.7376323,,"32122716, -0.05, 0.00, 24.84, 25.06
"
1618530055.7376323,,"32125696, -0.03, -0.05, 24.84, 25.06
"
1618530055.747633,,"32128716, -0.03, 0.02, 24.83, 25.05
"
1618530055.747633,,"32131724, -0.02, -0.07, 24.83, 25.05
"
1618530055.747633,,"32134744, -0.02, -0.02, 24.83, 25.05
"
1618530055.757633,,"32137760, -0.02, -0.02, 24.82, 25.05
"
1618530055.757633,,"32140776, -0.05, 0.00, 24.82, 25.05
"
1618530055.757633,,"32143760, -0.07, -0.02, 24.82, 25.04
"
1618530055.767633,,"32146776, -0.02, 0.02, 24.85, 25.04
"
1618530055.767633,,"32149788, -0.03, 0.02, 24.85, 25.04
"
1618530055.767633,,"32152800, -0.03, -0.02, 24.85, 25.08
"
1618530055.767633,,"32155816, -0.07, -0.02, 24.85, 25.08
"
1618530055.7776332,,"32158832, -0.02, -0.02, 24.85, 25.08
"
1618530055.7776332,,"32161848, -0.03, 0.00, 24.85, 25.06
"
1618530055.7776332,,"32164820, -0.05, -0.07, 24.79, 25.06
"
1618530055.7876313,,"32167836, -0.02, 0.02, 24.79, 25.02
"
1618530055.7876313,,"32170844, -0.02, -0.02, 24.79, 25.02
"
1618530055.7876313,,"32173860, -0.05, 0.00, 24.83, 25.02
"
1618530055.7976315,,"32176844, -0.03, -0.05, 24.83, 25.06
"
1618530055.7976315,,"32179864, -0.03, -0.02, 24.83, 25.06
"
1618530055.7976315,,"32182880, -0.05, 0.00, 24.83, 25.06
"
1618530055.7976315,,"32185860, -0.05, -0.05, 24.83, 25.05
"
1618530055.8076613,,"32188880, -0.02, -0.03, 24.83, 25.05
"
1618530055.8076613,,"32191896, -0.05, -0.03, 24.82, 25.03
"
1618530055.8076613,,"32194916, -0.05, -0.02, 24.82, 25.03
"
1618530055.817667,,"32197936, -0.05, 0.00, 24.82, 25.03
"
1618530055.817667,,"32200908, -0.08, -0.03, 24.85, 25.04
"
1618530055.817667,,"32203928, -0.05, 0.00, 24.85, 25.04
"
1618530055.8276665,,"32206908, -0.03, -0.03, 24.85, 25.04
"
1618530055.8276665,,"32209916, -0.03, -0.02, 24.84, 25.04
"
1618530055.8276665,,"32212932, -0.03, -0.05, 24.84, 25.04
"
1618530055.8276665,,"32215948, -0.02, -0.02, 24.84, 25.08
"
1618530055.8376553,,"32218964, -0.07, -0.03, 24.82, 25.08
"
1618530055.8376553,,"32221980, -0.07, -0.02, 24.82, 25.08
"
1618530055.8376553,,"32224996, -0.02, 0.00, 24.82, 25.04
"
1618530055.8476348,,"32227980, -0.02, 0.02, 24.85, 25.04
"
1618530055.8476348,,"32230992, -0.02, -0.02, 24.85, 25.04
"
1618530055.8476348,,"32234008, -0.07, -0.02, 24.85, 25.05
"
