Time,Flow1,Flow2
1614215709.6418676,,0.03
1614215709.6448722,-0.05,
1614215709.6448722,,-0.08
1614215709.6478102,0.00,
1614215709.6478102,,0.00
1614215709.6507084,-0.05,
1614215709.6507084,,0.00
1614215709.6537876,-0.03,
1614215709.6537876,,0.02
1614215709.6568656,-0.05,
1614215709.6568656,,-0.03
1614215709.6603231,-0.03,
1614215709.6603231,,0.00
1614215709.6629994,-0.02,
1614215709.6629994,,0.02
1614215709.6659544,-0.08,
1614215709.6659544,,-0.05
1614215709.6691113,-0.03,
1614215709.6691113,,-0.07
1614215709.6722684,0.00,
1614215709.6722684,,0.00
1614215709.674979,-0.03,
1614215709.674979,,0.00
1614215709.6777468,,0.03
1614215709.6777468,-0.03,
1614215709.6810305,-0.02,
1614215709.6810305,,-0.03
1614215709.6841023,-0.05,
1614215709.6841023,,-0.02
1614215709.6871758,-0.03,
1614215709.6871758,,-0.07
1614215709.6900947,-0.02,
1614215709.6900947,,-0.02
1614215709.6930966,,0.00
1614215709.6930966,0.02,
1614215709.6961384,,-0.07
1614215709.6961384,-0.02,
1614215709.6992028,0.00,
1614215709.6992028,,-0.05
1614215709.7019472,,-0.02
1614215709.7019472,-0.03,
1614215709.7054405,,-0.05
1614215709.7054405,-0.03,
1614215709.708186,,-0.03
1614215709.708186,-0.02,
1614215709.711602,0.00,
1614215709.711602,,0.07
1614215709.7142384,,-0.07
1614215709.7142384,0.00,
1614215709.7172642,,-0.07
1614215709.7172642,0.05,
1614215709.720446,,-0.23
1614215709.720446,-0.02,
1614215709.7234418,,-0.15
1614215709.7234418,0.00,
1614215709.7263384,,-0.12
1614215709.7263384,0.02,
1614215709.729536,,-0.12
1614215709.729536,0.00,
1614215709.7323265,,-0.02
1614215709.7323265,-0.10,
1614215709.7355044,-0.07,
1614215709.7355044,,0.02
1614215709.7385006,,-0.03
1614215709.7385006,-0.05,
1614215709.7408755,,-0.07
1614215709.7418783,0.00,
1614215709.7444482,-0.03,
1614215709.7444482,,-0.07
1614215709.747439,,0.02
1614215709.747439,0.00,
1614215709.7504842,,0.05
1614215709.7504842,-0.03,
1614215709.7534606,,0.02
1614215709.7534606,-0.03,
1614215709.7564576,,0.05
1614215709.7564576,0.03,
1614215709.759315,,-0.03
1614215709.759315,-0.05,
1614215709.7624767,,0.00
1614215709.7624767,0.03,
1614215709.765554,,0.03
1614215709.765554,-0.03,
1614215709.7684095,,-0.02
1614215709.7684095,0.05,
1614215709.7715948,,0.02
1614215709.7715948,0.07,
1614215709.7745416,,0.05
1614215709.7745416,0.02,
1614215709.7775292,,-0.05
1614215709.7775292,-0.02,
1614215709.7804837,,-0.02
1614215709.7804837,0.07,
1614215709.78359,,0.02
1614215709.78359,-0.05,
1614215709.7866504,,0.05
1614215709.7866504,0.02,
1614215709.7896378,,0.03
1614215709.7903173,0.03,
1614215709.7928193,,-0.02
1614215709.7928193,-0.07,
1614215709.7956405,,0.03
1614215709.7964036,-0.05,
1614215709.799115,,0.02
1614215709.799115,0.05,
1614215709.8013632,,0.00
1614215709.802225,-0.03,
1614215709.804735,,-0.03
1614215709.804735,-0.05,
1614215709.8077805,,-0.07
1614215709.8077805,-0.13,
1614215709.8108087,,0.02
1614215709.8108087,-0.07,
1614215709.8138025,,-0.02
1614215709.8138025,-0.03,
1614215709.8177583,,-0.03
1614215709.8177583,-0.08,
1614215709.8201,,-0.02
1614215709.8205957,-0.07,
1614215709.8230677,,-0.03
1614215709.8230677,-0.05,
1614215709.8261633,,-0.02
1614215709.8266122,-0.05,
1614215709.8291492,,-0.02
1614215709.8291492,0.00,
1614215709.8321445,,0.00
1614215709.8321445,-0.02,
1614215709.8351357,-0.02,
1614215709.8381279,,-0.10
1614215709.8421283,0.03,
1614215709.8421283,0.00,
1614215709.8441114,-0.05,
1614215709.8473635,,-0.03
1614215709.848368,,-0.07
1614215709.848368,,-0.08
1614215709.848368,-0.05,
1614215709.851355,0.00,
1614215709.8533497,0.00,
1614215709.8553462,,-0.05
1614215709.8553462,,-0.13
1614215709.8553462,,-0.08
1614215709.856342,-0.03,
1614215709.856342,,-0.10
1614215709.8593335,0.00,
1614215709.860345,,-0.03
1614215709.862349,,-0.10
1614215709.8683097,-0.02,
1614215709.8703048,-0.02,
1614215709.8713026,-0.07,
1614215709.8713026,,-0.05
1614215709.8713026,,-0.03
1614215709.8713026,,-0.03
1614215709.8713026,-0.07,
1614215709.8742936,,-0.07
1614215709.8742936,-0.02,
1614215709.8772864,,-0.02
1614215709.8772864,0.02,
1614215709.8812754,,-0.03
1614215709.8842676,,-0.07
1614215709.8872595,,-0.10
1614215709.8892546,0.02,
1614215709.8892546,-0.02,
1614215709.8892546,0.00,
1614215709.8902524,0.02,
1614215709.8902524,,-0.05
1614215709.8922462,,-0.02
1614215709.8922462,0.00,
1614215709.8952382,,-0.05
1614215709.8962357,-0.05,
1614215709.8982303,,-0.05
1614215709.8992276,0.02,
1614215709.9032168,,-0.03
1614215709.9032168,0.00,
1614215709.906209,0.02,
1614215709.9082122,,-0.08
1614215709.9082122,-0.02,
1614215709.9092014,,-0.03
1614215709.912193,-0.02,
1614215709.912193,,0.00
1614215709.9161825,,-0.07
1614215709.9161825,,-0.02
1614215709.9161825,-0.07,
1614215709.9191744,,-0.03
1614215709.9201713,-0.05,
1614215709.9221663,,-0.07
1614215709.9251592,,-0.02
1614215709.9281502,,-0.05
1614215709.930145,-0.03,
1614215709.930145,-0.02,
1614215709.930145,0.02,
1614215709.930145,0.00,
1614215709.9311426,,-0.02
1614215709.9341345,-0.03,
1614215709.9351318,-0.03,
1614215709.9394863,,-0.07
1614215709.9394863,,-0.05
1614215709.9394863,0.00,
1614215709.9414792,-0.08,
1614215709.9434733,,-0.08
1614215709.9434733,,0.03
1614215709.9444706,-0.05,
1614215709.9464657,,-0.05
1614215709.9474657,-0.03,
1614215709.9494572,,-0.03
1614215709.9504604,-0.10,
1614215709.9524498,,0.02
1614215709.9534554,-0.05,
1614215709.95644,,0.02
1614215709.9614258,,-0.12
1614215709.9624228,,-0.02
1614215709.964417,,0.03
1614215709.966412,-0.08,
1614215709.966412,0.00,
1614215709.966412,-0.07,
1614215709.966412,-0.05,
1614215709.9674132,,-0.07
1614215709.9684067,-0.03,
1614215709.9704022,,-0.07
1614215709.9714081,0.00,
1614215709.973394,,-0.02
1614215709.975388,-0.03,
1614215709.9773831,,0.02
1614215709.9813724,-0.12,
1614215709.9813724,,-0.03
1614215709.9823701,0.00,
1614215709.9823701,,-0.02
1614215709.9833672,0.00,
1614215709.9853616,,-0.03
1614215709.9863591,-0.07,
1614215709.988368,,0.00
1614215709.9893515,0.03,
1614215709.9913456,,-0.08
1614215709.992343,0.00,
1614215709.9948897,,-0.02
1614215709.9955695,-0.07,
1614215709.9979672,,-0.02
1614215709.9991126,-0.07,
1614215710.0004642,,-0.07
1614215710.0014923,0.07,
1614215710.0035179,,0.00
1614215710.0043752,-0.05,
1614215710.0069675,,-0.08
1614215710.008096,-0.08,
1614215710.009968,,-0.02
1614215710.0107257,-0.08,
1614215710.0129676,,-0.05
1614215710.014228,-0.12,
1614215710.0155528,,-0.03
1614215710.0165572,-0.03,
1614215710.018622,,0.02
1614215710.020315,-0.03,
1614215710.0217462,,0.00
1614215710.0232604,0.02,
1614215710.0250187,,-0.07
1614215710.026346,0.00,
1614215710.0280187,,0.08
1614215710.0294173,-0.03,
1614215710.0306482,,-0.05
1614215710.0316467,-0.03,
1614215710.0340948,,-0.02
1614215710.0354333,0.00,
1614215710.0366826,,-0.07
1614215710.0376873,0.00,
1614215710.0401542,,-0.05
1614215710.0413046,0.00,
1614215710.0430949,,0.02
1614215710.0445168,0.05,
1614215710.046123,,0.02
1614215710.0471509,0.03,
1614215710.04916,,-0.03
1614215710.050596,-0.05,
1614215710.0515988,,-0.03
1614215710.0536048,0.00,
1614215710.0546482,,-0.03
1614215710.0566359,-0.02,
1614215710.0580947,,-0.07
1614215710.0590987,-0.03,
1614215710.060834,,0.05
1614215710.062281,0.02,
1614215710.0642915,,-0.02
1614215710.0652769,0.00,
1614215710.0672712,,-0.02
1614215710.068269,-0.07,
1614215710.0702631,,-0.02
1614215710.0712879,0.03,
1614215710.073257,,0.03
1614215710.0739653,-0.02,
1614215710.075962,,-0.03
1614215710.0769875,-0.05,
1614215710.0789847,,-0.02
1614215710.0799618,-0.03,
1614215710.0819743,,-0.12
1614215710.0829751,0.03,
1614215710.0849376,,-0.05
1614215710.086712,0.00,
1614215710.0877004,,0.00
1614215710.0896962,0.00,
1614215710.0907178,,0.03
1614215710.0928314,-0.03,
1614215710.0938716,,-0.05
1614215710.0958786,-0.03,
1614215710.0974166,,-0.07
1614215710.0991454,0.03,
1614215710.1001568,,-0.07
1614215710.1012504,0.00,
1614215710.1033952,,-0.07
1614215710.1047003,0.05,
1614215710.1057,,-0.07
1614215710.1079936,0.08,
1614215710.10906,,-0.10
1614215710.1109881,0.05,
1614215710.1119862,,-0.07
1614215710.1140282,0.00,
1614215710.115543,,-0.08
1614215710.1172006,0.03,
1614215710.1182156,,-0.15
1614215710.1201909,0.07,
1614215710.121603,,-0.13
1614215710.1232448,0.08,
1614215710.1242409,,-0.10
1614215710.1262884,0.07,
1614215710.1275966,,-0.07
1614215710.1291437,0.07,
1614215710.1305737,,-0.03
1614215710.1323495,-0.02,
1614215710.1336248,,-0.03
1614215710.135297,-0.02,
1614215710.136619,,0.00
1614215710.1377203,0.00,
1614215710.1387212,,0.02
1614215710.140806,-0.08,
1614215710.1427622,,0.02
1614215710.1444125,-0.08,
1614215710.1455975,,0.03
1614215710.1473818,-0.05,
1614215710.1480868,,-0.02
1614215710.1504197,-0.13,
1614215710.1516426,,-0.02
1614215710.153412,-0.07,
1614215710.1543453,,0.00
1614215710.1557648,-0.05,
1614215710.1567552,,-0.02
1614215710.1587803,-0.05,
1614215710.1597476,,0.00
1614215710.1617718,-0.12,
1614215710.1636193,,-0.02
1614215710.164919,-0.08,
1614215710.165992,,0.05
1614215710.1679878,-0.03,
1614215710.1689854,,-0.07
1614215710.1710167,0.03,
1614215710.172139,,-0.08
1614215710.174646,-0.03,
1614215710.1757936,,-0.05
1614215710.1776056,-0.03,
1614215710.1783352,,-0.08
1614215710.1806185,0.07,
1614215710.1816602,,-0.07
1614215710.183707,0.03,
1614215710.1848378,,-0.15
1614215710.1863863,0.00,
1614215710.1878755,,-0.08
1614215710.1888745,0.05,
1614215710.1898708,,-0.07
1614215710.192749,0.00,
1614215710.1938844,,-0.05
1614215710.1957896,0.00,
1614215710.1968367,,0.00
1614215710.1983871,-0.03,
1614215710.1998658,,-0.02
1614215710.201905,-0.02,
1614215710.2028692,,-0.08
1614215710.204907,0.02,
1614215710.2051175,,-0.03
1614215710.208077,-0.02,
1614215710.2090774,,-0.07
1614215710.2111232,0.03,
1614215710.2111232,,-0.05
1614215710.2139635,-0.07,
1614215710.2148824,,0.00
1614215710.2169034,0.03,
1614215710.217964,,-0.02
1614215710.2200766,-0.07,
1614215710.2200766,,-0.05
1614215710.2230847,-0.07,
1614215710.224001,,-0.02
1614215710.2260542,0.02,
1614215710.2270024,,-0.02
1614215710.2291734,0.02,
1614215710.2300086,,-0.07
1614215710.2318382,-0.08,
1614215710.2328393,,0.03
1614215710.2353418,0.05,
1614215710.2359746,,0.00
1614215710.2381082,-0.02,
1614215710.2381082,,0.07
1614215710.24124,-0.02,
1614215710.24124,,-0.02
1614215710.2442982,-0.07,
1614215710.245063,,-0.03
1614215710.2467325,0.03,
1614215710.2477329,,0.00
1614215710.2500927,-0.07,
1614215710.2506375,,-0.02
1614215710.253074,-0.02,
1614215710.2541056,,0.02
1614215710.2563481,0.00,
1614215710.2570143,,0.03
1614215710.259458,-0.08,
1614215710.2600172,,0.02
1614215710.2625363,-0.02,
1614215710.2628715,,-0.08
1614215710.2655118,0.00,
1614215710.2660384,,-0.05
1614215710.2681947,0.03,
1614215710.2691433,,-0.02
1614215710.2711449,0.03,
1614215710.2721457,,-0.02
1614215710.2745318,-0.02,
1614215710.2750108,,0.02
1614215710.2775865,0.02,
1614215710.277952,,-0.07
1614215710.2803853,0.02,
1614215710.2803853,,-0.07
1614215710.283743,-0.07,
1614215710.283999,,0.03
1614215710.2866716,0.03,
1614215710.2870057,,-0.05
1614215710.289007,-0.02,
1614215710.2902246,,-0.10
1614215710.2926998,-0.03,
1614215710.2930794,,-0.03
1614215710.295766,0.05,
1614215710.2961607,,-0.08
1614215710.2984753,-0.02,
1614215710.2991226,,-0.07
1614215710.3018208,-0.10,
1614215710.3018208,,-0.03
1614215710.304296,0.02,
1614215710.305297,,-0.05
1614215710.3080404,-0.03,
1614215710.3080404,,-0.03
1614215710.3110359,0.02,
1614215710.3110359,,-0.02
1614215710.3140104,-0.05,
1614215710.3140104,,-0.02
1614215710.317008,-0.05,
1614215710.317008,,0.00
1614215710.3200083,-0.05,
1614215710.3200083,,-0.03
1614215710.3226845,-0.08,
1614215710.3226845,,-0.03
1614215710.328751,,-0.02
1614215710.328751,-0.02,
1614215710.3300083,0.03,
1614215710.3300083,,0.02
1614215710.332007,0.00,
1614215710.332007,,-0.03
1614215710.3349755,0.00,
1614215710.3349755,,-0.02
1614215710.3379831,0.00,
1614215710.3379831,,-0.02
1614215710.3408923,-0.02,
1614215710.3408923,,-0.02
1614215710.3446689,-0.03,
1614215710.3486578,,0.02
1614215710.3486578,0.00,
1614215710.3516455,-0.03,
1614215710.3516455,,0.00
1614215710.3516455,,-0.02
1614215710.3526149,,-0.03
1614215710.3566382,,0.02
1614215710.3576407,-0.07,
1614215710.358599,-0.03,
1614215710.3595963,-0.03,
1614215710.362621,-0.08,
1614215710.365602,,0.02
1614215710.365602,,0.03
1614215710.365602,,0.05
1614215710.365602,-0.03,
1614215710.3685749,-0.07,
1614215710.373559,-0.05,
1614215710.373559,,0.02
1614215710.373559,,0.03
1614215710.374556,-0.02,
1614215710.374556,,0.07
1614215710.3775485,,-0.02
1614215710.3805406,,-0.02
1614215710.3805406,-0.03,
1614215710.3835626,,-0.05
1614215710.3865576,,-0.07
1614215710.3865576,-0.05,
1614215710.3865576,-0.02,
1614215710.3865576,-0.05,
1614215710.3895168,,-0.08
1614215710.3895168,-0.02,
1614215710.3925376,0.00,
1614215710.392971,,-0.05
1614215710.3950708,,-0.05
1614215710.3950708,0.02,
1614215710.402052,,0.00
1614215710.402052,,-0.10
1614215710.402052,0.00,
1614215710.4050443,,-0.08
1614215710.408055,,-0.03
1614215710.408055,-0.05,
1614215710.4090335,0.02,
1614215710.4090335,-0.05,
1614215710.4100306,,-0.07
1614215710.4100306,-0.02,
1614215710.4130228,-0.03,
1614215710.4140205,,-0.07
1614215710.4170122,,-0.07
1614215710.4180095,-0.03,
1614215710.4259882,,-0.08
1614215710.4279828,0.03,
1614215710.4310033,-0.03,
1614215710.4310033,-0.03,
1614215710.4310033,,-0.08
1614215710.4319723,0.03,
1614215710.4319723,-0.07,
1614215710.4319723,,-0.02
1614215710.4359615,-0.07,
1614215710.4359615,,-0.07
1614215710.4359615,,-0.02
1614215710.4369597,,-0.03
1614215710.4379566,,0.00
1614215710.4409492,-0.02,
1614215710.4409492,-0.05,
1614215710.4439423,,-0.02
1614215710.444938,-0.08,
1614215710.445935,,-0.08
1614215710.448927,0.05,
1614215710.4499247,0.00,
1614215710.450922,,-0.02
1614215710.450922,,-0.10
1614215710.4529164,0.05,
1614215710.4529164,,-0.03
1614215710.4579031,,-0.02
1614215710.4589007,0.00,
1614215710.4589007,0.00,
1614215710.4589007,,-0.02
1614215710.4618921,,-0.08
1614215710.4618921,0.02,
1614215710.465882,-0.07,
1614215710.467889,,-0.02
1614215710.467889,,-0.05
1614215710.4708903,-0.05,
1614215710.4738903,0.03,
1614215710.4738903,,-0.05
1614215710.4738903,,-0.05
1614215710.4738903,0.00,
1614215710.4768527,,-0.02
1614215710.4768527,-0.02,
1614215710.4798448,,-0.05
1614215710.4798448,0.03,
1614215710.4848337,0.03,
1614215710.4848337,,-0.05
1614215710.489818,,-0.12
1614215710.489818,0.02,
1614215710.489818,0.07,
1614215710.489818,,-0.10
1614215710.4918208,,-0.02
1614215710.4918208,0.05,
1614215710.494805,,-0.10
1614215710.494805,0.07,
1614215710.4977968,,-0.08
1614215710.4977968,-0.02,
1614215710.5007885,,-0.07
1614215710.5007885,-0.02,
1614215710.5038092,,-0.03
1614215710.5038092,-0.02,
1614215710.5072067,,-0.07
1614215710.5076625,-0.07,
1614215710.51021,,-0.07
1614215710.510564,0.00,
1614215710.5129795,,0.03
1614215710.5129795,-0.08,
1614215710.51631,,-0.02
1614215710.5167394,0.00,
1614215710.5191522,,0.00
1614215710.5191522,-0.05,
1614215710.5221472,,0.05
1614215710.522829,-0.03,
1614215710.525314,,0.00
1614215710.5258849,-0.05,
1614215710.5278592,,-0.02
1614215710.528862,0.00,
1614215710.5310009,,0.02
1614215710.5317912,-0.02,
1614215710.5340416,,0.02
1614215710.535102,-0.05,
1614215710.5370276,,-0.03
1614215710.5380323,-0.03,
1614215710.5400522,,-0.02
1614215710.541021,-0.02,
1614215710.5430655,,0.00
1614215710.544016,-0.10,
1614215710.5461283,,0.03
1614215710.5469632,0.02,
1614215710.5491161,,0.00
1614215710.550175,-0.02,
1614215710.5520675,,-0.05
1614215710.5530167,-0.07,
1614215710.5549161,,0.05
1614215710.5559058,0.05,
1614215710.558155,,0.03
1614215710.5591238,-0.03,
1614215710.5611234,,-0.02
1614215710.5621197,-0.07,
1614215710.56418,,0.07
1614215710.5651124,-0.05,
1614215710.567174,,0.02
1614215710.567988,0.00,
1614215710.5701199,,0.00
1614215710.5711243,-0.03,
1614215710.5734897,,-0.02
1614215710.5741882,-0.05,
1614215710.5761883,,-0.05
1614215710.577185,0.00,
1614215710.5792046,,0.02
1614215710.5802476,-0.03,
1614215710.5825293,,-0.05
1614215710.5831733,-0.02,
1614215710.5855381,,-0.05
1614215710.5864885,-0.03,
1614215710.588428,,-0.03
1614215710.588864,-0.03,
1614215710.5916152,,-0.10
1614215710.5925686,0.03,
1614215710.5943425,,-0.08
1614215710.5952718,0.03,
1614215710.597715,,-0.05
1614215710.59814,0.02,
1614215710.600345,,-0.08
1614215710.6013477,0.03,
1614215710.6033318,,-0.10
1614215710.6047256,-0.07,
1614215710.6067293,,-0.02
1614215710.607724,0.05,
1614215710.6097212,,-0.02
1614215710.6104414,0.02,
1614215710.6124766,,-0.07
1614215710.6134384,0.02,
1614215710.6154368,,-0.05
1614215710.6164324,-0.03,
1614215710.6184535,,-0.05
1614215710.6195953,-0.08,
1614215710.621643,,0.00
1614215710.6226463,-0.03,
1614215710.6246738,,0.00
1614215710.6260693,0.02,
1614215710.627526,,0.00
1614215710.6291227,-0.05,
1614215710.6304398,,-0.07
1614215710.6315746,-0.08,
1614215710.6335049,,0.02
1614215710.6350665,-0.10,
1614215710.636551,,0.02
1614215710.6376734,-0.03,
1614215710.6396918,,0.02
1614215710.6406987,-0.05,
1614215710.6418743,,-0.02
1614215710.6442935,-0.03,
1614215710.645565,,0.02
1614215710.6472437,-0.02,
1614215710.6481187,,0.02
1614215710.6503322,0.02,
1614215710.6520221,,0.02
1614215710.6528246,-0.07,
1614215710.6548798,,-0.02
1614215710.6562126,0.03,
1614215710.6578336,,-0.07
1614215710.659259,-0.03,
1614215710.6606827,,-0.05
1614215710.662184,0.03,
1614215710.6638691,,-0.02
1614215710.6653175,-0.02,
1614215710.666778,,-0.05
1614215710.6679473,-0.03,
1614215710.6699448,,-0.05
1614215710.670941,-0.02,
1614215710.6729367,,-0.02
1614215710.6743088,0.03,
1614215710.676037,,-0.15
1614215710.6773458,0.03,
1614215710.6784987,,-0.02
1614215710.6804178,0.00,
1614215710.6822202,,-0.08
1614215710.683116,-0.02,
1614215710.6851134,,-0.03
1614215710.6861098,0.03,
1614215710.6871068,,-0.07
1614215710.6891015,0.02,
1614215710.6910965,,-0.10
1614215710.6920936,0.00,
1614215710.6940882,,-0.03
1614215710.6950855,-0.02,
1614215710.6970835,,-0.03
1614215710.6980777,-0.03,
1614215710.7000725,,-0.02
1614215710.7010705,-0.07,
1614215710.703088,,-0.02
1614215710.7040908,0.03,
1614215710.706243,,-0.05
1614215710.7076387,-0.10,
1614215710.7091665,,0.03
1614215710.710545,-0.07,
1614215710.712232,,0.02
1614215710.7137842,0.02,
1614215710.7148337,,-0.03
1614215710.7167623,-0.07,
1614215710.718074,,-0.07
1614215710.7198036,-0.03,
1614215710.7211359,,0.02
1614215710.7228143,-0.05,
1614215710.724184,,0.05
1614215710.7258842,-0.05,
1614215710.7271547,,0.03
1614215710.7285624,-0.03,
1614215710.7299004,,0.02
1614215710.7320774,-0.07,
1614215710.7331643,,0.00
1614215710.7350802,0.00,
1614215710.73616,,0.05
1614215710.7376716,0.02,
1614215710.7392752,,-0.03
1614215710.7406082,-0.03,
1614215710.742215,,0.03
1614215710.74405,0.03,
1614215710.745074,,-0.03
1614215710.7470725,-0.03,
1614215710.7480683,,0.02
1614215710.7500603,-0.02,
1614215710.7509832,,0.02
1614215710.7531214,0.00,
1614215710.7541223,,-0.05
1614215710.7560658,-0.03,
1614215710.7572155,,0.00
1614215710.7591264,-0.02,
1614215710.76032,,0.07
1614215710.7613785,0.03,
1614215710.763352,,-0.03
1614215710.7650635,0.05,
1614215710.7662442,,-0.03
1614215710.7680752,-0.02,
1614215710.7690766,,-0.05
