Time,Tag,Flow,EIT
1616978757.2759895,,"755636764, -0.05, 0.02
",
1616978757.2779787,,"755639160, -0.03, 0.02
",
1616978757.2809758,,"755641560, -0.02, -0.02
",
1616978757.2829719,,"755643948, -0.02, -0.05
",
1616978757.2849693,,"755646348, -0.03, 0.02
",
1616978757.2879577,,"755648752, -0.05, 0.00
",
1616978757.2899547,,"755651104, -0.05, 0.02
",
1616978757.2929688,,"755653496, -0.03, 0.00
",
1616978757.2949417,,"755655868, 0.02, -0.03
",
1616978757.2969346,,"755658264, -0.03, -0.08
",
1616978757.29993,,"755660664, -0.05, -0.05
",
1616978757.301924,,"755663072, -0.07, -0.02
",
1616978757.3049164,,"755665464, -0.03, -0.02
",
1616978757.3069112,,"755667860, -0.03, -0.05
",
1616978757.3088784,,"755670268, -0.07, -0.07
",
1616978757.3118978,,"755672668, -0.03, -0.07
",
1616978757.3138654,,"755675068, -0.07, -0.03
",
1616978757.3168883,,"755677476, -0.03, -0.07
",
1616978757.3188834,,"755679876, -0.02, -0.03
",
1616978757.3208752,,"755682276, -0.07, -0.03
",
1616978757.323867,,"755684684, -0.08, -0.02
",
1616978757.3258617,,"755687080, -0.05, -0.03
",
1616978757.327851,,"755689484, 0.02, 0.00
",
1616978757.3308423,,"755691844, -0.03, 0.00
",
1616978757.332843,,"755694208, -0.07, 0.00
",
1616978757.335835,,"755696572, -0.08, 0.02
",
1616978757.3378017,,"755698972, -0.07, 0.00
",
1616978757.3397975,,"755701336, -0.05, -0.02
",
1616978757.3428178,,"755703736, -0.05, 0.00
",
1616978757.3448117,,"755706112, -0.08, -0.03
",
1616978757.3477974,,"755708512, -0.07, 0.02
",
1616978757.3497992,,"755710908, -0.05, -0.05
",
1616978757.3517933,,"755713316, -0.07, -0.02
",
1616978757.3547857,,"755715712, -0.05, -0.02
",
1616978757.3567808,,"755718112, 0.00, 0.03
",
1616978757.3587697,,"755720476, -0.07, -0.02
",
1616978757.36177,,"755722872, -0.05, -0.05
",
1616978757.363764,,"755725272, -0.05, -0.02
",
1616978757.3667538,,"755727680, -0.05, -0.03
",
1616978757.3687494,,"755730080, -0.03, -0.02
",
1616978757.3707438,,"755732476, -0.07, 0.00
",
1616978757.3737361,,"755734848, -0.05, -0.03
",
1616978757.3757312,,"755737248, -0.05, -0.02
",
1616978757.3787234,,"755739648, -0.05, -0.03
",
1616978757.380721,,"755742052, -0.07, -0.02
",
1616978757.3827126,,"755744452, -0.02, 0.02
",
1616978757.385703,,"755746848, -0.05, -0.03
",
1616978757.387697,,"755749248, -0.02, -0.05
",
1616978757.390688,,"755751648, -0.05, 0.02
",
1616978757.392686,,"755754048, -0.03, -0.02
",
1616978757.3946788,,"755756448, 0.00, -0.02
",
1616978757.3976762,,"755758808, -0.02, 0.00
",
1616978757.3996649,,"755761180, -0.03, -0.07
",
1616978757.4016593,,"755763580, -0.03, -0.02
",
1616978757.4046602,,"755765976, -0.03, 0.00
",
1616978757.4066536,,"755768348, 0.00, 0.02
",
1616978757.4096353,,"755770704, -0.03, 0.00
",
1616978757.4116278,,"755773068, -0.02, -0.07
",
1616978757.4136288,,"755775468, 0.00, 0.00
",
1616978757.4166174,,"755777804, -0.03, -0.05
",
1616978757.4186237,,"755780200, -0.02, -0.02
",
1616978757.4215856,,"755782596, -0.08, -0.02
",
1616978757.4236107,,"755785004, -0.02, 0.00
",
1616978757.4256072,,"755787368, -0.02, -0.03
",
1616978757.428597,,"755789764, -0.05, 0.02
",
1616978757.4305952,,"755792164, -0.08, -0.03
",
1616978757.4325867,,"755794560, -0.05, 0.02
",
1616978757.4355795,,"755796956, -0.03, 0.02
",
1616978757.4375684,,"755799356, -0.03, -0.07
",
1616978757.4405608,,"755801756, -0.07, -0.02
",
1616978757.442551,,"755804152, -0.03, 0.02
",
1616978757.4445515,,"755806556, -0.02, -0.02
",
1616978757.4475374,,"755808952, -0.03, -0.05
",
1616978757.4495316,,"755811360, -0.03, 0.00
",
1616978757.4525347,,"755813724, -0.03, 0.02
",
1616978757.4545302,,"755816120, -0.05, 0.02
",
1616978757.4565253,,"755818520, -0.05, 0.00
",
1616978757.459517,,"755820880, -0.03, -0.02
",
1616978757.4615107,,"755823280, -0.08, 0.00
",
1616978757.4644928,,"755825644, -0.02, -0.02
",
1616978757.4664981,,"755828048, -0.05, -0.02
",
1616978757.468459,,"755830444, -0.03, -0.05
",
1616978757.4714634,,"755832852, -0.02, -0.02
",
1616978757.4734797,,"755835252, 0.00, 0.00
",
1616978757.4754472,,"755837576, -0.08, -0.02
",
1616978757.4784324,,"755839976, -0.05, 0.00
",
1616978757.480428,,"755842352, -0.07, -0.03
",
1616978757.4834206,,"755844748, 0.02, 0.05
",
1616978757.485415,,"755847140, -0.05, 0.00
",
1616978757.4874098,,"755849508, -0.05, 0.03
",
1616978757.4904015,,"755851904, -0.10, -0.03
",
1616978757.4923968,,"755854312, -0.05, -0.03
",
1616978757.4953878,,"755856720, -0.02, -0.02
",
1616978757.497383,,"755859116, -0.05, -0.05
",
1616978757.4993784,,"755861524, -0.07, -0.03
",
1616978757.5023704,,"755863924, -0.02, -0.02
",
1616978757.5043647,,"755866324, -0.03, -0.03
",
1616978757.5073571,,"755868732, -0.07, -0.02
",
1616978757.509352,,"755871128, -0.03, -0.02
",
1616978757.5113478,,"755873528, -0.03, 0.00
",
1616978757.5143387,,"755875900, -0.03, -0.07
",
1616978757.5163336,,"755878300, -0.07, -0.02
",
1616978757.518329,,"755880700, -0.03, 0.00
",
1616978757.5213208,,"755883072, -0.05, -0.02
",
1616978757.5233152,,"755885468, -0.07, 0.00
",
1616978757.5263073,,"755887832, -0.03, -0.05
",
1616978757.5283027,,"755890240, -0.02, -0.03
",
1616978757.5302975,,"755892636, -0.05, -0.03
",
1616978757.5332892,,"755895032, -0.07, -0.02
",
1616978757.5352843,,"755897440, -0.03, -0.05
",
1616978757.5382762,,"755899840, -0.03, -0.03
",
1616978757.5402718,,"755902240, -0.02, 0.00
",
1616978757.5422666,,"755904612, -0.03, -0.02
",
1616978757.5452635,,"755907012, -0.05, -0.08
",
1616978757.5472536,,"755909412, -0.02, -0.02
",
1616978757.5502462,,"755911820, 0.00, -0.05
",
1616978757.5522408,,"755914184, -0.03, -0.05
",
1616978757.5542352,,"755916584, -0.03, -0.03
",
1616978757.5572276,,"755918992, -0.07, 0.00
",
1616978757.559222,,"755921356, -0.03, 0.00
",
1616978757.5612156,,"755923720, -0.02, -0.03
",
1616978757.5642447,,"755926128, -0.05, -0.08
",
1616978757.566238,,"755928528, 0.00, -0.03
",
1616978757.569195,,"755930888, -0.08, -0.03
",
1616978757.5712233,,"755933296, -0.05, -0.03
",
1616978757.5732179,,"755935696, -0.05, -0.07
",
1616978757.5762095,,"755938100, 0.00, 0.02
",
1616978757.578205,,"755940464, -0.02, -0.02
",
1616978757.5811987,,"755942864, -0.07, 0.00
",
1616978757.5831923,,"755945228, -0.02, -0.03
",
1616978757.5851526,,"755947636, -0.07, -0.03
",
1616978757.5881786,,"755950036, -0.05, 0.00
",
1616978757.5901756,,"755952400, -0.03, -0.07
",
1616978757.5921345,,"755954808, -0.05, -0.02
",
1616978757.5951607,,"755957208, -0.05, 0.00
",
1616978757.5971549,,"755959572, -0.05, -0.03
",
1616978757.600149,,"755961980, -0.03, -0.07
",
1616978757.6021082,,"755964380, 0.00, 0.03
",
1616978757.60414,,"755966740, -0.03, -0.05
",
1616978757.6071296,,"755969148, -0.02, -0.05
",
1616978757.6091213,,"755971544, -0.03, -0.03
",
1616978757.6121156,,"755973944, -0.07, 0.00
",
1616978757.6141002,,"755976316, -0.05, 0.00
",
1616978757.6160948,,"755978680, -0.03, 0.02
",
1616978757.6190934,,"755981072, -0.05, -0.02
",
1616978757.621066,,"755983476, 0.02, -0.02
",
1616978757.624074,,"755985868, -0.05, -0.03
",
1616978757.626069,,"755988268, -0.03, 0.03
",
1616978757.628063,,"755990672, -0.03, -0.03
",
1616978757.6310554,,"755993068, -0.05, -0.03
",
1616978757.6330519,,"755995468, -0.03, 0.00
",
1616978757.63505,,"755997844, -0.02, -0.02
",
1616978757.6380472,,"756000240, -0.07, 0.00
",
1616978757.6400092,,"756002600, -0.03, 0.00
",
1616978757.643001,,"756004968, -0.05, 0.02
",
1616978757.6449962,,"756007360, -0.02, -0.03
",
1616978757.6469903,,"756009756, -0.07, -0.03
",
1616978757.6499827,,"756012164, -0.03, 0.00
",
1616978757.6519773,,"756014524, -0.03, -0.05
",
1616978757.6549695,,"756016924, -0.08, -0.05
",
1616978757.656965,,"756019332, -0.03, -0.03
",
1616978757.658959,,"756021728, -0.05, -0.03
",
1616978757.6619515,,"756024128, -0.03, 0.00
",
1616978757.6639457,,"756026500, -0.05, 0.00
",
1616978757.6669383,,"756028864, -0.05, -0.02
",
1616978757.6689332,,"756031260, -0.07, 0.00
",
1616978757.6709278,,"756033632, -0.03, -0.07
",
1616978757.67392,,"756036032, -0.03, -0.02
",
1616978757.6759148,,"756038428, -0.02, -0.03
",
1616978757.677909,,"756040836, -0.05, -0.02
",
1616978757.6809015,,"756043232, -0.07, -0.03
",
1616978757.6828961,,"756045632, -0.03, -0.03
",
1616978757.6858892,,"756048040, -0.03, -0.05
",
1616978757.6879094,,"756050436, -0.03, -0.05
",
1616978757.6899014,,"756052836, -0.03, -0.02
",
1616978757.6928947,,"756055244, -0.03, -0.03
",
1616978757.694888,,"756057632, -0.07, 0.00
",
1616978757.6978579,,"756059996, -0.07, -0.05
",
1616978757.699852,,"756062404, 0.00, -0.02
",
1616978757.7018466,,"756064768, -0.02, -0.02
",
1616978757.7048397,,"756067164, -0.05, -0.03
",
1616978757.7068334,,"756069572, -0.05, -0.02
",
1616978757.709839,,"756071964, -0.03, 0.02
",
1616978757.7118206,,"756074356, -0.05, 0.03
",
1616978757.7138152,,"756076760, -0.08, -0.02
",
1616978757.7168074,,"756079148, -0.05, -0.02
",
1616978757.7188022,,"756081548, -0.02, 0.00
",
1616978757.721794,,"756083920, -0.07, 0.02
",
1616978757.7237892,,"756086304, -0.07, 0.00
",
1616978757.7257838,,"756088668, -0.03, -0.03
",
1616978757.728776,,"756091076, -0.02, -0.05
",
1616978757.7307713,,"756093464, -0.08, -0.02
",
1616978757.7327654,,"756095864, -0.07, -0.02
",
1616978757.7357576,,"756098276, -0.03, -0.05
",
1616978757.7377532,,"756100664, -0.05, -0.02
",
1616978757.7407446,,"756103064, -0.05, -0.05
",
1616978757.7427392,,"756105472, 0.00, 0.00
",
1616978757.7447345,,"756107792, -0.02, -0.02
",
1616978757.7477264,,"756110188, -0.02, -0.03
",
1616978757.7497208,,"756112596, -0.02, 0.00
",
1616978757.7517164,,"756114960, -0.05, -0.03
",
1616978757.7547078,,"756117356, -0.02, -0.03
",
1616978757.7567027,,"756119768, -0.05, -0.03
",
1616978757.7596948,,"756122156, -0.03, 0.02
",
1616978757.7616897,,"756124552, -0.05, 0.02
",
1616978757.7646816,,"756126952, -0.08, -0.07
",
1616978757.7666767,,"756129344, -0.07, -0.07
",
1616978757.7686715,,"756131740, -0.03, -0.02
",
1616978757.7716634,,"756134148, -0.07, -0.02
",
1616978757.7736583,,"756136548, -0.05, -0.03
",
1616978757.7756526,,"756138948, -0.02, -0.08
",
1616978757.7786446,,"756141356, -0.03, 0.00
",
1616978757.7806396,,"756143720, -0.05, -0.03
",
1616978757.783633,,"756146120, -0.02, -0.02
",
1616978757.7856264,,"756148524, -0.02, -0.03
",
1616978757.7876213,,"756150924, -0.05, 0.02
",
1616978757.7906144,,"756153316, -0.02, -0.02
",
1616978757.7926087,,"756155724, -0.05, -0.03
",
1616978757.7956007,,"756158124, -0.05, -0.05
",
1616978757.797596,,"756160532, -0.05, -0.07
",
1616978757.7995906,,"756162928, -0.02, -0.02
",
1616978757.8025827,,"756165324, -0.03, -0.03
",
1616978757.8045995,,"756167732, -0.05, -0.02
",
1616978757.807592,,"756170132, -0.05, -0.02
",
1616978757.8095865,,"756172528, -0.02, 0.02
",
1616978757.811581,,"756174932, -0.08, 0.00
",
1616978757.8145738,,"756177296, -0.07, -0.02
",
1616978757.8165681,,"756179692, -0.03, 0.00
",
1616978757.818569,,"756182064, -0.03, 0.05
",
1616978757.821555,,"756184460, -0.02, -0.02
",
1616978757.8235497,,"756186856, 0.00, -0.05
",
1616978757.826542,,"756189228, 0.00, -0.02
",
1616978757.828537,,"756191592, -0.03, -0.03
",
1616978757.8305311,,"756193992, -0.03, 0.03
",
1616978757.8335233,,"756196396, -0.02, 0.02
",
1616978757.8355184,,"756198792, -0.03, 0.02
",
1616978757.8385127,,"756201184, -0.03, -0.07
",
1616978757.8405051,,"756203592, -0.07, -0.02
",
1616978757.8425014,,"756205992, -0.05, 0.02
",
1616978757.8454976,,"756208388, -0.07, -0.05
",
1616978757.847493,,"756210796, -0.03, -0.03
",
1616978757.8504844,,"756213196, -0.07, 0.02
",
1616978757.8524795,,"756215588, -0.03, 0.00
",
1616978757.8544745,,"756217964, -0.03, -0.02
",
1616978757.8574667,,"756220360, -0.02, -0.03
",
1616978757.8594644,,"756222760, -0.03, -0.05
",
1616978757.862425,,"756225168, -0.07, 0.02
",
1616978757.8644505,,"756227560, -0.05, -0.03
",
1616978757.866443,,"756229960, -0.02, 0.07
",
1616978757.8694358,,"756232364, -0.07, 0.02
",
1616978757.8714304,,"756234756, -0.07, -0.03
",
1616978757.8744178,,"756237156, -0.07, -0.05
",
1616978757.8764176,,"756239564, -0.08, -0.02
",
1616978757.8784122,,"756241952, -0.07, -0.02
",
1616978757.8814085,,"756244352, -0.07, -0.05
",
1616978757.8834016,,"756246760, -0.03, 0.02
",
1616978757.885393,,"756249140, -0.03, 0.03
",
1616978757.8883853,,"756251536, -0.07, 0.00
",
1616978757.8903809,,"756253908, -0.05, -0.05
",
1616978757.8933737,,"756256300, -0.05, -0.02
",
1616978757.8953674,,"756258696, -0.02, -0.05
",
1616978757.8973637,,"756261104, -0.03, -0.03
",
1616978757.9003553,,"756263504, 0.02, -0.07
",
1616978757.9023492,,"756265900, -0.03, -0.02
",
1616978757.905341,,"756268304, -0.05, -0.07
",
1616978757.907336,,"756270704, -0.07, 0.00
",
1616978757.909331,,"756273072, -0.03, -0.03
",
1616978757.912322,,"756275480, -0.05, -0.03
",
1616978757.9143176,,"756277880, -0.03, -0.02
",
1616978757.9173102,,"756280276, -0.05, -0.03
",
1616978757.9193048,,"756282684, -0.05, -0.02
",
1616978757.9212997,,"756285080, -0.02, -0.05
",
1616978757.9242914,,"756287480, -0.03, -0.02
",
1616978757.9262936,,"756289888, -0.05, -0.07
",
1616978757.92925,,"756292284, -0.05, -0.03
",
1616978757.9312725,,"756294692, -0.07, -0.02
",
1616978757.933267,,"756297092, -0.03, -0.02
",
1616978757.936263,,"756299492, -0.03, 0.02
",
1616978757.938259,,"756301892, -0.08, -0.05
",
1616978757.9412324,,"756304292, -0.03, 0.00
",
1616978757.9432418,,"756306656, -0.02, -0.03
",
1616978757.945237,,"756309064, -0.02, -0.03
",
1616978757.9482286,,"756311460, -0.03, 0.00
",
1616978757.9502237,,"756313824, -0.03, -0.05
",
1616978757.9531887,,"756316232, -0.07, -0.03
",
1616978757.9552135,,"756318632, -0.07, 0.02
",
1616978757.957205,,"756321028, 0.00, -0.03
",
1616978757.9601994,,"756323400, -0.03, -0.02
",
1616978757.962193,,"756325796, -0.02, -0.03
",
1616978757.9641862,,"756328196, -0.03, -0.03
",
1616978757.967179,,"756330604, -0.05, -0.02
",
1616978757.9691737,,"756333000, 0.00, -0.05
",
1616978757.972166,,"756335364, -0.07, -0.07
",
1616978757.9741607,,"756337772, -0.05, -0.03
",
1616978757.9761496,,"756340172, -0.05, -0.10
",
1616978757.9791417,,"756342576, -0.02, -0.02
",
1616978757.9811502,,"756344984, -0.02, -0.05
",
1616978757.9841397,,"756347380, -0.03, 0.02
",
1616978757.9861367,,"756349776, -0.03, -0.02
",
1616978757.9881296,,"756352184, -0.03, -0.05
",
1616978757.9911208,,"756354580, -0.07, -0.03
",
1616978757.9931152,,"756356980, -0.03, 0.00
",
1616978757.9960868,,"756359352, -0.08, -0.03
",
1616978757.998102,,"756361752, -0.07, 0.00
",
1616978758.0000997,,"756364116, -0.03, 0.00
",
1616978758.0030787,,"756366488, -0.08, -0.03
",
1616978758.0050864,,"756368884, -0.07, 0.00
",
1616978758.0070453,,"756371244, -0.07, 0.00
",
1616978758.010038,,"756373616, -0.05, 0.00
",
1616978758.0120327,,"756375980, -0.07, 0.00
",
1616978758.0150363,,"756378344, -0.05, 0.00
",
1616978758.017019,,"756380716, -0.02, -0.07
",
1616978758.0190146,,"756383116, 0.00, -0.02
",
1616978758.0220299,,"756385480, -0.02, 0.00
",
1616978758.024037,,"756387848, -0.07, 0.00
",
1616978758.02603,,"756390212, -0.03, 0.05
",
1616978758.0290225,,"756392608, -0.05, -0.03
",
1616978758.0310173,,"756395016, -0.03, -0.02
",
1616978758.0340083,,"756397416, -0.02, -0.05
",
1616978758.0360043,,"756399816, -0.05, -0.03
",
1616978758.0379999,,"756402224, -0.05, -0.02
",
1616978758.0409908,,"756404624, -0.07, -0.02
",
1616978758.0429914,,"756407024, -0.08, -0.03
",
1616978758.0459442,,"756409432, -0.08, 0.00
",
1616978758.047973,,"756411796, -0.08, -0.02
",
1616978758.0499668,,"756414200, -0.05, -0.02
",
1616978758.05296,,"756416604, -0.05, 0.00
",
1616978758.0549538,,"756418968, -0.05, -0.03
",
1616978758.0579123,,"756421364, -0.05, -0.02
",
1616978758.0599296,,"756423772, -0.03, -0.03
",
1616978758.0619252,,"756426172, -0.02, -0.05
",
1616978758.064918,,"756428572, 0.00, 0.02
",
1616978758.0669124,,"756430940, -0.03, -0.03
",
1616978758.0689073,,"756433340, -0.10, 0.00
",
1616978758.0718987,,"756435712, -0.05, -0.03
",
1616978758.0738938,,"756438120, -0.03, -0.02
",
1616978758.0768855,,"756440520, -0.03, 0.02
",
1616978758.0788805,,"756442912, -0.03, 0.02
",
1616978758.0808764,,"756445316, -0.07, 0.02
",
1616978758.0838459,,"756447708, -0.03, -0.03
",
1616978758.085841,,"756450112, -0.07, 0.00
",
1616978758.0888321,,"756452484, -0.02, -0.02
",
1616978758.0908272,,"756454880, -0.07, -0.07
",
1616978758.092822,,"756457280, -0.03, 0.00
",
1616978758.095814,,"756459652, -0.05, -0.05
",
1616978758.0978074,,"756462052, -0.03, -0.03
",
1616978758.1008086,,"756464452, -0.03, -0.05
",
1616978758.1027958,,"756466860, -0.05, -0.03
",
1616978758.1047914,,"756469260, -0.02, -0.03
",
1616978758.1077828,,"756471660, 0.00, -0.02
",
1616978758.1097777,,"756474032, -0.05, 0.00
",
1616978758.1127698,,"756476400, -0.03, 0.00
",
1616978758.1148028,,"756478764, -0.05, 0.00
",
1616978758.1167908,,"756481136, -0.07, -0.05
",
1616978758.1197646,,"756483536, 0.00, 0.00
",
1616978758.1217782,,"756485864, -0.03, -0.02
",
1616978758.123773,,"756488268, -0.05, -0.07
",
1616978758.126768,,"756490668, -0.07, -0.05
",
1616978758.1287599,,"756493068, -0.02, -0.02
",
1616978758.1307545,,"756495472, 0.00, -0.02
",
1616978758.1337466,,"756497836, -0.07, 0.00
",
1616978758.1357083,,"756500196, -0.07, -0.02
",
1616978758.1386998,,"756502604, -0.03, -0.03
",
1616978758.1406949,,"756505000, -0.05, -0.03
",
1616978758.1426897,,"756507400, -0.02, -0.03
",
1616978758.1456816,,"756509808, -0.08, -0.02
",
1616978758.147677,,"756512208, -0.07, -0.03
",
1616978758.1506686,,"756514604, -0.03, -0.03
",
1616978758.1526632,,"756517012, -0.07, -0.02
",
1616978758.154669,,"756519408, -0.03, -0.03
",
1616978758.1576502,,"756521808, -0.03, -0.05
",
1616978758.1596458,,"756524216, -0.02, -0.02
",
1616978758.162637,,"756526616, -0.03, -0.07
",
1616978758.1646323,,"756529012, 0.00, -0.03
",
1616978758.166627,,"756531384, -0.02, 0.00
",
1616978758.1696186,,"756533744, -0.03, -0.03
",
1616978758.1716142,,"756536144, -0.03, 0.03
",
1616978758.1736085,,"756538548, -0.05, 0.00
",
1616978758.176601,,"756540912, -0.03, 0.00
",
1616978758.1785955,,"756543276, -0.05, -0.03
",
1616978758.1815875,,"756545684, -0.07, 0.03
",
1616978758.1835828,,"756548080, -0.02, -0.02
",
1616978758.1855774,,"756550476, -0.03, -0.05
",
1616978758.1885695,,"756552884, -0.02, 0.02
",
1616978758.1905642,,"756555276, -0.03, -0.05
",
1616978758.1935563,,"756557676, -0.05, 0.00
",
1616978758.1955512,,"756560048, 0.00, -0.08
",
1616978758.1975462,,"756562412, -0.07, -0.02
",
1616978758.2005377,,"756564808, -0.02, -0.05
",
1616978758.2025325,,"756567216, -0.03, -0.02
",
1616978758.205525,,"756569612, -0.02, -0.03
",
1616978758.2075198,,"756572012, -0.03, 0.00
",
1616978758.2095144,,"756574384, -0.03, -0.03
",
1616978758.2125068,,"756576784, -0.05, -0.08
",
1616978758.2145019,,"756579180, -0.03, -0.07
",
1616978758.2174933,,"756581588, -0.08, -0.07
",
1616978758.2194881,,"756583980, -0.07, -0.07
",
1616978758.2214835,,"756586380, -0.02, -0.03
",
1616978758.2244751,,"756588784, -0.02, -0.05
",
1616978758.22647,,"756591184, -0.03, 0.02
",
1616978758.229462,,"756593580, -0.07, 0.05
",
1616978758.231457,,"756595984, -0.08, -0.03
",
1616978758.2334514,,"756598388, -0.03, -0.03
",
1616978758.2364433,,"756600788, -0.05, -0.03
",
1616978758.2384386,,"756603196, -0.02, 0.00
",
1616978758.240433,,"756605560, -0.02, -0.05
",
1616978758.2434251,,"756607960, -0.02, 0.02
",
1616978758.2454207,,"756610364, -0.03, 0.00
",
