Time,Tag,Flow,EIT
1616978114.1027002,,"110062280, -0.03, 0.00
",
1616978114.1057034,,"110064652, -0.05, 0.02
",
1616978114.1076837,,"110067044, -0.07, -0.07
",
1616978114.10968,,"110069444, 0.00, -0.07
",
1616978114.112674,,"110071804, -0.02, 0.00
",
1616978114.1146722,,"110074176, -0.03, -0.05
",
1616978114.1166606,,"110076576, -0.02, 0.00
",
1616978114.1196523,,"110078940, -0.03, -0.03
",
1616978114.1216486,,"110081348, -0.03, -0.07
",
1616978114.1246402,,"110083744, -0.02, 0.00
",
1616978114.1266348,,"110086104, -0.05, -0.07
",
1616978114.1286297,,"110088512, -0.02, -0.07
",
1616978114.1316218,,"110090908, -0.05, -0.05
",
1616978114.1336198,,"110093304, -0.03, -0.02
",
1616978114.1366112,,"110095708, -0.03, 0.00
",
1616978114.1386068,,"110098072, -0.02, -0.03
",
1616978114.1405976,,"110100468, 0.00, 0.00
",
1616978114.14359,,"110102804, -0.03, -0.02
",
1616978114.1455853,,"110105200, -0.02, -0.03
",
1616978114.1485727,,"110107596, -0.03, -0.03
",
1616978114.1505723,,"110110000, -0.03, -0.03
",
1616978114.152568,,"110112396, -0.03, -0.07
",
1616978114.155532,,"110114796, -0.03, -0.03
",
1616978114.1575568,,"110117200, -0.07, -0.05
",
1616978114.1595485,,"110119596, -0.05, -0.03
",
1616978114.1625426,,"110122004, -0.02, -0.03
",
1616978114.1645074,,"110124400, -0.02, -0.07
",
1616978114.1675277,,"110126796, -0.05, -0.03
",
1616978114.1695225,,"110129204, 0.00, 0.02
",
1616978114.171517,,"110131556, -0.07, 0.00
",
1616978114.1745088,,"110133920, -0.02, -0.02
",
1616978114.1765065,,"110136312, -0.03, -0.03
",
1616978114.1794975,,"110138720, -0.07, -0.05
",
1616978114.1814928,,"110141116, -0.03, -0.07
",
1616978114.1834853,,"110143524, -0.03, -0.02
",
1616978114.1864781,,"110145920, -0.03, 0.03
",
1616978114.1884723,,"110148312, -0.03, -0.02
",
1616978114.191487,,"110150716, -0.02, -0.03
",
1616978114.1934595,,"110153112, -0.02, -0.02
",
1616978114.1954536,,"110155508, -0.03, -0.02
",
1616978114.198447,,"110157916, -0.03, 0.03
",
1616978114.2004445,,"110160308, -0.05, -0.10
",
1616978114.2034385,,"110162712, -0.05, 0.02
",
1616978114.2054284,,"110165112, 0.02, -0.05
",
1616978114.2074237,,"110167504, -0.02, 0.00
",
1616978114.210416,,"110169864, -0.05, -0.03
",
1616978114.21241,,"110172268, 0.00, -0.02
",
1616978114.2143776,,"110174628, -0.02, 0.00
",
1616978114.2173693,,"110176988, -0.03, -0.02
",
1616978114.2193642,,"110179392, -0.02, -0.02
",
1616978114.2223566,,"110181792, -0.05, -0.07
",
1616978114.2243512,,"110184188, -0.03, -0.07
",
1616978114.226381,,"110186592, -0.05, -0.05
",
1616978114.2293708,,"110188988, -0.07, -0.03
",
1616978114.2313654,,"110191384, -0.05, 0.00
",
1616978114.2343595,,"110193752, -0.07, -0.03
",
1616978114.2363527,,"110196148, -0.03, -0.05
",
1616978114.238352,,"110198544, -0.05, -0.02
",
1616978114.241308,,"110200952, -0.02, -0.03
",
1616978114.2433023,,"110203344, -0.07, -0.08
",
1616978114.24631,,"110205740, -0.02, -0.02
",
1616978114.2483213,,"110208144, -0.03, -0.05
",
1616978114.2502837,,"110210540, -0.07, 0.00
",
1616978114.2533102,,"110212904, -0.07, -0.05
",
1616978114.2553024,,"110215308, -0.03, -0.05
",
1616978114.2582994,,"110217708, -0.05, -0.03
",
1616978114.2602894,,"110220104, -0.05, -0.05
",
1616978114.2622852,,"110222512, 0.02, -0.02
",
1616978114.2652764,,"110224900, -0.02, -0.02
",
1616978114.2672722,,"110227296, -0.03, 0.00
",
1616978114.2692604,,"110229664, -0.07, -0.02
",
1616978114.2722557,,"110232064, -0.05, 0.00
",
1616978114.274249,,"110234424, -0.07, -0.02
",
1616978114.277259,,"110236828, 0.00, -0.02
",
1616978114.2792356,,"110239188, -0.03, -0.08
",
1616978114.2812293,,"110241588, -0.03, -0.02
",
1616978114.2842221,,"110243992, 0.02, 0.00
",
1616978114.2862165,,"110246348, -0.03, 0.00
",
1616978114.288211,,"110248708, -0.05, 0.03
",
1616978114.2911758,,"110251108, -0.02, 0.02
",
1616978114.2931707,,"110253500, -0.05, -0.02
",
1616978114.2961628,,"110255896, -0.05, 0.00
",
1616978114.298158,,"110258268, -0.05, -0.03
",
1616978114.3001525,,"110260664, 0.00, -0.05
",
1616978114.3031445,,"110263028, -0.03, 0.00
",
1616978114.3051395,,"110265400, -0.02, 0.03
",
1616978114.308132,,"110267792, -0.02, 0.02
",
1616978114.3101268,,"110270184, -0.03, -0.05
",
1616978114.3121216,,"110272588, -0.02, 0.00
",
1616978114.3151145,,"110274948, -0.05, 0.02
",
1616978114.317109,,"110277340, -0.02, -0.05
",
1616978114.3201034,,"110279748, -0.02, -0.02
",
1616978114.3220954,,"110282144, -0.05, -0.05
",
1616978114.32409,,"110284540, -0.02, -0.05
",
1616978114.327083,,"110286948, -0.03, 0.02
",
1616978114.329109,,"110289340, -0.03, -0.07
",
1616978114.3311036,,"110291736, -0.07, 0.00
",
1616978114.3340642,,"110294108, -0.03, 0.02
",
1616978114.3360732,,"110296500, -0.02, 0.00
",
1616978114.3390844,,"110298860, -0.03, -0.05
",
1616978114.341045,,"110301264, -0.05, -0.03
",
1616978114.3430846,,"110303664, -0.08, -0.02
",
1616978114.346032,,"110306064, -0.03, -0.05
",
1616978114.348028,,"110308468, -0.03, 0.03
",
1616978114.3510275,,"110310860, -0.03, 0.00
",
1616978114.3530464,,"110313224, 0.00, 0.03
",
1616978114.3550086,,"110315588, -0.02, -0.07
",
1616978114.358029,,"110317984, -0.07, -0.03
",
1616978114.3600266,,"110320384, -0.05, -0.08
",
1616978114.36301,,"110322792, -0.07, -0.07
",
1616978114.3650105,,"110325188, -0.03, -0.08
",
1616978114.3669777,,"110327588, -0.07, -0.03
",
1616978114.3699996,,"110329996, -0.05, -0.03
",
1616978114.371996,,"110332392, -0.03, 0.00
",
1616978114.3739862,,"110334756, -0.03, 0.00
",
1616978114.3769782,,"110337128, -0.02, -0.02
",
1616978114.3789742,,"110339524, -0.07, 0.00
",
1616978114.3819392,,"110341884, 0.00, -0.05
",
1616978114.3839316,,"110344256, -0.02, -0.05
",
1616978114.385927,,"110346652, -0.02, -0.02
",
1616978114.3889189,,"110349048, -0.05, 0.00
",
1616978114.3909132,,"110351420, 0.00, -0.02
",
1616978114.392908,,"110353780, -0.05, -0.02
",
1616978114.395901,,"110356176, 0.00, 0.02
",
1616978114.3978953,,"110358540, -0.03, -0.03
",
1616978114.4018853,,"110360940, -0.05, -0.05
",
1616978114.4048867,,"110363340, 0.00, -0.05
",
1616978114.4048867,,"110365708, 0.00, 0.00
",
1616978114.4078708,,"110368036, -0.02, -0.05
",
1616978114.4098642,,"110370432, -0.03, -0.03
",
1616978114.4128563,,"110372828, -0.05, -0.02
",
1616978114.4148512,,"110375236, -0.03, 0.03
",
1616978114.4168458,,"110377628, -0.05, -0.07
",
1616978114.419838,,"110380024, -0.02, -0.03
",
1616978114.4218664,,"110382432, 0.00, -0.07
",
1616978114.4238284,,"110384792, -0.05, -0.02
",
1616978114.42682,,"110387192, 0.00, -0.08
",
1616978114.428815,,"110389564, -0.03, -0.03
",
1616978114.4318075,,"110391964, -0.03, 0.05
",
1616978114.4338017,,"110394356, -0.02, -0.05
",
1616978114.435797,,"110396764, -0.02, -0.05
",
1616978114.4387887,,"110399160, -0.02, 0.00
",
1616978114.4407847,,"110401524, -0.05, -0.02
",
1616978114.4437814,,"110403928, -0.07, 0.07
",
1616978114.44577,,"110406316, -0.03, 0.00
",
1616978114.4477649,,"110408676, 0.00, -0.02
",
1616978114.45076,,"110411044, -0.03, -0.03
",
1616978114.4527516,,"110413444, -0.02, 0.02
",
1616978114.4547467,,"110415832, 0.02, -0.02
",
1616978114.457738,,"110418232, -0.02, -0.02
",
1616978114.4597335,,"110420628, -0.05, -0.07
",
1616978114.4627259,,"110423028, -0.03, -0.08
",
1616978114.4647205,,"110425432, -0.02, -0.07
",
1616978114.4667153,,"110427832, 0.00, 0.00
",
1616978114.469707,,"110430156, 0.00, -0.02
",
1616978114.471736,,"110432524, 0.00, -0.07
",
1616978114.473719,,"110434888, 0.00, -0.02
",
1616978114.4767115,,"110437248, -0.07, -0.03
",
1616978114.4787164,,"110439652, -0.03, -0.08
",
1616978114.481711,,"110442036, -0.07, -0.02
",
1616978114.4837034,,"110444432, -0.05, -0.03
",
1616978114.4857006,,"110446836, -0.02, -0.03
",
1616978114.4886901,,"110449232, -0.02, -0.05
",
1616978114.4906852,,"110451628, -0.03, 0.00
",
1616978114.4936461,,"110453996, -0.02, 0.05
",
1616978114.4956412,,"110456388, -0.03, -0.08
",
1616978114.4976358,,"110458788, -0.03, -0.02
",
1616978114.5006282,,"110461192, -0.05, -0.03
",
1616978114.5026226,,"110463592, 0.00, 0.00
",
1616978114.5046172,,"110465920, -0.03, 0.00
",
1616978114.5076094,,"110468288, -0.05, 0.03
",
1616978114.5096047,,"110470672, -0.03, -0.07
",
1616978114.5125964,,"110473068, -0.02, 0.02
",
1616978114.5145912,,"110475468, -0.03, 0.02
",
1616978114.5165858,,"110477848, -0.03, 0.02
",
1616978114.5195782,,"110480240, -0.05, 0.00
",
1616978114.5215728,,"110482608, -0.03, 0.00
",
1616978114.5245652,,"110484968, -0.03, 0.00
",
1616978114.5265598,,"110487332, -0.03, -0.03
",
1616978114.5285547,,"110489736, -0.08, -0.03
",
1616978114.5315468,,"110492132, -0.03, -0.03
",
1616978114.533542,,"110494532, 0.00, 0.02
",
1616978114.5355363,,"110496896, 0.00, -0.03
",
1616978114.5385284,,"110499256, -0.02, -0.03
",
1616978114.5405235,,"110501652, -0.05, 0.00
",
1616978114.543516,,"110504024, -0.02, -0.05
",
1616978114.5455103,,"110506420, -0.05, 0.03
",
1616978114.5475054,,"110508812, -0.05, -0.05
",
1616978114.5504973,,"110511220, -0.03, -0.05
",
1616978114.5524921,,"110513616, -0.07, -0.02
",
1616978114.5554848,,"110516012, 0.02, 0.05
",
1616978114.5574791,,"110518408, -0.05, -0.05
",
1616978114.5594735,,"110520804, 0.02, 0.05
",
1616978114.562466,,"110523192, -0.07, -0.02
",
1616978114.5644603,,"110525600, -0.03, -0.08
",
1616978114.56746,,"110527996, -0.02, -0.02
",
1616978114.5694475,,"110530396, -0.02, -0.02
",
1616978114.5714424,,"110532800, 0.00, -0.03
",
1616978114.5744345,,"110535164, -0.03, -0.02
",
1616978114.5764294,,"110537560, 0.00, -0.08
",
1616978114.5784242,,"110539932, -0.03, -0.02
",
1616978114.5814161,,"110542328, -0.05, -0.07
",
1616978114.583411,,"110544728, -0.07, -0.03
",
1616978114.586403,,"110547136, -0.02, -0.05
",
1616978114.588398,,"110549524, 0.00, 0.02
",
1616978114.5903926,,"110551880, -0.03, 0.00
",
1616978114.593385,,"110554248, -0.08, -0.05
",
1616978114.5953803,,"110556648, -0.03, 0.02
",
1616978114.5983853,,"110559036, -0.07, -0.02
",
1616978114.6003668,,"110561444, -0.05, -0.02
",
1616978114.6023614,,"110563840, -0.03, -0.03
",
1616978114.605354,,"110566240, -0.02, 0.02
",
1616978114.6073482,,"110568640, -0.03, 0.00
",
1616978114.609343,,"110571000, -0.02, 0.00
",
1616978114.6123352,,"110573360, -0.03, 0.00
",
1616978114.61433,,"110575732, 0.03, -0.03
",
1616978114.617322,,"110578128, -0.03, -0.02
",
1616978114.619317,,"110580524, -0.03, -0.05
",
1616978114.62131,,"110582932, -0.07, 0.00
",
1616978114.624302,,"110585292, -0.02, -0.02
",
1616978114.6262968,,"110587692, -0.05, 0.00
",
1616978114.629291,,"110590060, -0.07, 0.02
",
1616978114.6312854,,"110592456, -0.03, -0.05
",
1616978114.6332805,,"110594852, -0.02, -0.03
",
1616978114.6362722,,"110597256, -0.02, -0.02
",
1616978114.638268,,"110599652, -0.02, -0.03
",
1616978114.6412601,,"110602048, -0.08, -0.07
",
1616978114.643254,,"110604452, -0.03, 0.00
",
1616978114.6452491,,"110606812, -0.03, -0.05
",
1616978114.6482415,,"110609208, -0.05, 0.02
",
1616978114.6502364,,"110611604, -0.03, -0.05
",
1616978114.6532292,,"110614000, -0.07, -0.02
",
1616978114.655223,,"110616396, -0.07, -0.03
",
1616978114.6572173,,"110618800, -0.03, 0.02
",
1616978114.6602094,,"110621192, -0.02, -0.02
",
1616978114.6622052,,"110623588, -0.05, -0.03
",
1616978114.6641994,,"110625992, -0.05, -0.02
",
1616978114.667192,,"110628380, -0.03, 0.02
",
1616978114.6691864,,"110630772, -0.03, -0.05
",
1616978114.6721787,,"110633176, -0.03, -0.05
",
1616978114.6741729,,"110635564, -0.05, 0.00
",
1616978114.6761682,,"110637924, -0.02, -0.03
",
1616978114.6791604,,"110640328, -0.03, 0.02
",
1616978114.681155,,"110642708, -0.02, 0.00
",
1616978114.684151,,"110645072, -0.05, -0.05
",
1616978114.6861424,,"110647476, 0.00, -0.02
",
1616978114.688136,,"110649836, -0.05, 0.03
",
1616978114.6911287,,"110652228, 0.00, -0.03
",
1616978114.6931229,,"110654600, -0.03, 0.00
",
1616978114.6951182,,"110656960, -0.02, 0.05
",
1616978114.69811,,"110659352, -0.07, -0.03
",
1616978114.7001052,,"110661756, -0.05, -0.02
",
1616978114.7030978,,"110664156, -0.02, 0.00
",
1616978114.7051213,,"110666516, -0.03, 0.05
",
1616978114.7071166,,"110668916, -0.07, -0.03
",
1616978114.7101052,,"110671312, -0.03, -0.02
",
1616978114.7121015,,"110673708, -0.02, -0.05
",
1616978114.715093,,"110676116, -0.03, -0.03
",
1616978114.717087,,"110678512, -0.02, -0.02
",
1616978114.719086,,"110680908, 0.00, -0.02
",
1616978114.7220752,,"110683280, -0.07, -0.02
",
1616978114.724072,,"110685676, -0.05, -0.03
",
1616978114.726065,,"110688072, -0.05, 0.00
",
1616978114.729056,,"110690444, -0.03, 0.00
",
1616978114.7310505,,"110692804, -0.07, -0.03
",
1616978114.734043,,"110695200, -0.05, 0.02
",
1616978114.7360387,,"110697600, -0.05, -0.02
",
1616978114.7380323,,"110699996, -0.05, -0.02
",
1616978114.7410252,,"110702392, -0.05, -0.03
",
1616978114.7430232,,"110704796, -0.03, -0.02
",
1616978114.7460124,,"110707192, -0.05, -0.02
",
1616978114.747979,,"110709588, -0.03, -0.03
",
1616978114.750002,,"110711996, -0.03, -0.07
",
1616978114.752994,,"110714396, -0.03, -0.02
",
1616978114.7549884,,"110716796, 0.02, -0.02
",
1616978114.7579813,,"110719196, -0.02, 0.02
",
1616978114.7599747,,"110721580, -0.03, 0.02
",
1616978114.7619698,,"110723972, -0.05, -0.02
",
1616978114.7649627,,"110726376, 0.00, -0.02
",
1616978114.7669568,,"110728728, -0.03, -0.03
",
1616978114.7699661,,"110731124, -0.03, -0.08
",
1616978114.7719429,,"110733532, -0.05, -0.02
",
1616978114.773944,,"110735920, -0.02, -0.07
",
1616978114.7769308,,"110738316, 0.00, 0.00
",
1616978114.7788982,,"110740652, -0.02, 0.00
",
1616978114.7808928,,"110743012, -0.03, -0.05
",
1616978114.7838848,,"110745408, -0.02, 0.03
",
1616978114.7858796,,"110747812, -0.03, -0.05
",
1616978114.7888722,,"110750208, -0.07, -0.02
",
1616978114.790867,,"110752604, -0.07, -0.07
",
1616978114.7928624,,"110755012, -0.02, 0.00
",
1616978114.7958539,,"110757372, -0.07, -0.03
",
1616978114.797849,,"110759772, -0.02, 0.02
",
1616978114.8008444,,"110762168, -0.02, 0.02
",
1616978114.8028364,,"110764560, -0.02, 0.00
",
1616978114.804831,,"110766920, -0.03, -0.02
",
1616978114.8078232,,"110769324, -0.07, -0.02
",
1616978114.8098183,,"110771720, -0.02, -0.02
",
